Year,UNIT_MEASURE,Teritory,Пол,Старосна доб,Value
2013,Број,OSTRA LUKA,Оба пола,25-29,129
2013,Број,OSTRA LUKA,M,25-29,72
2013,Број,OSTRA LUKA,Ж,25-29,57
2013,Број,PELAGICEVO,Оба пола,25-29,172
2013,Број,PELAGICEVO,M,25-29,86
2013,Број,PELAGICEVO,Ж,25-29,86
2013,Број,PETROVAC,Оба пола,25-29,15
2013,Број,PETROVAC,M,25-29,4
2013,Број,PETROVAC,Ж,25-29,11
2013,Број,PETROVO,Оба пола,25-29,402
2013,Број,PETROVO,M,25-29,218
2013,Број,PETROVO,Ж,25-29,184
2013,Број,GRAD PRIJEDOR,Оба пола,25-29,5384
2013,Број,GRAD PRIJEDOR,M,25-29,2718
2013,Број,GRAD PRIJEDOR,Ж,25-29,2666
2013,Број,PRNJAVOR,Оба пола,25-29,2008
2013,Број,PRNJAVOR,M,25-29,1030
2013,Број,PRNJAVOR,Ж,25-29,978
2013,Број,RIBNIK,Оба пола,25-29,280
2013,Број,RIBNIK,M,25-29,144
2013,Број,RIBNIK,Ж,25-29,136
2013,Број,ROGATICA,Оба пола,25-29,626
2013,Број,ROGATICA,M,25-29,309
2013,Број,ROGATICA,Ж,25-29,317
2013,Број,RUDO,Оба пола,25-29,460
2013,Број,RUDO,M,25-29,260
2013,Број,RUDO,Ж,25-29,200
2013,Број,SRBAC,Оба пола,25-29,1009
2013,Број,SRBAC,M,25-29,518
2013,Број,SRBAC,Ж,25-29,491
2013,Број,SREBRENICA,Оба пола,25-29,912
2013,Број,SREBRENICA,M,25-29,493
2013,Број,SREBRENICA,Ж,25-29,419
2013,Број,STANARI,Оба пола,25-29,417
2013,Број,STANARI,M,25-29,222
2013,Број,STANARI,Ж,25-29,195
2013,Број,TESLIC,Оба пола,25-29,2244
2013,Број,TESLIC,M,25-29,1092
2013,Број,TESLIC,Ж,25-29,1152
2013,Број,GRAD TREBINJE,Оба пола,25-29,1782
2013,Број,GRAD TREBINJE,M,25-29,905
2013,Број,GRAD TREBINJE,Ж,25-29,877
2013,Број,UGLJEVIK,Оба пола,25-29,1078
2013,Број,UGLJEVIK,M,25-29,541
2013,Број,UGLJEVIK,Ж,25-29,537
2013,Број,FOCA,Оба пола,25-29,1179
2013,Број,FOCA,M,25-29,643
2013,Број,FOCA,Ж,25-29,536
2013,Број,HAN PIJESAK,Оба пола,25-29,195
2013,Број,HAN PIJESAK,M,25-29,96
2013,Број,HAN PIJESAK,Ж,25-29,99
2013,Број,CAJNICE,Оба пола,25-29,310
2013,Број,CAJNICE,M,25-29,163
2013,Број,CAJNICE,Ж,25-29,147
2013,Број,CELINAC,Оба пола,25-29,1023
2013,Број,CELINAC,M,25-29,514
2013,Број,CELINAC,Ж,25-29,509
2013,Број,SAMAC,Оба пола,25-29,942
2013,Број,SAMAC,M,25-29,497
2013,Број,SAMAC,Ж,25-29,445
2013,Број,SEKOVICI,Оба пола,25-29,349
2013,Број,SEKOVICI,M,25-29,185
2013,Број,SEKOVICI,Ж,25-29,164
2013,Број,SIPOVO,Оба пола,25-29,621
2013,Број,SIPOVO,M,25-29,335
2013,Број,SIPOVO,Ж,25-29,286
2013,Број,REPUBLIKA SRPSKA,Оба пола,30-34,80560
2013,Број,REPUBLIKA SRPSKA,M,30-34,40877
2013,Број,REPUBLIKA SRPSKA,Ж,30-34,39683
2013,Број,GRAD BANJA LUKA,Оба пола,30-34,14831
2013,Број,GRAD BANJA LUKA,M,30-34,7174
2013,Број,GRAD BANJA LUKA,Ж,30-34,7657
2013,Број,BERKOVICI,Оба пола,30-34,107
2013,Број,BERKOVICI,M,30-34,49
2013,Број,BERKOVICI,Ж,30-34,58
2013,Број,GRAD BIJELJINA,Оба пола,30-34,7215
2013,Број,GRAD BIJELJINA,M,30-34,3613
2013,Број,GRAD BIJELJINA,Ж,30-34,3602
2013,Број,BILECA,Оба пола,30-34,616
2013,Број,BILECA,M,30-34,332
2013,Број,BILECA,Ж,30-34,284
2013,Број,BRATUNAC,Оба пола,30-34,1497
2013,Број,BRATUNAC,M,30-34,818
2013,Број,BRATUNAC,Ж,30-34,679
2013,Број,BROD,Оба пола,30-34,1094
2013,Број,BROD,M,30-34,560
2013,Број,BROD,Ж,30-34,534
2013,Број,VISEGRAD,Оба пола,30-34,632
2013,Број,VISEGRAD,M,30-34,326
2013,Број,VISEGRAD,Ж,30-34,306
2013,Број,VLASENICA,Оба пола,30-34,822
2013,Број,VLASENICA,M,30-34,430
2013,Број,VLASENICA,Ж,30-34,392
2013,Број,VUKOSAVLJE,Оба пола,30-34,295
2013,Број,VUKOSAVLJE,M,30-34,161
2013,Број,VUKOSAVLJE,Ж,30-34,134
2013,Број,GACKO,Оба пола,30-34,526
2013,Број,GACKO,M,30-34,298
2013,Број,GACKO,Ж,30-34,228
2013,Број,GRAD GRADISKA,Оба пола,30-34,3301
2013,Број,GRAD GRADISKA,M,30-34,1654
2013,Број,GRAD GRADISKA,Ж,30-34,1647
2013,Број,GRAD DERVENTA,Оба пола,30-34,1594
2013,Број,GRAD DERVENTA,M,30-34,819
2013,Број,GRAD DERVENTA,Ж,30-34,775
2013,Број,GRAD DOBOJ,Оба пола,30-34,4400
2013,Број,GRAD DOBOJ,M,30-34,2203
2013,Број,GRAD DOBOJ,Ж,30-34,2197
2013,Број,DONJI ZABAR,Оба пола,30-34,172
2013,Број,DONJI ZABAR,M,30-34,85
2013,Број,DONJI ZABAR,Ж,30-34,87
2013,Број,GRAD ZVORNIK,Оба пола,30-34,4055
2013,Број,GRAD ZVORNIK,M,30-34,2046
2013,Број,GRAD ZVORNIK,Ж,30-34,2009
2013,Број,ISTOCNI DRVAR,Оба пола,30-34,10
2013,Број,ISTOCNI DRVAR,M,30-34,7
2013,Број,ISTOCNI DRVAR,Ж,30-34,3
2013,Број,ISTOCNI MOSTAR,Оба пола,30-34,17
2013,Број,ISTOCNI MOSTAR,M,30-34,9
2013,Број,ISTOCNI MOSTAR,Ж,30-34,8
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,30-34,4485
2013,Број,GRAD ISTOCNO SARAJEVO,M,30-34,2230
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,30-34,2255
2013,Број,ISTOCNA ILIDZA,Оба пола,30-34,1153
2013,Број,ISTOCNA ILIDZA,M,30-34,559
2013,Број,ISTOCNA ILIDZA,Ж,30-34,594
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,30-34,914
2013,Број,ISTOCNO NOVO SARAJEVO,M,30-34,451
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,30-34,463
2013,Број,ISTOČNI STARI GRAD,Оба пола,30-34,76
2013,Број,ISTOČNI STARI GRAD,M,30-34,39
2013,Број,ISTOČNI STARI GRAD,Ж,30-34,37
2013,Број,PALE,Оба пола,30-34,1458
2013,Број,PALE,M,30-34,713
2013,Број,PALE,Ж,30-34,745
2013,Број,SOKOLAC,Оба пола,30-34,764
2013,Број,SOKOLAC,M,30-34,398
2013,Број,SOKOLAC,Ж,30-34,366
2013,Број,TRNOVO,Оба пола,30-34,120
2013,Број,TRNOVO,M,30-34,70
2013,Број,TRNOVO,Ж,30-34,50
2013,Број,JEZERO,Оба пола,30-34,61
2013,Број,JEZERO,M,30-34,35
2013,Број,JEZERO,Ж,30-34,26
2013,Број,KALINOVIK,Оба пола,30-34,93
2013,Број,KALINOVIK,M,30-34,54
2013,Број,KALINOVIK,Ж,30-34,39
2013,Број,KNEZEVO,Оба пола,30-34,531
2013,Број,KNEZEVO,M,30-34,276
2013,Број,KNEZEVO,Ж,30-34,255
2013,Број,KOSTAJNICA,Оба пола,30-34,408
2013,Број,KOSTAJNICA,M,30-34,214
2013,Број,KOSTAJNICA,Ж,30-34,194
2013,Број,KOTOR VAROS,Оба пола,30-34,1256
2013,Број,KOTOR VAROS,M,30-34,626
2013,Број,KOTOR VAROS,Ж,30-34,630
2013,Број,KOZARSKA DUBICA,Оба пола,30-34,1247
2013,Број,KOZARSKA DUBICA,M,30-34,669
2013,Број,KOZARSKA DUBICA,Ж,30-34,578
2013,Број,KRUPA NA UNI,Оба пола,30-34,80
2013,Број,KRUPA NA UNI,M,30-34,49
2013,Број,KRUPA NA UNI,Ж,30-34,31
2013,Број,KUPRES,Оба пола,30-34,7
2013,Број,KUPRES,M,30-34,1
2013,Број,KUPRES,Ж,30-34,6
2013,Број,LAKTASI,Оба пола,30-34,2398
2013,Број,LAKTASI,M,30-34,1210
2013,Број,LAKTASI,Ж,30-34,1188
2013,Број,LOPARE,Оба пола,30-34,818
2013,Број,LOPARE,M,30-34,432
2013,Број,LOPARE,Ж,30-34,386
2013,Број,LJUBINJE,Оба пола,30-34,205
2013,Број,LJUBINJE,M,30-34,111
2013,Број,LJUBINJE,Ж,30-34,94
2013,Број,MILICI,Оба пола,30-34,816
2013,Број,MILICI,M,30-34,452
2013,Број,MILICI,Ж,30-34,364
2013,Број,MODRICA,Оба пола,30-34,1441
2013,Број,MODRICA,M,30-34,721
2013,Број,MODRICA,Ж,30-34,720
2013,Број,MRKONJIC GRAD,Оба пола,30-34,939
2013,Број,MRKONJIC GRAD,M,30-34,456
2013,Број,MRKONJIC GRAD,Ж,30-34,483
2013,Број,NEVESINJE,Оба пола,30-34,739
2013,Број,NEVESINJE,M,30-34,393
2013,Број,NEVESINJE,Ж,30-34,346
2013,Број,NOVI GRAD,Оба пола,30-34,1570
2013,Број,NOVI GRAD,M,30-34,815
2013,Број,NOVI GRAD,Ж,30-34,755
2013,Број,NOVO GORAZDE,Оба пола,30-34,201
2013,Број,NOVO GORAZDE,M,30-34,100
2013,Број,NOVO GORAZDE,Ж,30-34,101
2013,Број,OSMACI,Оба пола,30-34,415
2013,Број,OSMACI,M,30-34,212
2013,Број,OSMACI,Ж,30-34,203
2013,Број,OSTRA LUKA,Оба пола,30-34,136
2013,Број,OSTRA LUKA,M,30-34,69
2013,Број,OSTRA LUKA,Ж,30-34,67
2013,Број,PELAGICEVO,Оба пола,30-34,177
2013,Број,PELAGICEVO,M,30-34,85
2013,Број,PELAGICEVO,Ж,30-34,92
2013,Број,PETROVAC,Оба пола,30-34,25
2013,Број,PETROVAC,M,30-34,10
2013,Број,PETROVAC,Ж,30-34,15
2013,Број,PETROVO,Оба пола,30-34,337
2013,Број,PETROVO,M,30-34,185
2013,Број,PETROVO,Ж,30-34,152
2013,Број,GRAD PRIJEDOR,Оба пола,30-34,5399
2013,Број,GRAD PRIJEDOR,M,30-34,2751
2013,Број,GRAD PRIJEDOR,Ж,30-34,2648
2013,Број,PRNJAVOR,Оба пола,30-34,2168
2013,Број,PRNJAVOR,M,30-34,1074
2013,Број,PRNJAVOR,Ж,30-34,1094
2013,Број,RIBNIK,Оба пола,30-34,287
2013,Број,RIBNIK,M,30-34,160
2013,Број,RIBNIK,Ж,30-34,127
2013,Број,ROGATICA,Оба пола,30-34,667
2013,Број,ROGATICA,M,30-34,356
2013,Број,ROGATICA,Ж,30-34,311
2013,Број,RUDO,Оба пола,30-34,430
2013,Број,RUDO,M,30-34,240
2013,Број,RUDO,Ж,30-34,190
2013,Број,SRBAC,Оба пола,30-34,1107
2013,Број,SRBAC,M,30-34,561
2013,Број,SRBAC,Ж,30-34,546
2013,Број,SREBRENICA,Оба пола,30-34,889
2013,Број,SREBRENICA,M,30-34,488
2013,Број,SREBRENICA,Ж,30-34,401
2013,Број,STANARI,Оба пола,30-34,388
2013,Број,STANARI,M,30-34,209
2013,Број,STANARI,Ж,30-34,179
2013,Број,TESLIC,Оба пола,30-34,2360
2013,Број,TESLIC,M,30-34,1185
2013,Број,TESLIC,Ж,30-34,1175
2013,Број,GRAD TREBINJE,Оба пола,30-34,1910
2013,Број,GRAD TREBINJE,M,30-34,967
2013,Број,GRAD TREBINJE,Ж,30-34,943
2013,Број,UGLJEVIK,Оба пола,30-34,887
2013,Број,UGLJEVIK,M,30-34,456
2013,Број,UGLJEVIK,Ж,30-34,431
2013,Број,FOCA,Оба пола,30-34,1106
2013,Број,FOCA,M,30-34,617
2013,Број,FOCA,Ж,30-34,489
2013,Број,HAN PIJESAK,Оба пола,30-34,192
2013,Број,HAN PIJESAK,M,30-34,103
2013,Број,HAN PIJESAK,Ж,30-34,89
2013,Број,CAJNICE,Оба пола,30-34,264
2013,Број,CAJNICE,M,30-34,150
2013,Број,CAJNICE,Ж,30-34,114
2013,Број,CELINAC,Оба пола,30-34,977
2013,Број,CELINAC,M,30-34,516
2013,Број,CELINAC,Ж,30-34,461
2013,Број,SAMAC,Оба пола,30-34,926
2013,Број,SAMAC,M,30-34,497
2013,Број,SAMAC,Ж,30-34,429
2013,Број,SEKOVICI,Оба пола,30-34,384
2013,Број,SEKOVICI,M,30-34,203
2013,Број,SEKOVICI,Ж,30-34,181
2013,Број,SIPOVO,Оба пола,30-34,650
2013,Број,SIPOVO,M,30-34,355
2013,Број,SIPOVO,Ж,30-34,295
2013,Број,REPUBLIKA SRPSKA,Оба пола,35-39,80521
2013,Број,REPUBLIKA SRPSKA,M,35-39,41253
2013,Број,REPUBLIKA SRPSKA,Ж,35-39,39268
2013,Број,GRAD BANJA LUKA,Оба пола,35-39,14375
2013,Број,GRAD BANJA LUKA,M,35-39,7141
2013,Број,GRAD BANJA LUKA,Ж,35-39,7234
2013,Број,BERKOVICI,Оба пола,35-39,133
2013,Број,BERKOVICI,M,35-39,64
2013,Број,BERKOVICI,Ж,35-39,69
2013,Број,GRAD BIJELJINA,Оба пола,35-39,7192
2013,Број,GRAD BIJELJINA,M,35-39,3625
2013,Број,GRAD BIJELJINA,Ж,35-39,3567
2013,Број,BILECA,Оба пола,35-39,632
2013,Број,BILECA,M,35-39,355
2013,Број,BILECA,Ж,35-39,277
2013,Број,BRATUNAC,Оба пола,35-39,1360
2013,Број,BRATUNAC,M,35-39,738
2013,Број,BRATUNAC,Ж,35-39,622
2013,Број,BROD,Оба пола,35-39,1095
2013,Број,BROD,M,35-39,542
2013,Број,BROD,Ж,35-39,553
2013,Број,VISEGRAD,Оба пола,35-39,587
2013,Број,VISEGRAD,M,35-39,301
2013,Број,VISEGRAD,Ж,35-39,286
2013,Број,VLASENICA,Оба пола,35-39,802
2013,Број,VLASENICA,M,35-39,429
2013,Број,VLASENICA,Ж,35-39,373
2013,Број,VUKOSAVLJE,Оба пола,35-39,294
2013,Број,VUKOSAVLJE,M,35-39,149
2013,Број,VUKOSAVLJE,Ж,35-39,145
2013,Број,GACKO,Оба пола,35-39,500
2013,Број,GACKO,M,35-39,266
2013,Број,GACKO,Ж,35-39,234
2013,Број,GRAD GRADISKA,Оба пола,35-39,3239
2013,Број,GRAD GRADISKA,M,35-39,1665
2013,Број,GRAD GRADISKA,Ж,35-39,1574
2013,Број,GRAD DERVENTA,Оба пола,35-39,1780
2013,Број,GRAD DERVENTA,M,35-39,891
2013,Број,GRAD DERVENTA,Ж,35-39,889
2013,Број,GRAD DOBOJ,Оба пола,35-39,4276
2013,Број,GRAD DOBOJ,M,35-39,2213
2013,Број,GRAD DOBOJ,Ж,35-39,2063
2013,Број,DONJI ZABAR,Оба пола,35-39,229
2013,Број,DONJI ZABAR,M,35-39,129
2013,Број,DONJI ZABAR,Ж,35-39,100
2013,Број,GRAD ZVORNIK,Оба пола,35-39,3966
2013,Број,GRAD ZVORNIK,M,35-39,2011
2013,Број,GRAD ZVORNIK,Ж,35-39,1955
2013,Број,ISTOCNI DRVAR,Оба пола,35-39,3
2013,Број,ISTOCNI DRVAR,M,35-39,3
2013,Број,ISTOCNI DRVAR,Ж,35-39,-
2013,Број,ISTOCNI MOSTAR,Оба пола,35-39,20
2013,Број,ISTOCNI MOSTAR,M,35-39,13
2013,Број,ISTOCNI MOSTAR,Ж,35-39,7
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,35-39,3831
2013,Број,GRAD ISTOCNO SARAJEVO,M,35-39,2008
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,35-39,1823
2013,Број,ISTOCNA ILIDZA,Оба пола,35-39,992
2013,Број,ISTOCNA ILIDZA,M,35-39,520
2013,Број,ISTOCNA ILIDZA,Ж,35-39,472
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,35-39,745
2013,Број,ISTOCNO NOVO SARAJEVO,M,35-39,386
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,35-39,359
2013,Број,ISTOČNI STARI GRAD,Оба пола,35-39,55
2013,Број,ISTOČNI STARI GRAD,M,35-39,35
2013,Број,ISTOČNI STARI GRAD,Ж,35-39,20
2013,Број,PALE,Оба пола,35-39,1282
2013,Број,PALE,M,35-39,669
2013,Број,PALE,Ж,35-39,613
2013,Број,SOKOLAC,Оба пола,35-39,672
2013,Број,SOKOLAC,M,35-39,354
2013,Број,SOKOLAC,Ж,35-39,318
2013,Број,TRNOVO,Оба пола,35-39,85
2013,Број,TRNOVO,M,35-39,44
2013,Број,TRNOVO,Ж,35-39,41
2013,Број,JEZERO,Оба пола,35-39,61
2013,Број,JEZERO,M,35-39,30
2013,Број,JEZERO,Ж,35-39,31
2013,Број,KALINOVIK,Оба пола,35-39,95
2013,Број,KALINOVIK,M,35-39,59
2013,Број,KALINOVIK,Ж,35-39,36
2013,Број,KNEZEVO,Оба пола,35-39,598
2013,Број,KNEZEVO,M,35-39,335
2013,Број,KNEZEVO,Ж,35-39,263
2013,Број,KOSTAJNICA,Оба пола,35-39,381
2013,Број,KOSTAJNICA,M,35-39,190
2013,Број,KOSTAJNICA,Ж,35-39,191
2013,Број,KOTOR VAROS,Оба пола,35-39,1278
2013,Број,KOTOR VAROS,M,35-39,640
2013,Број,KOTOR VAROS,Ж,35-39,638
2013,Број,KOZARSKA DUBICA,Оба пола,35-39,1222
2013,Број,KOZARSKA DUBICA,M,35-39,634
2013,Број,KOZARSKA DUBICA,Ж,35-39,588
2013,Број,KRUPA NA UNI,Оба пола,35-39,90
2013,Број,KRUPA NA UNI,M,35-39,55
2013,Број,KRUPA NA UNI,Ж,35-39,35
2013,Број,KUPRES,Оба пола,35-39,16
2013,Број,KUPRES,M,35-39,9
2013,Број,KUPRES,Ж,35-39,7
2013,Број,LAKTASI,Оба пола,35-39,2464
2013,Број,LAKTASI,M,35-39,1270
2013,Број,LAKTASI,Ж,35-39,1194
2013,Број,LOPARE,Оба пола,35-39,848
2013,Број,LOPARE,M,35-39,433
2013,Број,LOPARE,Ж,35-39,415
2013,Број,LJUBINJE,Оба пола,35-39,175
2013,Број,LJUBINJE,M,35-39,89
2013,Број,LJUBINJE,Ж,35-39,86
2013,Број,MILICI,Оба пола,35-39,835
2013,Број,MILICI,M,35-39,454
2013,Број,MILICI,Ж,35-39,381
2013,Број,MODRICA,Оба пола,35-39,1556
2013,Број,MODRICA,M,35-39,757
2013,Број,MODRICA,Ж,35-39,799
2013,Број,MRKONJIC GRAD,Оба пола,35-39,1022
2013,Број,MRKONJIC GRAD,M,35-39,524
2013,Број,MRKONJIC GRAD,Ж,35-39,498
2013,Број,NEVESINJE,Оба пола,35-39,868
2013,Број,NEVESINJE,M,35-39,498
2013,Број,NEVESINJE,Ж,35-39,370
2013,Број,NOVI GRAD,Оба пола,35-39,1582
2013,Број,NOVI GRAD,M,35-39,821
2013,Број,NOVI GRAD,Ж,35-39,761
2013,Број,NOVO GORAZDE,Оба пола,35-39,179
2013,Број,NOVO GORAZDE,M,35-39,108
2013,Број,NOVO GORAZDE,Ж,35-39,71
2013,Број,OSMACI,Оба пола,35-39,403
2013,Број,OSMACI,M,35-39,218
2013,Број,OSMACI,Ж,35-39,185
2013,Број,OSTRA LUKA,Оба пола,35-39,191
2013,Број,OSTRA LUKA,M,35-39,98
2013,Број,OSTRA LUKA,Ж,35-39,93
2013,Број,PELAGICEVO,Оба пола,35-39,263
2013,Број,PELAGICEVO,M,35-39,126
2013,Број,PELAGICEVO,Ж,35-39,137
2013,Број,PETROVAC,Оба пола,35-39,31
2013,Број,PETROVAC,M,35-39,20
2013,Број,PETROVAC,Ж,35-39,11
2013,Број,PETROVO,Оба пола,35-39,294
2013,Број,PETROVO,M,35-39,148
2013,Број,PETROVO,Ж,35-39,146
2013,Број,GRAD PRIJEDOR,Оба пола,35-39,5621
2013,Број,GRAD PRIJEDOR,M,35-39,2880
2013,Број,GRAD PRIJEDOR,Ж,35-39,2741
2013,Број,PRNJAVOR,Оба пола,35-39,2402
2013,Број,PRNJAVOR,M,35-39,1205
2013,Број,PRNJAVOR,Ж,35-39,1197
2013,Број,RIBNIK,Оба пола,35-39,345
2013,Број,RIBNIK,M,35-39,179
2013,Број,RIBNIK,Ж,35-39,166
2013,Број,ROGATICA,Оба пола,35-39,635
2013,Број,ROGATICA,M,35-39,338
2013,Број,ROGATICA,Ж,35-39,297
2013,Број,RUDO,Оба пола,35-39,438
2013,Број,RUDO,M,35-39,233
2013,Број,RUDO,Ж,35-39,205
2013,Број,SRBAC,Оба пола,35-39,1143
2013,Број,SRBAC,M,35-39,593
2013,Број,SRBAC,Ж,35-39,550
2013,Број,SREBRENICA,Оба пола,35-39,965
2013,Број,SREBRENICA,M,35-39,498
2013,Број,SREBRENICA,Ж,35-39,467
2013,Број,STANARI,Оба пола,35-39,457
2013,Број,STANARI,M,35-39,258
2013,Број,STANARI,Ж,35-39,199
2013,Број,TESLIC,Оба пола,35-39,2462
2013,Број,TESLIC,M,35-39,1222
2013,Број,TESLIC,Ж,35-39,1240
2013,Број,GRAD TREBINJE,Оба пола,35-39,1874
2013,Број,GRAD TREBINJE,M,35-39,991
2013,Број,GRAD TREBINJE,Ж,35-39,883
2013,Број,UGLJEVIK,Оба пола,35-39,919
2013,Број,UGLJEVIK,M,35-39,466
2013,Број,UGLJEVIK,Ж,35-39,453
2013,Број,FOCA,Оба пола,35-39,1054
2013,Број,FOCA,M,35-39,587
2013,Број,FOCA,Ж,35-39,467
2013,Број,HAN PIJESAK,Оба пола,35-39,190
2013,Број,HAN PIJESAK,M,35-39,95
2013,Број,HAN PIJESAK,Ж,35-39,95
2013,Број,CAJNICE,Оба пола,35-39,244
2013,Број,CAJNICE,M,35-39,130
2013,Број,CAJNICE,Ж,35-39,114
2013,Број,CELINAC,Оба пола,35-39,937
2013,Број,CELINAC,M,35-39,452
2013,Број,CELINAC,Ж,35-39,485
2013,Број,SAMAC,Оба пола,35-39,1062
2013,Број,SAMAC,M,35-39,529
2013,Број,SAMAC,Ж,35-39,533
2013,Број,SEKOVICI,Оба пола,35-39,391
2013,Број,SEKOVICI,M,35-39,207
2013,Број,SEKOVICI,Ж,35-39,184
2013,Број,SIPOVO,Оба пола,35-39,616
2013,Број,SIPOVO,M,35-39,331
2013,Број,SIPOVO,Ж,35-39,285
2013,Број,REPUBLIKA SRPSKA,Оба пола,40-44,75966
2013,Број,REPUBLIKA SRPSKA,M,40-44,38815
2013,Број,REPUBLIKA SRPSKA,Ж,40-44,37151
2013,Број,GRAD BANJA LUKA,Оба пола,40-44,12041
2013,Број,GRAD BANJA LUKA,M,40-44,6088
2013,Број,GRAD BANJA LUKA,Ж,40-44,5953
2013,Број,BERKOVICI,Оба пола,40-44,140
2013,Број,BERKOVICI,M,40-44,92
2013,Број,BERKOVICI,Ж,40-44,48
2013,Број,GRAD BIJELJINA,Оба пола,40-44,6769
2013,Број,GRAD BIJELJINA,M,40-44,3353
2013,Број,GRAD BIJELJINA,Ж,40-44,3416
2013,Број,BILECA,Оба пола,40-44,675
2013,Број,BILECA,M,40-44,352
2013,Број,BILECA,Ж,40-44,323
2013,Број,BRATUNAC,Оба пола,40-44,1289
2013,Број,BRATUNAC,M,40-44,634
2013,Број,BRATUNAC,Ж,40-44,655
2013,Број,BROD,Оба пола,40-44,1065
2013,Број,BROD,M,40-44,545
2013,Број,BROD,Ж,40-44,520
2013,Број,VISEGRAD,Оба пола,40-44,588
2013,Број,VISEGRAD,M,40-44,305
2013,Број,VISEGRAD,Ж,40-44,283
2013,Број,VLASENICA,Оба пола,40-44,724
2013,Број,VLASENICA,M,40-44,386
2013,Број,VLASENICA,Ж,40-44,338
2013,Број,VUKOSAVLJE,Оба пола,40-44,309
2013,Број,VUKOSAVLJE,M,40-44,172
2013,Број,VUKOSAVLJE,Ж,40-44,137
2013,Број,GACKO,Оба пола,40-44,550
2013,Број,GACKO,M,40-44,286
2013,Број,GACKO,Ж,40-44,264
2013,Број,GRAD GRADISKA,Оба пола,40-44,3173
2013,Број,GRAD GRADISKA,M,40-44,1611
2013,Број,GRAD GRADISKA,Ж,40-44,1562
2013,Број,GRAD DERVENTA,Оба пола,40-44,1748
2013,Број,GRAD DERVENTA,M,40-44,895
2013,Број,GRAD DERVENTA,Ж,40-44,853
2013,Број,GRAD DOBOJ,Оба пола,40-44,3825
2013,Број,GRAD DOBOJ,M,40-44,1932
2013,Број,GRAD DOBOJ,Ж,40-44,1893
2013,Број,DONJI ZABAR,Оба пола,40-44,273
2013,Број,DONJI ZABAR,M,40-44,150
2013,Број,DONJI ZABAR,Ж,40-44,123
2013,Број,GRAD ZVORNIK,Оба пола,40-44,3602
2013,Број,GRAD ZVORNIK,M,40-44,1877
2013,Број,GRAD ZVORNIK,Ж,40-44,1725
2013,Број,ISTOCNI DRVAR,Оба пола,40-44,3
2013,Број,ISTOCNI DRVAR,M,40-44,3
2013,Број,ISTOCNI DRVAR,Ж,40-44,-
2013,Број,ISTOCNI MOSTAR,Оба пола,40-44,25
2013,Број,ISTOCNI MOSTAR,M,40-44,18
2013,Број,ISTOCNI MOSTAR,Ж,40-44,7
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,40-44,3333
2013,Број,GRAD ISTOCNO SARAJEVO,M,40-44,1702
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,40-44,1631
2013,Број,ISTOCNA ILIDZA,Оба пола,40-44,855
2013,Број,ISTOCNA ILIDZA,M,40-44,450
2013,Број,ISTOCNA ILIDZA,Ж,40-44,405
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,40-44,634
2013,Број,ISTOCNO NOVO SARAJEVO,M,40-44,344
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,40-44,290
2013,Број,ISTOČNI STARI GRAD,Оба пола,40-44,46
2013,Број,ISTOČNI STARI GRAD,M,40-44,25
2013,Број,ISTOČNI STARI GRAD,Ж,40-44,21
2013,Број,PALE,Оба пола,40-44,1098
2013,Број,PALE,M,40-44,531
2013,Број,PALE,Ж,40-44,567
2013,Број,SOKOLAC,Оба пола,40-44,599
2013,Број,SOKOLAC,M,40-44,300
2013,Број,SOKOLAC,Ж,40-44,299
2013,Број,TRNOVO,Оба пола,40-44,101
2013,Број,TRNOVO,M,40-44,52
2013,Број,TRNOVO,Ж,40-44,49
2013,Број,JEZERO,Оба пола,40-44,70
2013,Број,JEZERO,M,40-44,41
2013,Број,JEZERO,Ж,40-44,29
2013,Број,KALINOVIK,Оба пола,40-44,88
2013,Број,KALINOVIK,M,40-44,48
2013,Број,KALINOVIK,Ж,40-44,40
2013,Број,KNEZEVO,Оба пола,40-44,653
2013,Број,KNEZEVO,M,40-44,350
2013,Број,KNEZEVO,Ж,40-44,303
2013,Број,KOSTAJNICA,Оба пола,40-44,397
2013,Број,KOSTAJNICA,M,40-44,188
2013,Број,KOSTAJNICA,Ж,40-44,209
2013,Број,KOTOR VAROS,Оба пола,40-44,1347
2013,Број,KOTOR VAROS,M,40-44,652
2013,Број,KOTOR VAROS,Ж,40-44,695
2013,Број,KOZARSKA DUBICA,Оба пола,40-44,1229
2013,Број,KOZARSKA DUBICA,M,40-44,629
2013,Број,KOZARSKA DUBICA,Ж,40-44,600
2013,Број,KRUPA NA UNI,Оба пола,40-44,111
2013,Број,KRUPA NA UNI,M,40-44,69
2013,Број,KRUPA NA UNI,Ж,40-44,42
2013,Број,KUPRES,Оба пола,40-44,18
