Year,UNIT_MEASURE,Teritory,Пол,Старосна доб,Value
2013,Број,ISTOČNI STARI GRAD,Ж,55-59,61
2013,Број,PALE,Оба пола,55-59,1894
2013,Број,PALE,M,55-59,916
2013,Број,PALE,Ж,55-59,978
2013,Број,SOKOLAC,Оба пола,55-59,1081
2013,Број,SOKOLAC,M,55-59,548
2013,Број,SOKOLAC,Ж,55-59,533
2013,Број,TRNOVO,Оба пола,55-59,231
2013,Број,TRNOVO,M,55-59,114
2013,Број,TRNOVO,Ж,55-59,117
2013,Број,JEZERO,Оба пола,55-59,88
2013,Број,JEZERO,M,55-59,52
2013,Број,JEZERO,Ж,55-59,36
2013,Број,KALINOVIK,Оба пола,55-59,213
2013,Број,KALINOVIK,M,55-59,104
2013,Број,KALINOVIK,Ж,55-59,109
2013,Број,KNEZEVO,Оба пола,55-59,754
2013,Број,KNEZEVO,M,55-59,349
2013,Број,KNEZEVO,Ж,55-59,405
2013,Број,KOSTAJNICA,Оба пола,55-59,520
2013,Број,KOSTAJNICA,M,55-59,272
2013,Број,KOSTAJNICA,Ж,55-59,248
2013,Број,KOTOR VAROS,Оба пола,55-59,1262
2013,Број,KOTOR VAROS,M,55-59,585
2013,Број,KOTOR VAROS,Ж,55-59,677
2013,Број,KOZARSKA DUBICA,Оба пола,55-59,1842
2013,Број,KOZARSKA DUBICA,M,55-59,931
2013,Број,KOZARSKA DUBICA,Ж,55-59,911
2013,Број,KRUPA NA UNI,Оба пола,55-59,120
2013,Број,KRUPA NA UNI,M,55-59,69
2013,Број,KRUPA NA UNI,Ж,55-59,51
2013,Број,KUPRES,Оба пола,55-59,17
2013,Број,KUPRES,M,55-59,11
2013,Број,KUPRES,Ж,55-59,6
2013,Број,LAKTASI,Оба пола,55-59,2572
2013,Број,LAKTASI,M,55-59,1289
2013,Број,LAKTASI,Ж,55-59,1283
2013,Број,LOPARE,Оба пола,55-59,1212
2013,Број,LOPARE,M,55-59,660
2013,Број,LOPARE,Ж,55-59,552
2013,Број,LJUBINJE,Оба пола,55-59,279
2013,Број,LJUBINJE,M,55-59,151
2013,Број,LJUBINJE,Ж,55-59,128
2013,Број,MILICI,Оба пола,55-59,882
2013,Број,MILICI,M,55-59,448
2013,Број,MILICI,Ж,55-59,434
2013,Број,MODRICA,Оба пола,55-59,1924
2013,Број,MODRICA,M,55-59,943
2013,Број,MODRICA,Ж,55-59,981
2013,Број,MRKONJIC GRAD,Оба пола,55-59,1382
2013,Број,MRKONJIC GRAD,M,55-59,657
2013,Број,MRKONJIC GRAD,Ж,55-59,725
2013,Број,NEVESINJE,Оба пола,55-59,938
2013,Број,NEVESINJE,M,55-59,496
2013,Број,NEVESINJE,Ж,55-59,442
2013,Број,NOVI GRAD,Оба пола,55-59,2161
2013,Број,NOVI GRAD,M,55-59,1101
2013,Број,NOVI GRAD,Ж,55-59,1060
2013,Број,NOVO GORAZDE,Оба пола,55-59,312
2013,Број,NOVO GORAZDE,M,55-59,162
2013,Број,NOVO GORAZDE,Ж,55-59,150
2013,Број,OSMACI,Оба пола,55-59,400
2013,Број,OSMACI,M,55-59,184
2013,Број,OSMACI,Ж,55-59,216
2013,Број,OSTRA LUKA,Оба пола,55-59,216
2013,Број,OSTRA LUKA,M,55-59,105
2013,Број,OSTRA LUKA,Ж,55-59,111
2013,Број,PELAGICEVO,Оба пола,55-59,340
2013,Број,PELAGICEVO,M,55-59,184
2013,Број,PELAGICEVO,Ж,55-59,156
2013,Број,PETROVAC,Оба пола,55-59,25
2013,Број,PETROVAC,M,55-59,10
2013,Број,PETROVAC,Ж,55-59,15
2013,Број,PETROVO,Оба пола,55-59,570
2013,Број,PETROVO,M,55-59,295
2013,Број,PETROVO,Ж,55-59,275
2013,Број,GRAD PRIJEDOR,Оба пола,55-59,6434
2013,Број,GRAD PRIJEDOR,M,55-59,3068
2013,Број,GRAD PRIJEDOR,Ж,55-59,3366
2013,Број,PRNJAVOR,Оба пола,55-59,2534
2013,Број,PRNJAVOR,M,55-59,1175
2013,Број,PRNJAVOR,Ж,55-59,1359
2013,Број,RIBNIK,Оба пола,55-59,478
2013,Број,RIBNIK,M,55-59,245
2013,Број,RIBNIK,Ж,55-59,233
2013,Број,ROGATICA,Оба пола,55-59,963
2013,Број,ROGATICA,M,55-59,449
2013,Број,ROGATICA,Ж,55-59,514
2013,Број,RUDO,Оба пола,55-59,668
2013,Број,RUDO,M,55-59,342
2013,Број,RUDO,Ж,55-59,326
2013,Број,SRBAC,Оба пола,55-59,1316
2013,Број,SRBAC,M,55-59,618
2013,Број,SRBAC,Ж,55-59,698
2013,Број,SREBRENICA,Оба пола,55-59,874
2013,Број,SREBRENICA,M,55-59,382
2013,Број,SREBRENICA,Ж,55-59,492
2013,Број,STANARI,Оба пола,55-59,576
2013,Број,STANARI,M,55-59,276
2013,Број,STANARI,Ж,55-59,300
2013,Број,TESLIC,Оба пола,55-59,2902
2013,Број,TESLIC,M,55-59,1392
2013,Број,TESLIC,Ж,55-59,1510
2013,Број,GRAD TREBINJE,Оба пола,55-59,2258
2013,Број,GRAD TREBINJE,M,55-59,1082
2013,Број,GRAD TREBINJE,Ж,55-59,1176
2013,Број,UGLJEVIK,Оба пола,55-59,1157
2013,Број,UGLJEVIK,M,55-59,617
2013,Број,UGLJEVIK,Ж,55-59,540
2013,Број,FOCA,Оба пола,55-59,1617
2013,Број,FOCA,M,55-59,820
2013,Број,FOCA,Ж,55-59,797
2013,Број,HAN PIJESAK,Оба пола,55-59,322
2013,Број,HAN PIJESAK,M,55-59,154
2013,Број,HAN PIJESAK,Ж,55-59,168
2013,Број,CAJNICE,Оба пола,55-59,371
2013,Број,CAJNICE,M,55-59,192
2013,Број,CAJNICE,Ж,55-59,179
2013,Број,CELINAC,Оба пола,55-59,1243
2013,Број,CELINAC,M,55-59,645
2013,Број,CELINAC,Ж,55-59,598
2013,Број,SAMAC,Оба пола,55-59,1298
2013,Број,SAMAC,M,55-59,629
2013,Број,SAMAC,Ж,55-59,669
2013,Број,SEKOVICI,Оба пола,55-59,632
2013,Број,SEKOVICI,M,55-59,308
2013,Број,SEKOVICI,Ж,55-59,324
2013,Број,SIPOVO,Оба пола,55-59,988
2013,Број,SIPOVO,M,55-59,500
2013,Број,SIPOVO,Ж,55-59,488
2013,Број,REPUBLIKA SRPSKA,Оба пола,60-64,85773
2013,Број,REPUBLIKA SRPSKA,M,60-64,40723
2013,Број,REPUBLIKA SRPSKA,Ж,60-64,45050
2013,Број,GRAD BANJA LUKA,Оба пола,60-64,12590
2013,Број,GRAD BANJA LUKA,M,60-64,5779
2013,Број,GRAD BANJA LUKA,Ж,60-64,6811
2013,Број,BERKOVICI,Оба пола,60-64,140
2013,Број,BERKOVICI,M,60-64,74
2013,Број,BERKOVICI,Ж,60-64,66
2013,Број,GRAD BIJELJINA,Оба пола,60-64,7764
2013,Број,GRAD BIJELJINA,M,60-64,3713
2013,Број,GRAD BIJELJINA,Ж,60-64,4051
2013,Број,BILECA,Оба пола,60-64,698
2013,Број,BILECA,M,60-64,318
2013,Број,BILECA,Ж,60-64,380
2013,Број,BRATUNAC,Оба пола,60-64,1256
2013,Број,BRATUNAC,M,60-64,557
2013,Број,BRATUNAC,Ж,60-64,699
2013,Број,BROD,Оба пола,60-64,1085
2013,Број,BROD,M,60-64,549
2013,Број,BROD,Ж,60-64,536
2013,Број,VISEGRAD,Оба пола,60-64,911
2013,Број,VISEGRAD,M,60-64,414
2013,Број,VISEGRAD,Ж,60-64,497
2013,Број,VLASENICA,Оба пола,60-64,794
2013,Број,VLASENICA,M,60-64,362
2013,Број,VLASENICA,Ж,60-64,432
2013,Број,VUKOSAVLJE,Оба пола,60-64,257
2013,Број,VUKOSAVLJE,M,60-64,115
2013,Број,VUKOSAVLJE,Ж,60-64,142
2013,Број,GACKO,Оба пола,60-64,573
2013,Број,GACKO,M,60-64,288
2013,Број,GACKO,Ж,60-64,285
2013,Број,GRAD GRADISKA,Оба пола,60-64,4123
2013,Број,GRAD GRADISKA,M,60-64,2043
2013,Број,GRAD GRADISKA,Ж,60-64,2080
2013,Број,GRAD DERVENTA,Оба пола,60-64,1904
2013,Број,GRAD DERVENTA,M,60-64,920
2013,Број,GRAD DERVENTA,Ж,60-64,984
2013,Број,GRAD DOBOJ,Оба пола,60-64,4652
2013,Број,GRAD DOBOJ,M,60-64,2165
2013,Број,GRAD DOBOJ,Ж,60-64,2487
2013,Број,DONJI ZABAR,Оба пола,60-64,251
2013,Број,DONJI ZABAR,M,60-64,127
2013,Број,DONJI ZABAR,Ж,60-64,124
2013,Број,GRAD ZVORNIK,Оба пола,60-64,3660
2013,Број,GRAD ZVORNIK,M,60-64,1757
2013,Број,GRAD ZVORNIK,Ж,60-64,1903
2013,Број,ISTOCNI DRVAR,Оба пола,60-64,13
2013,Број,ISTOCNI DRVAR,M,60-64,9
2013,Број,ISTOCNI DRVAR,Ж,60-64,4
2013,Број,ISTOCNI MOSTAR,Оба пола,60-64,14
2013,Број,ISTOCNI MOSTAR,M,60-64,10
2013,Број,ISTOCNI MOSTAR,Ж,60-64,4
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,60-64,4521
2013,Број,GRAD ISTOCNO SARAJEVO,M,60-64,2115
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,60-64,2406
2013,Број,ISTOCNA ILIDZA,Оба пола,60-64,1136
2013,Број,ISTOCNA ILIDZA,M,60-64,531
2013,Број,ISTOCNA ILIDZA,Ж,60-64,605
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,60-64,700
2013,Број,ISTOCNO NOVO SARAJEVO,M,60-64,320
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,60-64,380
2013,Број,ISTOČNI STARI GRAD,Оба пола,60-64,112
2013,Број,ISTOČNI STARI GRAD,M,60-64,50
2013,Број,ISTOČNI STARI GRAD,Ж,60-64,62
2013,Број,PALE,Оба пола,60-64,1474
2013,Број,PALE,M,60-64,704
2013,Број,PALE,Ж,60-64,770
2013,Број,SOKOLAC,Оба пола,60-64,936
2013,Број,SOKOLAC,M,60-64,438
2013,Број,SOKOLAC,Ж,60-64,498
2013,Број,TRNOVO,Оба пола,60-64,163
2013,Број,TRNOVO,M,60-64,72
2013,Број,TRNOVO,Ж,60-64,91
2013,Број,JEZERO,Оба пола,60-64,67
2013,Број,JEZERO,M,60-64,34
2013,Број,JEZERO,Ж,60-64,33
2013,Број,KALINOVIK,Оба пола,60-64,155
2013,Број,KALINOVIK,M,60-64,79
2013,Број,KALINOVIK,Ж,60-64,76
2013,Број,KNEZEVO,Оба пола,60-64,725
2013,Број,KNEZEVO,M,60-64,332
2013,Број,KNEZEVO,Ж,60-64,393
2013,Број,KOSTAJNICA,Оба пола,60-64,404
2013,Број,KOSTAJNICA,M,60-64,204
2013,Број,KOSTAJNICA,Ж,60-64,200
2013,Број,KOTOR VAROS,Оба пола,60-64,1140
2013,Број,KOTOR VAROS,M,60-64,540
2013,Број,KOTOR VAROS,Ж,60-64,600
2013,Број,KOZARSKA DUBICA,Оба пола,60-64,1551
2013,Број,KOZARSKA DUBICA,M,60-64,761
2013,Број,KOZARSKA DUBICA,Ж,60-64,790
2013,Број,KRUPA NA UNI,Оба пола,60-64,101
2013,Број,KRUPA NA UNI,M,60-64,53
2013,Број,KRUPA NA UNI,Ж,60-64,48
2013,Број,KUPRES,Оба пола,60-64,13
2013,Број,KUPRES,M,60-64,5
2013,Број,KUPRES,Ж,60-64,8
2013,Број,LAKTASI,Оба пола,60-64,2380
2013,Број,LAKTASI,M,60-64,1145
2013,Број,LAKTASI,Ж,60-64,1235
2013,Број,LOPARE,Оба пола,60-64,1090
2013,Број,LOPARE,M,60-64,552
2013,Број,LOPARE,Ж,60-64,538
2013,Број,LJUBINJE,Оба пола,60-64,241
2013,Број,LJUBINJE,M,60-64,119
2013,Број,LJUBINJE,Ж,60-64,122
2013,Број,MILICI,Оба пола,60-64,776
2013,Број,MILICI,M,60-64,373
2013,Број,MILICI,Ж,60-64,403
2013,Број,MODRICA,Оба пола,60-64,1818
2013,Број,MODRICA,M,60-64,874
2013,Број,MODRICA,Ж,60-64,944
2013,Број,MRKONJIC GRAD,Оба пола,60-64,1330
2013,Број,MRKONJIC GRAD,M,60-64,654
2013,Број,MRKONJIC GRAD,Ж,60-64,676
2013,Број,NEVESINJE,Оба пола,60-64,885
2013,Број,NEVESINJE,M,60-64,404
2013,Број,NEVESINJE,Ж,60-64,481
2013,Број,NOVI GRAD,Оба пола,60-64,1829
2013,Број,NOVI GRAD,M,60-64,903
2013,Број,NOVI GRAD,Ж,60-64,926
2013,Број,NOVO GORAZDE,Оба пола,60-64,274
2013,Број,NOVO GORAZDE,M,60-64,141
2013,Број,NOVO GORAZDE,Ж,60-64,133
2013,Број,OSMACI,Оба пола,60-64,365
2013,Број,OSMACI,M,60-64,172
2013,Број,OSMACI,Ж,60-64,193
2013,Број,OSTRA LUKA,Оба пола,60-64,197
2013,Број,OSTRA LUKA,M,60-64,109
2013,Број,OSTRA LUKA,Ж,60-64,88
2013,Број,PELAGICEVO,Оба пола,60-64,364
2013,Број,PELAGICEVO,M,60-64,179
2013,Број,PELAGICEVO,Ж,60-64,185
2013,Број,PETROVAC,Оба пола,60-64,25
2013,Број,PETROVAC,M,60-64,10
2013,Број,PETROVAC,Ж,60-64,15
2013,Број,PETROVO,Оба пола,60-64,484
2013,Број,PETROVO,M,60-64,231
2013,Број,PETROVO,Ж,60-64,253
2013,Број,GRAD PRIJEDOR,Оба пола,60-64,5849
2013,Број,GRAD PRIJEDOR,M,60-64,2730
2013,Број,GRAD PRIJEDOR,Ж,60-64,3119
2013,Број,PRNJAVOR,Оба пола,60-64,2532
2013,Број,PRNJAVOR,M,60-64,1207
2013,Број,PRNJAVOR,Ж,60-64,1325
2013,Број,RIBNIK,Оба пола,60-64,510
2013,Број,RIBNIK,M,60-64,237
2013,Број,RIBNIK,Ж,60-64,273
2013,Број,ROGATICA,Оба пола,60-64,831
2013,Број,ROGATICA,M,60-64,397
2013,Број,ROGATICA,Ж,60-64,434
2013,Број,RUDO,Оба пола,60-64,630
2013,Број,RUDO,M,60-64,320
2013,Број,RUDO,Ж,60-64,310
2013,Број,SRBAC,Оба пола,60-64,1291
2013,Број,SRBAC,M,60-64,629
2013,Број,SRBAC,Ж,60-64,662
2013,Број,SREBRENICA,Оба пола,60-64,883
2013,Број,SREBRENICA,M,60-64,382
2013,Број,SREBRENICA,Ж,60-64,501
2013,Број,STANARI,Оба пола,60-64,581
2013,Број,STANARI,M,60-64,283
2013,Број,STANARI,Ж,60-64,298
2013,Број,TESLIC,Оба пола,60-64,2736
2013,Број,TESLIC,M,60-64,1252
2013,Број,TESLIC,Ж,60-64,1484
2013,Број,GRAD TREBINJE,Оба пола,60-64,2058
2013,Број,GRAD TREBINJE,M,60-64,989
2013,Број,GRAD TREBINJE,Ж,60-64,1069
2013,Број,UGLJEVIK,Оба пола,60-64,968
2013,Број,UGLJEVIK,M,60-64,506
2013,Број,UGLJEVIK,Ж,60-64,462
2013,Број,FOCA,Оба пола,60-64,1265
2013,Број,FOCA,M,60-64,604
2013,Број,FOCA,Ж,60-64,661
2013,Број,HAN PIJESAK,Оба пола,60-64,271
2013,Број,HAN PIJESAK,M,60-64,127
2013,Број,HAN PIJESAK,Ж,60-64,144
2013,Број,CAJNICE,Оба пола,60-64,358
2013,Број,CAJNICE,M,60-64,178
2013,Број,CAJNICE,Ж,60-64,180
2013,Број,CELINAC,Оба пола,60-64,1004
2013,Број,CELINAC,M,60-64,496
2013,Број,CELINAC,Ж,60-64,508
2013,Број,SAMAC,Оба пола,60-64,1295
2013,Број,SAMAC,M,60-64,575
2013,Број,SAMAC,Ж,60-64,720
2013,Број,SEKOVICI,Оба пола,60-64,544
2013,Број,SEKOVICI,M,60-64,250
2013,Број,SEKOVICI,Ж,60-64,294
2013,Број,SIPOVO,Оба пола,60-64,747
2013,Број,SIPOVO,M,60-64,372
2013,Број,SIPOVO,Ж,60-64,375
2013,Број,REPUBLIKA SRPSKA,Оба пола,65-69,59309
2013,Број,REPUBLIKA SRPSKA,M,65-69,26840
2013,Број,REPUBLIKA SRPSKA,Ж,65-69,32469
2013,Број,GRAD BANJA LUKA,Оба пола,65-69,8766
2013,Број,GRAD BANJA LUKA,M,65-69,4054
2013,Број,GRAD BANJA LUKA,Ж,65-69,4712
2013,Број,BERKOVICI,Оба пола,65-69,125
2013,Број,BERKOVICI,M,65-69,55
2013,Број,BERKOVICI,Ж,65-69,70
2013,Број,GRAD BIJELJINA,Оба пола,65-69,5149
2013,Број,GRAD BIJELJINA,M,65-69,2381
2013,Број,GRAD BIJELJINA,Ж,65-69,2768
2013,Број,BILECA,Оба пола,65-69,523
2013,Број,BILECA,M,65-69,228
2013,Број,BILECA,Ж,65-69,295
2013,Број,BRATUNAC,Оба пола,65-69,764
2013,Број,BRATUNAC,M,65-69,326
2013,Број,BRATUNAC,Ж,65-69,438
2013,Број,BROD,Оба пола,65-69,849
2013,Број,BROD,M,65-69,376
2013,Број,BROD,Ж,65-69,473
2013,Број,VISEGRAD,Оба пола,65-69,582
2013,Број,VISEGRAD,M,65-69,263
2013,Број,VISEGRAD,Ж,65-69,319
2013,Број,VLASENICA,Оба пола,65-69,400
2013,Број,VLASENICA,M,65-69,181
2013,Број,VLASENICA,Ж,65-69,219
2013,Број,VUKOSAVLJE,Оба пола,65-69,230
2013,Број,VUKOSAVLJE,M,65-69,89
2013,Број,VUKOSAVLJE,Ж,65-69,141
2013,Број,GACKO,Оба пола,65-69,341
2013,Број,GACKO,M,65-69,155
2013,Број,GACKO,Ж,65-69,186
2013,Број,GRAD GRADISKA,Оба пола,65-69,2722
2013,Број,GRAD GRADISKA,M,65-69,1257
2013,Број,GRAD GRADISKA,Ж,65-69,1465
2013,Број,GRAD DERVENTA,Оба пола,65-69,1502
2013,Број,GRAD DERVENTA,M,65-69,670
2013,Број,GRAD DERVENTA,Ж,65-69,832
2013,Број,GRAD DOBOJ,Оба пола,65-69,3262
2013,Број,GRAD DOBOJ,M,65-69,1478
2013,Број,GRAD DOBOJ,Ж,65-69,1784
2013,Број,DONJI ZABAR,Оба пола,65-69,210
2013,Број,DONJI ZABAR,M,65-69,90
2013,Број,DONJI ZABAR,Ж,65-69,120
2013,Број,GRAD ZVORNIK,Оба пола,65-69,2353
2013,Број,GRAD ZVORNIK,M,65-69,1061
2013,Број,GRAD ZVORNIK,Ж,65-69,1292
2013,Број,ISTOCNI DRVAR,Оба пола,65-69,2
2013,Број,ISTOCNI DRVAR,M,65-69,1
2013,Број,ISTOCNI DRVAR,Ж,65-69,1
2013,Број,ISTOCNI MOSTAR,Оба пола,65-69,13
2013,Број,ISTOCNI MOSTAR,M,65-69,5
2013,Број,ISTOCNI MOSTAR,Ж,65-69,8
2013,Број,GRAD ISTOCNO SARAJEVO,Оба пола,65-69,2807
2013,Број,GRAD ISTOCNO SARAJEVO,M,65-69,1178
2013,Број,GRAD ISTOCNO SARAJEVO,Ж,65-69,1629
2013,Број,ISTOCNA ILIDZA,Оба пола,65-69,686
2013,Број,ISTOCNA ILIDZA,M,65-69,285
2013,Број,ISTOCNA ILIDZA,Ж,65-69,401
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,65-69,487
2013,Број,ISTOCNO NOVO SARAJEVO,M,65-69,205
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,65-69,282
2013,Број,ISTOČNI STARI GRAD,Оба пола,65-69,77
2013,Број,ISTOČNI STARI GRAD,M,65-69,35
2013,Број,ISTOČNI STARI GRAD,Ж,65-69,42
2013,Број,PALE,Оба пола,65-69,882
2013,Број,PALE,M,65-69,366
2013,Број,PALE,Ж,65-69,516
2013,Број,SOKOLAC,Оба пола,65-69,559
2013,Број,SOKOLAC,M,65-69,247
2013,Број,SOKOLAC,Ж,65-69,312
2013,Број,TRNOVO,Оба пола,65-69,116
2013,Број,TRNOVO,M,65-69,40
2013,Број,TRNOVO,Ж,65-69,76
2013,Број,JEZERO,Оба пола,65-69,44
2013,Број,JEZERO,M,65-69,23
2013,Број,JEZERO,Ж,65-69,21
2013,Број,KALINOVIK,Оба пола,65-69,120
2013,Број,KALINOVIK,M,65-69,49
2013,Број,KALINOVIK,Ж,65-69,71
2013,Број,KNEZEVO,Оба пола,65-69,566
2013,Број,KNEZEVO,M,65-69,262
2013,Број,KNEZEVO,Ж,65-69,304
2013,Број,KOSTAJNICA,Оба пола,65-69,240
2013,Број,KOSTAJNICA,M,65-69,119
2013,Број,KOSTAJNICA,Ж,65-69,121
2013,Број,KOTOR VAROS,Оба пола,65-69,827
2013,Број,KOTOR VAROS,M,65-69,348
2013,Број,KOTOR VAROS,Ж,65-69,479
2013,Број,KOZARSKA DUBICA,Оба пола,65-69,865
2013,Број,KOZARSKA DUBICA,M,65-69,387
2013,Број,KOZARSKA DUBICA,Ж,65-69,478
2013,Број,KRUPA NA UNI,Оба пола,65-69,92
2013,Број,KRUPA NA UNI,M,65-69,53
2013,Број,KRUPA NA UNI,Ж,65-69,39
2013,Број,KUPRES,Оба пола,65-69,31
2013,Број,KUPRES,M,65-69,14
2013,Број,KUPRES,Ж,65-69,17
2013,Број,LAKTASI,Оба пола,65-69,1624
2013,Број,LAKTASI,M,65-69,799
2013,Број,LAKTASI,Ж,65-69,825
2013,Број,LOPARE,Оба пола,65-69,751
2013,Број,LOPARE,M,65-69,360
2013,Број,LOPARE,Ж,65-69,391
2013,Број,LJUBINJE,Оба пола,65-69,138
2013,Број,LJUBINJE,M,65-69,58
2013,Број,LJUBINJE,Ж,65-69,80
2013,Број,MILICI,Оба пола,65-69,365
2013,Број,MILICI,M,65-69,166
2013,Број,MILICI,Ж,65-69,199
2013,Број,MODRICA,Оба пола,65-69,1426
2013,Број,MODRICA,M,65-69,658
2013,Број,MODRICA,Ж,65-69,768
2013,Број,MRKONJIC GRAD,Оба пола,65-69,974
2013,Број,MRKONJIC GRAD,M,65-69,435
2013,Број,MRKONJIC GRAD,Ж,65-69,539
2013,Број,NEVESINJE,Оба пола,65-69,617
2013,Број,NEVESINJE,M,65-69,243
2013,Број,NEVESINJE,Ж,65-69,374
2013,Број,NOVI GRAD,Оба пола,65-69,1251
2013,Број,NOVI GRAD,M,65-69,552
2013,Број,NOVI GRAD,Ж,65-69,699
2013,Број,NOVO GORAZDE,Оба пола,65-69,147
2013,Број,NOVO GORAZDE,M,65-69,79
2013,Број,NOVO GORAZDE,Ж,65-69,68
2013,Број,OSMACI,Оба пола,65-69,242
2013,Број,OSMACI,M,65-69,116
2013,Број,OSMACI,Ж,65-69,126
2013,Број,OSTRA LUKA,Оба пола,65-69,137
2013,Број,OSTRA LUKA,M,65-69,57
2013,Број,OSTRA LUKA,Ж,65-69,80
2013,Број,PELAGICEVO,Оба пола,65-69,344
2013,Број,PELAGICEVO,M,65-69,158
2013,Број,PELAGICEVO,Ж,65-69,186
2013,Број,PETROVAC,Оба пола,65-69,20
2013,Број,PETROVAC,M,65-69,7
2013,Број,PETROVAC,Ж,65-69,13
2013,Број,PETROVO,Оба пола,65-69,362
2013,Број,PETROVO,M,65-69,142
2013,Број,PETROVO,Ж,65-69,220
2013,Број,GRAD PRIJEDOR,Оба пола,65-69,4026
2013,Број,GRAD PRIJEDOR,M,65-69,1866
2013,Број,GRAD PRIJEDOR,Ж,65-69,2160
2013,Број,PRNJAVOR,Оба пола,65-69,2103
2013,Број,PRNJAVOR,M,65-69,952
2013,Број,PRNJAVOR,Ж,65-69,1151
2013,Број,RIBNIK,Оба пола,65-69,400
2013,Број,RIBNIK,M,65-69,178
2013,Број,RIBNIK,Ж,65-69,222
2013,Број,ROGATICA,Оба пола,65-69,482
2013,Број,ROGATICA,M,65-69,209
2013,Број,ROGATICA,Ж,65-69,273
2013,Број,RUDO,Оба пола,65-69,473
2013,Број,RUDO,M,65-69,221
2013,Број,RUDO,Ж,65-69,252
2013,Број,SRBAC,Оба пола,65-69,992
2013,Број,SRBAC,M,65-69,474
2013,Број,SRBAC,Ж,65-69,518
2013,Број,SREBRENICA,Оба пола,65-69,538
2013,Број,SREBRENICA,M,65-69,210
2013,Број,SREBRENICA,Ж,65-69,328
2013,Број,STANARI,Оба пола,65-69,468
2013,Број,STANARI,M,65-69,212
2013,Број,STANARI,Ж,65-69,256
2013,Број,TESLIC,Оба пола,65-69,2067
2013,Број,TESLIC,M,65-69,885
2013,Број,TESLIC,Ж,65-69,1182
2013,Број,GRAD TREBINJE,Оба пола,65-69,1302
2013,Број,GRAD TREBINJE,M,65-69,573
2013,Број,GRAD TREBINJE,Ж,65-69,729
2013,Број,UGLJEVIK,Оба пола,65-69,683
2013,Број,UGLJEVIK,M,65-69,342
2013,Број,UGLJEVIK,Ж,65-69,341
2013,Број,FOCA,Оба пола,65-69,900
2013,Број,FOCA,M,65-69,395
2013,Број,FOCA,Ж,65-69,505
2013,Број,HAN PIJESAK,Оба пола,65-69,186
2013,Број,HAN PIJESAK,M,65-69,70
2013,Број,HAN PIJESAK,Ж,65-69,116
2013,Број,CAJNICE,Оба пола,65-69,266
2013,Број,CAJNICE,M,65-69,114
2013,Број,CAJNICE,Ж,65-69,152
2013,Број,CELINAC,Оба пола,65-69,708
2013,Број,CELINAC,M,65-69,320
2013,Број,CELINAC,Ж,65-69,388
2013,Број,SAMAC,Оба пола,65-69,1034
2013,Број,SAMAC,M,65-69,479
2013,Број,SAMAC,Ж,65-69,555
2013,Број,SEKOVICI,Оба пола,65-69,390
2013,Број,SEKOVICI,M,65-69,180
2013,Број,SEKOVICI,Ж,65-69,210
2013,Број,SIPOVO,Оба пола,65-69,508
2013,Број,SIPOVO,M,65-69,227
2013,Број,SIPOVO,Ж,65-69,281
2013,Број,REPUBLIKA SRPSKA,Оба пола,70-74,56085
2013,Број,REPUBLIKA SRPSKA,M,70-74,24039
2013,Број,REPUBLIKA SRPSKA,Ж,70-74,32046
2013,Број,GRAD BANJA LUKA,Оба пола,70-74,7373
2013,Број,GRAD BANJA LUKA,M,70-74,3164
2013,Број,GRAD BANJA LUKA,Ж,70-74,4209
2013,Број,BERKOVICI,Оба пола,70-74,148
2013,Број,BERKOVICI,M,70-74,61
2013,Број,BERKOVICI,Ж,70-74,87
2013,Број,GRAD BIJELJINA,Оба пола,70-74,4798
2013,Број,GRAD BIJELJINA,M,70-74,2069
2013,Број,GRAD BIJELJINA,Ж,70-74,2729
2013,Број,BILECA,Оба пола,70-74,537
2013,Број,BILECA,M,70-74,236
2013,Број,BILECA,Ж,70-74,301
2013,Број,BRATUNAC,Оба пола,70-74,640
2013,Број,BRATUNAC,M,70-74,248
2013,Број,BRATUNAC,Ж,70-74,392
2013,Број,BROD,Оба пола,70-74,774
2013,Број,BROD,M,70-74,327
2013,Број,BROD,Ж,70-74,447
2013,Број,VISEGRAD,Оба пола,70-74,578
2013,Број,VISEGRAD,M,70-74,233
2013,Број,VISEGRAD,Ж,70-74,345
2013,Број,VLASENICA,Оба пола,70-74,355
2013,Број,VLASENICA,M,70-74,138
2013,Број,VLASENICA,Ж,70-74,217
2013,Број,VUKOSAVLJE,Оба пола,70-74,234
2013,Број,VUKOSAVLJE,M,70-74,113
2013,Број,VUKOSAVLJE,Ж,70-74,121
2013,Број,GACKO,Оба пола,70-74,388
2013,Број,GACKO,M,70-74,166
2013,Број,GACKO,Ж,70-74,222
2013,Број,GRAD GRADISKA,Оба пола,70-74,2390
2013,Број,GRAD GRADISKA,M,70-74,1065
2013,Број,GRAD GRADISKA,Ж,70-74,1325
2013,Број,GRAD DERVENTA,Оба пола,70-74,1414
2013,Број,GRAD DERVENTA,M,70-74,614
2013,Број,GRAD DERVENTA,Ж,70-74,800
2013,Број,GRAD DOBOJ,Оба пола,70-74,3146
