Year,UNIT_MEASURE,Administrativno područje,Pol,Education,Value
2013,Broj,Milići,M,elementary_education,1038
2013,Broj,Milići,Ž,elementary_education,1349
2013,Broj,Modriča,Oba pola,elementary_education,5255
2013,Broj,Modriča,M,elementary_education,2469
2013,Broj,Modriča,Ž,elementary_education,2786
2013,Broj,Mrkonjić Grad,Oba pola,elementary_education,2720
2013,Broj,Mrkonjić Grad,M,elementary_education,1373
2013,Broj,Mrkonjić Grad,Ž,elementary_education,1347
2013,Broj,Nevesinje,Oba pola,elementary_education,2193
2013,Broj,Nevesinje,M,elementary_education,961
2013,Broj,Nevesinje,Ž,elementary_education,1232
2013,Broj,Novi Grad,Oba pola,elementary_education,5660
2013,Broj,Novi Grad,M,elementary_education,2691
2013,Broj,Novi Grad,Ž,elementary_education,2969
2013,Broj,Novo Goražde,Oba pola,elementary_education,612
2013,Broj,Novo Goražde,M,elementary_education,229
2013,Broj,Novo Goražde,Ž,elementary_education,383
2013,Broj,Osmaci,Oba pola,elementary_education,1146
2013,Broj,Osmaci,M,elementary_education,495
2013,Broj,Osmaci,Ž,elementary_education,651
2013,Broj,Oštra Luka,Oba pola,elementary_education,648
2013,Broj,Oštra Luka,M,elementary_education,348
2013,Broj,Oštra Luka,Ž,elementary_education,300
2013,Broj,Pale,Oba pola,elementary_education,2570
2013,Broj,Pale,M,elementary_education,935
2013,Broj,Pale,Ž,elementary_education,1635
2013,Broj,Pelagićevo,Oba pola,elementary_education,1081
2013,Broj,Pelagićevo,M,elementary_education,586
2013,Broj,Pelagićevo,Ž,elementary_education,495
2013,Broj,Petrovac,Oba pola,elementary_education,57
2013,Broj,Petrovac,M,elementary_education,23
2013,Broj,Petrovac,Ž,elementary_education,34
2013,Broj,Petrovo,Oba pola,elementary_education,1114
2013,Broj,Petrovo,M,elementary_education,464
2013,Broj,Petrovo,Ž,elementary_education,650
2013,Broj,Grad Prijedor,Oba pola,elementary_education,15121
2013,Broj,Grad Prijedor,M,elementary_education,6682
2013,Broj,Grad Prijedor,Ž,elementary_education,8439
2013,Broj,Prnjavor,Oba pola,elementary_education,7504
2013,Broj,Prnjavor,M,elementary_education,3697
2013,Broj,Prnjavor,Ž,elementary_education,3807
2013,Broj,Ribnik,Oba pola,elementary_education,1275
2013,Broj,Ribnik,M,elementary_education,651
2013,Broj,Ribnik,Ž,elementary_education,624
2013,Broj,Rogatica,Oba pola,elementary_education,1761
2013,Broj,Rogatica,M,elementary_education,717
2013,Broj,Rogatica,Ž,elementary_education,1044
2013,Broj,Rudo,Oba pola,elementary_education,1332
2013,Broj,Rudo,M,elementary_education,514
2013,Broj,Rudo,Ž,elementary_education,818
2013,Broj,Sokolac,Oba pola,elementary_education,1790
2013,Broj,Sokolac,M,elementary_education,720
2013,Broj,Sokolac,Ž,elementary_education,1070
2013,Broj,Srbac,Oba pola,elementary_education,3740
2013,Broj,Srbac,M,elementary_education,1843
2013,Broj,Srbac,Ž,elementary_education,1897
2013,Broj,Srebrenica,Oba pola,elementary_education,2494
2013,Broj,Srebrenica,M,elementary_education,1115
2013,Broj,Srebrenica,Ž,elementary_education,1379
2013,Broj,Teslić,Oba pola,elementary_education,7412
2013,Broj,Teslić,M,elementary_education,3540
2013,Broj,Teslić,Ž,elementary_education,3872
2013,Broj,Grad Trebinje,Oba pola,elementary_education,3757
2013,Broj,Grad Trebinje,M,elementary_education,1267
2013,Broj,Grad Trebinje,Ž,elementary_education,2490
2013,Broj,Trnovo,Oba pola,elementary_education,342
2013,Broj,Trnovo,M,elementary_education,106
2013,Broj,Trnovo,Ž,elementary_education,236
2013,Broj,Ugljevik,Oba pola,elementary_education,2942
2013,Broj,Ugljevik,M,elementary_education,1398
2013,Broj,Ugljevik,Ž,elementary_education,1544
2013,Broj,Foča,Oba pola,elementary_education,2975
2013,Broj,Foča,M,elementary_education,1305
2013,Broj,Foča,Ž,elementary_education,1670
2013,Broj,Han Pijesak,Oba pola,elementary_education,686
2013,Broj,Han Pijesak,M,elementary_education,275
2013,Broj,Han Pijesak,Ž,elementary_education,411
2013,Broj,Čajniče,Oba pola,elementary_education,981
2013,Broj,Čajniče,M,elementary_education,436
2013,Broj,Čajniče,Ž,elementary_education,545
2013,Broj,Čelinac,Oba pola,elementary_education,3312
2013,Broj,Čelinac,M,elementary_education,1626
2013,Broj,Čelinac,Ž,elementary_education,1686
2013,Broj,Šamac,Oba pola,elementary_education,3511
2013,Broj,Šamac,M,elementary_education,1521
2013,Broj,Šamac,Ž,elementary_education,1990
2013,Broj,Šekovići,Oba pola,elementary_education,1397
2013,Broj,Šekovići,M,elementary_education,610
2013,Broj,Šekovići,Ž,elementary_education,787
2013,Broj,Šipovo,Oba pola,elementary_education,1848
2013,Broj,Šipovo,M,elementary_education,882
2013,Broj,Šipovo,Ž,elementary_education,966
2013,Broj,Republika Srpska,Oba pola,secondary_education,508414
2013,Broj,Republika Srpska,M,secondary_education,280747
2013,Broj,Republika Srpska,Ž,secondary_education,227667
2013,Broj,Grad Banja Luka,Oba pola,secondary_education,83044
2013,Broj,Grad Banja Luka,M,secondary_education,42327
2013,Broj,Grad Banja Luka,Ž,secondary_education,40717
2013,Broj,Berkovići,Oba pola,secondary_education,771
2013,Broj,Berkovići,M,secondary_education,446
2013,Broj,Berkovići,Ž,secondary_education,325
2013,Broj,Grad Bijeljina,Oba pola,secondary_education,43231
2013,Broj,Grad Bijeljina,M,secondary_education,23560
2013,Broj,Grad Bijeljina,Ž,secondary_education,19671
2013,Broj,Bileća,Oba pola,secondary_education,4799
2013,Broj,Bileća,M,secondary_education,2692
2013,Broj,Bileća,Ž,secondary_education,2107
2013,Broj,Bratunac,Oba pola,secondary_education,7868
2013,Broj,Bratunac,M,secondary_education,4649
2013,Broj,Bratunac,Ž,secondary_education,3219
2013,Broj,Brod,Oba pola,secondary_education,7331
2013,Broj,Brod,M,secondary_education,4080
2013,Broj,Brod,Ž,secondary_education,3251
2013,Broj,Višegrad,Oba pola,secondary_education,4635
2013,Broj,Višegrad,M,secondary_education,2672
2013,Broj,Višegrad,Ž,secondary_education,1963
2013,Broj,Vlasenica,Oba pola,secondary_education,4607
2013,Broj,Vlasenica,M,secondary_education,2596
2013,Broj,Vlasenica,Ž,secondary_education,2011
2013,Broj,Vukosavlje,Oba pola,secondary_education,1504
2013,Broj,Vukosavlje,M,secondary_education,919
2013,Broj,Vukosavlje,Ž,secondary_education,585
2013,Broj,Gacko,Oba pola,secondary_education,3801
2013,Broj,Gacko,M,secondary_education,2151
2013,Broj,Gacko,Ž,secondary_education,1650
2013,Broj,Grad Gradiška,Oba pola,secondary_education,21633
2013,Broj,Grad Gradiška,M,secondary_education,11815
2013,Broj,Grad Gradiška,Ž,secondary_education,9818
2013,Broj,Grad Derventa,Oba pola,secondary_education,10884
2013,Broj,Grad Derventa,M,secondary_education,6033
2013,Broj,Grad Derventa,Ž,secondary_education,4851
2013,Broj,Grad Doboj,Oba pola,secondary_education,29051
2013,Broj,Grad Doboj,M,secondary_education,16192
2013,Broj,Grad Doboj,Ž,secondary_education,12859
2013,Broj,Donji Žabar,Oba pola,secondary_education,1261
2013,Broj,Donji Žabar,M,secondary_education,739
2013,Broj,Donji Žabar,Ž,secondary_education,522
2013,Broj,Grad Zvornik,Oba pola,secondary_education,21815
2013,Broj,Grad Zvornik,M,secondary_education,12776
2013,Broj,Grad Zvornik,Ž,secondary_education,9039
2013,Broj,Istočna Ilidža,Oba pola,secondary_education,7474
2013,Broj,Istočna Ilidža,M,secondary_education,4082
2013,Broj,Istočna Ilidža,Ž,secondary_education,3392
2013,Broj,Istočni Drvar,Oba pola,secondary_education,29
2013,Broj,Istočni Drvar,M,secondary_education,24
2013,Broj,Istočni Drvar,Ž,secondary_education,5
2013,Broj,Istočni Mostar,Oba pola,secondary_education,99
2013,Broj,Istočni Mostar,M,secondary_education,65
2013,Broj,Istočni Mostar,Ž,secondary_education,34
2013,Broj,Istočni Stari Grad,Oba pola,secondary_education,548
2013,Broj,Istočni Stari Grad,M,secondary_education,329
2013,Broj,Istočni Stari Grad,Ž,secondary_education,219
2013,Broj,Istočno Novo Sarajevo,Oba pola,secondary_education,5073
2013,Broj,Istočno Novo Sarajevo,M,secondary_education,2656
2013,Broj,Istočno Novo Sarajevo,Ž,secondary_education,2417
2013,Broj,Jezero,Oba pola,secondary_education,435
2013,Broj,Jezero,M,secondary_education,273
2013,Broj,Jezero,Ž,secondary_education,162
2013,Broj,Kalinovik,Oba pola,secondary_education,881
2013,Broj,Kalinovik,M,secondary_education,551
2013,Broj,Kalinovik,Ž,secondary_education,330
2013,Broj,Kneževo,Oba pola,secondary_education,3485
2013,Broj,Kneževo,M,secondary_education,2026
2013,Broj,Kneževo,Ž,secondary_education,1459
2013,Broj,Kozarska Dubica,Oba pola,secondary_education,9698
2013,Broj,Kozarska Dubica,M,secondary_education,5259
2013,Broj,Kozarska Dubica,Ž,secondary_education,4439
2013,Broj,Kostajnica,Oba pola,secondary_education,2798
2013,Broj,Kostajnica,M,secondary_education,1545
2013,Broj,Kostajnica,Ž,secondary_education,1253
2013,Broj,Kotor Varoš,Oba pola,secondary_education,7807
2013,Broj,Kotor Varoš,M,secondary_education,4380
2013,Broj,Kotor Varoš,Ž,secondary_education,3427
2013,Broj,Krupa Na Uni,Oba pola,secondary_education,355
2013,Broj,Krupa Na Uni,M,secondary_education,236
2013,Broj,Krupa Na Uni,Ž,secondary_education,119
2013,Broj,Kupres,Oba pola,secondary_education,84
2013,Broj,Kupres,M,secondary_education,59
2013,Broj,Kupres,Ž,secondary_education,25
2013,Broj,Laktaši,Oba pola,secondary_education,15658
2013,Broj,Laktaši,M,secondary_education,8480
2013,Broj,Laktaši,Ž,secondary_education,7178
2013,Broj,Lopare,Oba pola,secondary_education,5477
2013,Broj,Lopare,M,secondary_education,3169
2013,Broj,Lopare,Ž,secondary_education,2308
2013,Broj,Ljubinje,Oba pola,secondary_education,1432
2013,Broj,Ljubinje,M,secondary_education,800
2013,Broj,Ljubinje,Ž,secondary_education,632
2013,Broj,Milići,Oba pola,secondary_education,4441
2013,Broj,Milići,M,secondary_education,2743
2013,Broj,Milići,Ž,secondary_education,1698
2013,Broj,Modriča,Oba pola,secondary_education,9850
2013,Broj,Modriča,M,secondary_education,5470
2013,Broj,Modriča,Ž,secondary_education,4380
2013,Broj,Mrkonjić Grad,Oba pola,secondary_education,6479
2013,Broj,Mrkonjić Grad,M,secondary_education,3500
2013,Broj,Mrkonjić Grad,Ž,secondary_education,2979
2013,Broj,Nevesinje,Oba pola,secondary_education,5592
2013,Broj,Nevesinje,M,secondary_education,3261
2013,Broj,Nevesinje,Ž,secondary_education,2331
2013,Broj,Novi Grad,Oba pola,secondary_education,11197
2013,Broj,Novi Grad,M,secondary_education,6273
2013,Broj,Novi Grad,Ž,secondary_education,4924
2013,Broj,Novo Goražde,Oba pola,secondary_education,1533
2013,Broj,Novo Goražde,M,secondary_education,952
2013,Broj,Novo Goražde,Ž,secondary_education,581
2013,Broj,Osmaci,Oba pola,secondary_education,2300
2013,Broj,Osmaci,M,secondary_education,1406
2013,Broj,Osmaci,Ž,secondary_education,894
2013,Broj,Oštra Luka,Oba pola,secondary_education,954
2013,Broj,Oštra Luka,M,secondary_education,578
2013,Broj,Oštra Luka,Ž,secondary_education,376
2013,Broj,Pale,Oba pola,secondary_education,10069
2013,Broj,Pale,M,secondary_education,5373
2013,Broj,Pale,Ž,secondary_education,4696
2013,Broj,Pelagićevo,Oba pola,secondary_education,1264
2013,Broj,Pelagićevo,M,secondary_education,726
2013,Broj,Pelagićevo,Ž,secondary_education,538
2013,Broj,Petrovac,Oba pola,secondary_education,169
2013,Broj,Petrovac,M,secondary_education,96
2013,Broj,Petrovac,Ž,secondary_education,73
2013,Broj,Petrovo,Oba pola,secondary_education,2821
2013,Broj,Petrovo,M,secondary_education,1664
2013,Broj,Petrovo,Ž,secondary_education,1157
2013,Broj,Grad Prijedor,Oba pola,secondary_education,37714
2013,Broj,Grad Prijedor,M,secondary_education,20808
2013,Broj,Grad Prijedor,Ž,secondary_education,16906
2013,Broj,Prnjavor,Oba pola,secondary_education,12669
2013,Broj,Prnjavor,M,secondary_education,7015
2013,Broj,Prnjavor,Ž,secondary_education,5654
2013,Broj,Ribnik,Oba pola,secondary_education,2154
2013,Broj,Ribnik,M,secondary_education,1291
2013,Broj,Ribnik,Ž,secondary_education,863
2013,Broj,Rogatica,Oba pola,secondary_education,4652
2013,Broj,Rogatica,M,secondary_education,2694
2013,Broj,Rogatica,Ž,secondary_education,1958
2013,Broj,Rudo,Oba pola,secondary_education,3609
2013,Broj,Rudo,M,secondary_education,2200
2013,Broj,Rudo,Ž,secondary_education,1409
2013,Broj,Sokolac,Oba pola,secondary_education,5543
2013,Broj,Sokolac,M,secondary_education,3105
2013,Broj,Sokolac,Ž,secondary_education,2438
2013,Broj,Srbac,Oba pola,secondary_education,6472
2013,Broj,Srbac,M,secondary_education,3466
2013,Broj,Srbac,Ž,secondary_education,3006
2013,Broj,Srebrenica,Oba pola,secondary_education,4716
2013,Broj,Srebrenica,M,secondary_education,2832
2013,Broj,Srebrenica,Ž,secondary_education,1884
2013,Broj,Teslić,Oba pola,secondary_education,14063
2013,Broj,Teslić,M,secondary_education,8090
2013,Broj,Teslić,Ž,secondary_education,5973
2013,Broj,Grad Trebinje,Oba pola,secondary_education,13551
2013,Broj,Grad Trebinje,M,secondary_education,7183
2013,Broj,Grad Trebinje,Ž,secondary_education,6368
2013,Broj,Trnovo,Oba pola,secondary_education,942
2013,Broj,Trnovo,M,secondary_education,576
2013,Broj,Trnovo,Ž,secondary_education,366
2013,Broj,Ugljevik,Oba pola,secondary_education,6085
2013,Broj,Ugljevik,M,secondary_education,3558
2013,Broj,Ugljevik,Ž,secondary_education,2527
2013,Broj,Foča,Oba pola,secondary_education,8378
2013,Broj,Foča,M,secondary_education,4841
2013,Broj,Foča,Ž,secondary_education,3537
2013,Broj,Han Pijesak,Oba pola,secondary_education,1514
2013,Broj,Han Pijesak,M,secondary_education,846
2013,Broj,Han Pijesak,Ž,secondary_education,668
2013,Broj,Čajniče,Oba pola,secondary_education,1993
2013,Broj,Čajniče,M,secondary_education,1187
2013,Broj,Čajniče,Ž,secondary_education,806
2013,Broj,Čelinac,Oba pola,secondary_education,6411
2013,Broj,Čelinac,M,secondary_education,3550
2013,Broj,Čelinac,Ž,secondary_education,2861
2013,Broj,Šamac,Oba pola,secondary_education,6680
2013,Broj,Šamac,M,secondary_education,3735
2013,Broj,Šamac,Ž,secondary_education,2945
2013,Broj,Šekovići,Oba pola,secondary_education,2601
2013,Broj,Šekovići,M,secondary_education,1563
2013,Broj,Šekovići,Ž,secondary_education,1038
2013,Broj,Šipovo,Oba pola,secondary_education,4430
2013,Broj,Šipovo,M,secondary_education,2584
2013,Broj,Šipovo,Ž,secondary_education,1846
2013,Broj,Republika Srpska,Oba pola,secondary_specialization,7618
2013,Broj,Republika Srpska,M,secondary_specialization,6324
2013,Broj,Republika Srpska,Ž,secondary_specialization,1294
2013,Broj,Grad Banja Luka,Oba pola,secondary_specialization,1552
2013,Broj,Grad Banja Luka,M,secondary_specialization,1261
2013,Broj,Grad Banja Luka,Ž,secondary_specialization,291
2013,Broj,Berkovići,Oba pola,secondary_specialization,11
2013,Broj,Berkovići,M,secondary_specialization,11
2013,Broj,Berkovići,Ž,secondary_specialization,0
2013,Broj,Grad Bijeljina,Oba pola,secondary_specialization,564
2013,Broj,Grad Bijeljina,M,secondary_specialization,485
2013,Broj,Grad Bijeljina,Ž,secondary_specialization,79
2013,Broj,Bileća,Oba pola,secondary_specialization,68
2013,Broj,Bileća,M,secondary_specialization,56
2013,Broj,Bileća,Ž,secondary_specialization,12
2013,Broj,Bratunac,Oba pola,secondary_specialization,77
2013,Broj,Bratunac,M,secondary_specialization,61
2013,Broj,Bratunac,Ž,secondary_specialization,16
2013,Broj,Brod,Oba pola,secondary_specialization,187
2013,Broj,Brod,M,secondary_specialization,160
2013,Broj,Brod,Ž,secondary_specialization,27
2013,Broj,Višegrad,Oba pola,secondary_specialization,137
2013,Broj,Višegrad,M,secondary_specialization,120
2013,Broj,Višegrad,Ž,secondary_specialization,17
2013,Broj,Vlasenica,Oba pola,secondary_specialization,28
2013,Broj,Vlasenica,M,secondary_specialization,21
2013,Broj,Vlasenica,Ž,secondary_specialization,7
2013,Broj,Vukosavlje,Oba pola,secondary_specialization,14
2013,Broj,Vukosavlje,M,secondary_specialization,12
2013,Broj,Vukosavlje,Ž,secondary_specialization,2
2013,Broj,Gacko,Oba pola,secondary_specialization,269
2013,Broj,Gacko,M,secondary_specialization,249
2013,Broj,Gacko,Ž,secondary_specialization,20
2013,Broj,Grad Gradiška,Oba pola,secondary_specialization,192
2013,Broj,Grad Gradiška,M,secondary_specialization,142
2013,Broj,Grad Gradiška,Ž,secondary_specialization,50
2013,Broj,Grad Derventa,Oba pola,secondary_specialization,120
2013,Broj,Grad Derventa,M,secondary_specialization,94
2013,Broj,Grad Derventa,Ž,secondary_specialization,26
2013,Broj,Grad Doboj,Oba pola,secondary_specialization,507
2013,Broj,Grad Doboj,M,secondary_specialization,448
2013,Broj,Grad Doboj,Ž,secondary_specialization,59
2013,Broj,Donji Žabar,Oba pola,secondary_specialization,10
2013,Broj,Donji Žabar,M,secondary_specialization,8
2013,Broj,Donji Žabar,Ž,secondary_specialization,2
2013,Broj,Grad Zvornik,Oba pola,secondary_specialization,277
2013,Broj,Grad Zvornik,M,secondary_specialization,244
2013,Broj,Grad Zvornik,Ž,secondary_specialization,33
2013,Broj,Istočna Ilidža,Oba pola,secondary_specialization,140
2013,Broj,Istočna Ilidža,M,secondary_specialization,123
2013,Broj,Istočna Ilidža,Ž,secondary_specialization,17
2013,Broj,Istočni Drvar,Oba pola,secondary_specialization,1
2013,Broj,Istočni Drvar,M,secondary_specialization,0
2013,Broj,Istočni Drvar,Ž,secondary_specialization,1
2013,Broj,Istočni Mostar,Oba pola,secondary_specialization,0
2013,Broj,Istočni Mostar,M,secondary_specialization,0
2013,Broj,Istočni Mostar,Ž,secondary_specialization,0
2013,Broj,Istočni Stari Grad,Oba pola,secondary_specialization,16
2013,Broj,Istočni Stari Grad,M,secondary_specialization,15
2013,Broj,Istočni Stari Grad,Ž,secondary_specialization,1
2013,Broj,Istočno Novo Sarajevo,Oba pola,secondary_specialization,81
2013,Broj,Istočno Novo Sarajevo,M,secondary_specialization,69
2013,Broj,Istočno Novo Sarajevo,Ž,secondary_specialization,12
2013,Broj,Jezero,Oba pola,secondary_specialization,1
2013,Broj,Jezero,M,secondary_specialization,1
2013,Broj,Jezero,Ž,secondary_specialization,0
2013,Broj,Kalinovik,Oba pola,secondary_specialization,16
2013,Broj,Kalinovik,M,secondary_specialization,13
2013,Broj,Kalinovik,Ž,secondary_specialization,3
2013,Broj,Kneževo,Oba pola,secondary_specialization,12
2013,Broj,Kneževo,M,secondary_specialization,11
2013,Broj,Kneževo,Ž,secondary_specialization,1
2013,Broj,Kozarska Dubica,Oba pola,secondary_specialization,91
2013,Broj,Kozarska Dubica,M,secondary_specialization,64
2013,Broj,Kozarska Dubica,Ž,secondary_specialization,27
2013,Broj,Kostajnica,Oba pola,secondary_specialization,23
2013,Broj,Kostajnica,M,secondary_specialization,18
2013,Broj,Kostajnica,Ž,secondary_specialization,5
2013,Broj,Kotor Varoš,Oba pola,secondary_specialization,74
2013,Broj,Kotor Varoš,M,secondary_specialization,52
2013,Broj,Kotor Varoš,Ž,secondary_specialization,22
2013,Broj,Krupa Na Uni,Oba pola,secondary_specialization,5
2013,Broj,Krupa Na Uni,M,secondary_specialization,3
2013,Broj,Krupa Na Uni,Ž,secondary_specialization,2
2013,Broj,Kupres,Oba pola,secondary_specialization,1
2013,Broj,Kupres,M,secondary_specialization,0
2013,Broj,Kupres,Ž,secondary_specialization,1
2013,Broj,Laktaši,Oba pola,secondary_specialization,169
2013,Broj,Laktaši,M,secondary_specialization,141
2013,Broj,Laktaši,Ž,secondary_specialization,28
2013,Broj,Lopare,Oba pola,secondary_specialization,64
2013,Broj,Lopare,M,secondary_specialization,45
2013,Broj,Lopare,Ž,secondary_specialization,19
2013,Broj,Ljubinje,Oba pola,secondary_specialization,81
2013,Broj,Ljubinje,M,secondary_specialization,72
2013,Broj,Ljubinje,Ž,secondary_specialization,9
2013,Broj,Milići,Oba pola,secondary_specialization,15
2013,Broj,Milići,M,secondary_specialization,10
2013,Broj,Milići,Ž,secondary_specialization,5
2013,Broj,Modriča,Oba pola,secondary_specialization,132
2013,Broj,Modriča,M,secondary_specialization,103
2013,Broj,Modriča,Ž,secondary_specialization,29
2013,Broj,Mrkonjić Grad,Oba pola,secondary_specialization,89
2013,Broj,Mrkonjić Grad,M,secondary_specialization,71
2013,Broj,Mrkonjić Grad,Ž,secondary_specialization,18
2013,Broj,Nevesinje,Oba pola,secondary_specialization,56
2013,Broj,Nevesinje,M,secondary_specialization,51
2013,Broj,Nevesinje,Ž,secondary_specialization,5
2013,Broj,Novi Grad,Oba pola,secondary_specialization,104
2013,Broj,Novi Grad,M,secondary_specialization,75
2013,Broj,Novi Grad,Ž,secondary_specialization,29
2013,Broj,Novo Goražde,Oba pola,secondary_specialization,10
2013,Broj,Novo Goražde,M,secondary_specialization,10
2013,Broj,Novo Goražde,Ž,secondary_specialization,0
2013,Broj,Osmaci,Oba pola,secondary_specialization,15
2013,Broj,Osmaci,M,secondary_specialization,12
2013,Broj,Osmaci,Ž,secondary_specialization,3
2013,Broj,Oštra Luka,Oba pola,secondary_specialization,13
2013,Broj,Oštra Luka,M,secondary_specialization,11
2013,Broj,Oštra Luka,Ž,secondary_specialization,2
2013,Broj,Pale,Oba pola,secondary_specialization,247
2013,Broj,Pale,M,secondary_specialization,205
2013,Broj,Pale,Ž,secondary_specialization,42
2013,Broj,Pelagićevo,Oba pola,secondary_specialization,4
2013,Broj,Pelagićevo,M,secondary_specialization,3
2013,Broj,Pelagićevo,Ž,secondary_specialization,1
2013,Broj,Petrovac,Oba pola,secondary_specialization,0
2013,Broj,Petrovac,M,secondary_specialization,0
2013,Broj,Petrovac,Ž,secondary_specialization,0
2013,Broj,Petrovo,Oba pola,secondary_specialization,79
2013,Broj,Petrovo,M,secondary_specialization,74
2013,Broj,Petrovo,Ž,secondary_specialization,5
2013,Broj,Grad Prijedor,Oba pola,secondary_specialization,666
2013,Broj,Grad Prijedor,M,secondary_specialization,492
2013,Broj,Grad Prijedor,Ž,secondary_specialization,174
2013,Broj,Prnjavor,Oba pola,secondary_specialization,112
2013,Broj,Prnjavor,M,secondary_specialization,83
2013,Broj,Prnjavor,Ž,secondary_specialization,29
2013,Broj,Ribnik,Oba pola,secondary_specialization,14
2013,Broj,Ribnik,M,secondary_specialization,13
2013,Broj,Ribnik,Ž,secondary_specialization,1
2013,Broj,Rogatica,Oba pola,secondary_specialization,56
2013,Broj,Rogatica,M,secondary_specialization,49
2013,Broj,Rogatica,Ž,secondary_specialization,7
2013,Broj,Rudo,Oba pola,secondary_specialization,12
2013,Broj,Rudo,M,secondary_specialization,11
2013,Broj,Rudo,Ž,secondary_specialization,1
2013,Broj,Sokolac,Oba pola,secondary_specialization,71
2013,Broj,Sokolac,M,secondary_specialization,57
2013,Broj,Sokolac,Ž,secondary_specialization,14
2013,Broj,Srbac,Oba pola,secondary_specialization,61
2013,Broj,Srbac,M,secondary_specialization,46
2013,Broj,Srbac,Ž,secondary_specialization,15
2013,Broj,Srebrenica,Oba pola,secondary_specialization,33
2013,Broj,Srebrenica,M,secondary_specialization,26
2013,Broj,Srebrenica,Ž,secondary_specialization,7
2013,Broj,Teslić,Oba pola,secondary_specialization,170
2013,Broj,Teslić,M,secondary_specialization,138
2013,Broj,Teslić,Ž,secondary_specialization,32
2013,Broj,Grad Trebinje,Oba pola,secondary_specialization,432
2013,Broj,Grad Trebinje,M,secondary_specialization,394
2013,Broj,Grad Trebinje,Ž,secondary_specialization,38
2013,Broj,Trnovo,Oba pola,secondary_specialization,15
2013,Broj,Trnovo,M,secondary_specialization,13
2013,Broj,Trnovo,Ž,secondary_specialization,2
2013,Broj,Ugljevik,Oba pola,secondary_specialization,97
2013,Broj,Ugljevik,M,secondary_specialization,89
2013,Broj,Ugljevik,Ž,secondary_specialization,8
2013,Broj,Foča,Oba pola,secondary_specialization,107
2013,Broj,Foča,M,secondary_specialization,93
2013,Broj,Foča,Ž,secondary_specialization,14
2013,Broj,Han Pijesak,Oba pola,secondary_specialization,20
2013,Broj,Han Pijesak,M,secondary_specialization,20
2013,Broj,Han Pijesak,Ž,secondary_specialization,0
2013,Broj,Čajniče,Oba pola,secondary_specialization,38
2013,Broj,Čajniče,M,secondary_specialization,37
2013,Broj,Čajniče,Ž,secondary_specialization,1
2013,Broj,Čelinac,Oba pola,secondary_specialization,69
2013,Broj,Čelinac,M,secondary_specialization,62
2013,Broj,Čelinac,Ž,secondary_specialization,7
2013,Broj,Šamac,Oba pola,secondary_specialization,55
2013,Broj,Šamac,M,secondary_specialization,41
2013,Broj,Šamac,Ž,secondary_specialization,14
2013,Broj,Šekovići,Oba pola,secondary_specialization,16
2013,Broj,Šekovići,M,secondary_specialization,16
2013,Broj,Šekovići,Ž,secondary_specialization,0
2013,Broj,Šipovo,Oba pola,secondary_specialization,22
2013,Broj,Šipovo,M,secondary_specialization,20
2013,Broj,Šipovo,Ž,secondary_specialization,2
2013,Broj,Republika Srpska,Oba pola,first_degree,33960
2013,Broj,Republika Srpska,M,first_degree,19142
2013,Broj,Republika Srpska,Ž,first_degree,14818
2013,Broj,Grad Banja Luka,Oba pola,first_degree,7972
2013,Broj,Grad Banja Luka,M,first_degree,4272
2013,Broj,Grad Banja Luka,Ž,first_degree,3700
2013,Broj,Berkovići,Oba pola,first_degree,47
2013,Broj,Berkovići,M,first_degree,34
2013,Broj,Berkovići,Ž,first_degree,13
2013,Broj,Grad Bijeljina,Oba pola,first_degree,3354
2013,Broj,Grad Bijeljina,M,first_degree,1805
2013,Broj,Grad Bijeljina,Ž,first_degree,1549
2013,Broj,Bileća,Oba pola,first_degree,434
2013,Broj,Bileća,M,first_degree,249
2013,Broj,Bileća,Ž,first_degree,185
2013,Broj,Bratunac,Oba pola,first_degree,399
2013,Broj,Bratunac,M,first_degree,230
2013,Broj,Bratunac,Ž,first_degree,169
2013,Broj,Brod,Oba pola,first_degree,374
2013,Broj,Brod,M,first_degree,215
2013,Broj,Brod,Ž,first_degree,159
2013,Broj,Višegrad,Oba pola,first_degree,375
2013,Broj,Višegrad,M,first_degree,196
2013,Broj,Višegrad,Ž,first_degree,179
2013,Broj,Vlasenica,Oba pola,first_degree,200
2013,Broj,Vlasenica,M,first_degree,123
2013,Broj,Vlasenica,Ž,first_degree,77
2013,Broj,Vukosavlje,Oba pola,first_degree,39
2013,Broj,Vukosavlje,M,first_degree,25
2013,Broj,Vukosavlje,Ž,first_degree,14
2013,Broj,Gacko,Oba pola,first_degree,335
2013,Broj,Gacko,M,first_degree,191
2013,Broj,Gacko,Ž,first_degree,144
2013,Broj,Grad Gradiška,Oba pola,first_degree,1222
2013,Broj,Grad Gradiška,M,first_degree,658
2013,Broj,Grad Gradiška,Ž,first_degree,564
2013,Broj,Grad Derventa,Oba pola,first_degree,542
2013,Broj,Grad Derventa,M,first_degree,331
2013,Broj,Grad Derventa,Ž,first_degree,211
2013,Broj,Grad Doboj,Oba pola,first_degree,1827
2013,Broj,Grad Doboj,M,first_degree,1078
2013,Broj,Grad Doboj,Ž,first_degree,749
2013,Broj,Donji Žabar,Oba pola,first_degree,37
2013,Broj,Donji Žabar,M,first_degree,23
2013,Broj,Donji Žabar,Ž,first_degree,14
2013,Broj,Grad Zvornik,Oba pola,first_degree,1283
