Year,UNIT_MEASURE,Administrativna oblast,Pol,Etnička/nacionalna pripadnost,Value
2013,Broj,Osmaci,M,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Osmaci,Ž,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Oštra Luka,Oba pola,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Oštra Luka,M,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Oštra Luka,Ž,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Pale,Oba pola,Nepoznata etnička/nacionalna pripadnost,13
2013,Broj,Pale,M,Nepoznata etnička/nacionalna pripadnost,9
2013,Broj,Pale,Ž,Nepoznata etnička/nacionalna pripadnost,4
2013,Broj,Pelagićevo,Oba pola,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Pelagićevo,M,Nepoznata etnička/nacionalna pripadnost,1
2013,Broj,Pelagićevo,Ž,Nepoznata etnička/nacionalna pripadnost,4
2013,Broj,Petrovac,Oba pola,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Petrovac,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Petrovac,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Petrovo,Oba pola,Nepoznata etnička/nacionalna pripadnost,4
2013,Broj,Petrovo,M,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Petrovo,Ž,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Grad Prijedor,Oba pola,Nepoznata etnička/nacionalna pripadnost,369
2013,Broj,Grad Prijedor,M,Nepoznata etnička/nacionalna pripadnost,257
2013,Broj,Grad Prijedor,Ž,Nepoznata etnička/nacionalna pripadnost,112
2013,Broj,Prnjavor,Oba pola,Nepoznata etnička/nacionalna pripadnost,30
2013,Broj,Prnjavor,M,Nepoznata etnička/nacionalna pripadnost,10
2013,Broj,Prnjavor,Ž,Nepoznata etnička/nacionalna pripadnost,20
2013,Broj,Ribnik,Oba pola,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Ribnik,M,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Ribnik,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Rogatica,Oba pola,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Rogatica,M,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Rogatica,Ž,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Rudo,Oba pola,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Rudo,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Rudo,Ž,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Sokolac,Oba pola,Nepoznata etnička/nacionalna pripadnost,18
2013,Broj,Sokolac,M,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Sokolac,Ž,Nepoznata etnička/nacionalna pripadnost,13
2013,Broj,Srbac,Oba pola,Nepoznata etnička/nacionalna pripadnost,29
2013,Broj,Srbac,M,Nepoznata etnička/nacionalna pripadnost,11
2013,Broj,Srbac,Ž,Nepoznata etnička/nacionalna pripadnost,18
2013,Broj,Srebrenica,Oba pola,Nepoznata etnička/nacionalna pripadnost,14
2013,Broj,Srebrenica,M,Nepoznata etnička/nacionalna pripadnost,8
2013,Broj,Srebrenica,Ž,Nepoznata etnička/nacionalna pripadnost,6
2013,Broj,Teslić,Oba pola,Nepoznata etnička/nacionalna pripadnost,44
2013,Broj,Teslić,M,Nepoznata etnička/nacionalna pripadnost,23
2013,Broj,Teslić,Ž,Nepoznata etnička/nacionalna pripadnost,21
2013,Broj,Grad Trebinje,Oba pola,Nepoznata etnička/nacionalna pripadnost,19
2013,Broj,Grad Trebinje,M,Nepoznata etnička/nacionalna pripadnost,11
2013,Broj,Grad Trebinje,Ž,Nepoznata etnička/nacionalna pripadnost,8
2013,Broj,Trnovo,Oba pola,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Trnovo,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Trnovo,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Ugljevik,Oba pola,Nepoznata etnička/nacionalna pripadnost,13
2013,Broj,Ugljevik,M,Nepoznata etnička/nacionalna pripadnost,11
2013,Broj,Ugljevik,Ž,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Foča,Oba pola,Nepoznata etnička/nacionalna pripadnost,12
2013,Broj,Foča,M,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Foča,Ž,Nepoznata etnička/nacionalna pripadnost,7
2013,Broj,Han Pijesak,Oba pola,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Han Pijesak,M,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Han Pijesak,Ž,Nepoznata etnička/nacionalna pripadnost,0
2013,Broj,Čajniče,Oba pola,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Čajniče,M,Nepoznata etnička/nacionalna pripadnost,2
2013,Broj,Čajniče,Ž,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Čelinac,Oba pola,Nepoznata etnička/nacionalna pripadnost,9
2013,Broj,Čelinac,M,Nepoznata etnička/nacionalna pripadnost,4
2013,Broj,Čelinac,Ž,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Šamac,Oba pola,Nepoznata etnička/nacionalna pripadnost,19
2013,Broj,Šamac,M,Nepoznata etnička/nacionalna pripadnost,10
2013,Broj,Šamac,Ž,Nepoznata etnička/nacionalna pripadnost,9
2013,Broj,Šekovići,Oba pola,Nepoznata etnička/nacionalna pripadnost,8
2013,Broj,Šekovići,M,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Šekovići,Ž,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Šipovo,Oba pola,Nepoznata etnička/nacionalna pripadnost,5
2013,Broj,Šipovo,M,Nepoznata etnička/nacionalna pripadnost,3
2013,Broj,Šipovo,Ž,Nepoznata etnička/nacionalna pripadnost,2
