Year,UNIT_MEASURE,Municipality,Sex,Age,Value
2013,Number,Ugljevik,Both sexes,30-34,869
2013,Number,Ugljevik,M,30-34,439
2013,Number,Ugljevik,F,30-34,430
2013,Number,Foca,Both sexes,30-34,1098
2013,Number,Foca,M,30-34,621
2013,Number,Foca,F,30-34,477
2013,Number,Han Pijesak,Both sexes,30-34,191
2013,Number,Han Pijesak,M,30-34,103
2013,Number,Han Pijesak,F,30-34,88
2013,Number,Cajnice,Both sexes,30-34,261
2013,Number,Cajnice,M,30-34,148
2013,Number,Cajnice,F,30-34,113
2013,Number,Celinac,Both sexes,30-34,986
2013,Number,Celinac,M,30-34,522
2013,Number,Celinac,F,30-34,464
2013,Number,Samac,Both sexes,30-34,907
2013,Number,Samac,M,30-34,496
2013,Number,Samac,F,30-34,411
2013,Number,Sekovici,Both sexes,30-34,382
2013,Number,Sekovici,M,30-34,204
2013,Number,Sekovici,F,30-34,178
2013,Number,Sipovo,Both sexes,30-34,655
2013,Number,Sipovo,M,30-34,362
2013,Number,Sipovo,F,30-34,293
2013,Number,City of Banja Luka,Both sexes,35-39,14426
2013,Number,City of Banja Luka,M,35-39,7198
2013,Number,City of Banja Luka,F,35-39,7228
2013,Number,Berkovici,Both sexes,35-39,128
2013,Number,Berkovici,M,35-39,64
2013,Number,Berkovici,F,35-39,64
2013,Number,City of Bijeljina,Both sexes,35-39,7162
2013,Number,City of Bijeljina,M,35-39,3578
2013,Number,City of Bijeljina,F,35-39,3584
2013,Number,Bileca,Both sexes,35-39,633
2013,Number,Bileca,M,35-39,352
2013,Number,Bileca,F,35-39,281
2013,Number,Bratunac,Both sexes,35-39,1360
2013,Number,Bratunac,M,35-39,738
2013,Number,Bratunac,F,35-39,622
2013,Number,Brod,Both sexes,35-39,1083
2013,Number,Brod,M,35-39,542
2013,Number,Brod,F,35-39,541
2013,Number,Visegrad,Both sexes,35-39,586
2013,Number,Visegrad,M,35-39,309
2013,Number,Visegrad,F,35-39,277
2013,Number,Vlasenica,Both sexes,35-39,792
2013,Number,Vlasenica,M,35-39,426
2013,Number,Vlasenica,F,35-39,366
2013,Number,Vukosavlje,Both sexes,35-39,302
2013,Number,Vukosavlje,M,35-39,152
2013,Number,Vukosavlje,F,35-39,150
2013,Number,Gacko,Both sexes,35-39,501
2013,Number,Gacko,M,35-39,268
2013,Number,Gacko,F,35-39,233
2013,Number,City of Gradiska,Both sexes,35-39,3258
2013,Number,City of Gradiska,M,35-39,1675
2013,Number,City of Gradiska,F,35-39,1583
2013,Number,City of Derventa,Both sexes,35-39,1781
2013,Number,City of Derventa,M,35-39,902
2013,Number,City of Derventa,F,35-39,879
2013,Number,City of Doboj,Both sexes,35-39,4763
2013,Number,City of Doboj,M,35-39,2480
2013,Number,City of Doboj,F,35-39,2283
2013,Number,Donji Zabar,Both sexes,35-39,238
2013,Number,Donji Zabar,M,35-39,126
2013,Number,Donji Zabar,F,35-39,112
2013,Number,City of Zvornik,Both sexes,35-39,3984
2013,Number,City of Zvornik,M,35-39,1999
2013,Number,City of Zvornik,F,35-39,1985
2013,Number,East Ilidza,Both sexes,35-39,996
2013,Number,East Ilidza,M,35-39,519
2013,Number,East Ilidza,F,35-39,477
2013,Number,East Drvar,Both sexes,35-39,1
2013,Number,East Drvar,M,35-39,1
2013,Number,East Drvar,F,35-39,0
2013,Number,East Mostar,Both sexes,35-39,17
2013,Number,East Mostar,M,35-39,12
2013,Number,East Mostar,F,35-39,5
2013,Number,East Stari Grad,Both sexes,35-39,53
2013,Number,East Stari Grad,M,35-39,34
2013,Number,East Stari Grad,F,35-39,19
2013,Number,East Novo Sarajevo,Both sexes,35-39,750
2013,Number,East Novo Sarajevo,M,35-39,376
2013,Number,East Novo Sarajevo,F,35-39,374
2013,Number,Jezero,Both sexes,35-39,62
2013,Number,Jezero,M,35-39,31
2013,Number,Jezero,F,35-39,31
2013,Number,Kalinovik,Both sexes,35-39,92
2013,Number,Kalinovik,M,35-39,59
2013,Number,Kalinovik,F,35-39,33
2013,Number,Knezevo,Both sexes,35-39,595
2013,Number,Knezevo,M,35-39,324
2013,Number,Knezevo,F,35-39,271
2013,Number,Kozarska Dubica,Both sexes,35-39,1207
2013,Number,Kozarska Dubica,M,35-39,625
2013,Number,Kozarska Dubica,F,35-39,582
2013,Number,Kostajnica,Both sexes,35-39,384
2013,Number,Kostajnica,M,35-39,189
2013,Number,Kostajnica,F,35-39,195
2013,Number,Kotor Varos,Both sexes,35-39,1290
2013,Number,Kotor Varos,M,35-39,642
2013,Number,Kotor Varos,F,35-39,648
2013,Number,Krupa Na Uni,Both sexes,35-39,88
2013,Number,Krupa Na Uni,M,35-39,52
2013,Number,Krupa Na Uni,F,35-39,36
2013,Number,Kupres,Both sexes,35-39,16
2013,Number,Kupres,M,35-39,10
2013,Number,Kupres,F,35-39,6
2013,Number,Laktasi,Both sexes,35-39,2470
2013,Number,Laktasi,M,35-39,1283
2013,Number,Laktasi,F,35-39,1187
2013,Number,Lopare,Both sexes,35-39,857
2013,Number,Lopare,M,35-39,434
2013,Number,Lopare,F,35-39,423
2013,Number,Ljubinje,Both sexes,35-39,174
2013,Number,Ljubinje,M,35-39,89
2013,Number,Ljubinje,F,35-39,85
2013,Number,Milici,Both sexes,35-39,825
2013,Number,Milici,M,35-39,443
2013,Number,Milici,F,35-39,382
2013,Number,Modrica,Both sexes,35-39,1559
2013,Number,Modrica,M,35-39,760
2013,Number,Modrica,F,35-39,799
2013,Number,Mrkonjic Grad,Both sexes,35-39,1012
2013,Number,Mrkonjic Grad,M,35-39,524
2013,Number,Mrkonjic Grad,F,35-39,488
2013,Number,Nevesinje,Both sexes,35-39,861
2013,Number,Nevesinje,M,35-39,499
2013,Number,Nevesinje,F,35-39,362
2013,Number,Novi Grad,Both sexes,35-39,1580
2013,Number,Novi Grad,M,35-39,819
2013,Number,Novi Grad,F,35-39,761
2013,Number,Novo Gorazde,Both sexes,35-39,173
2013,Number,Novo Gorazde,M,35-39,105
2013,Number,Novo Gorazde,F,35-39,68
2013,Number,Osmaci,Both sexes,35-39,397
2013,Number,Osmaci,M,35-39,213
2013,Number,Osmaci,F,35-39,184
2013,Number,Ostra Luka,Both sexes,35-39,197
2013,Number,Ostra Luka,M,35-39,102
2013,Number,Ostra Luka,F,35-39,95
2013,Number,Pale,Both sexes,35-39,1294
2013,Number,Pale,M,35-39,682
2013,Number,Pale,F,35-39,612
2013,Number,Pelagicevo,Both sexes,35-39,253
2013,Number,Pelagicevo,M,35-39,120
2013,Number,Pelagicevo,F,35-39,133
2013,Number,Petrovac,Both sexes,35-39,33
2013,Number,Petrovac,M,35-39,20
2013,Number,Petrovac,F,35-39,13
2013,Number,Petrovo,Both sexes,35-39,296
2013,Number,Petrovo,M,35-39,151
2013,Number,Petrovo,F,35-39,145
2013,Number,City of Prijedor,Both sexes,35-39,5634
2013,Number,City of Prijedor,M,35-39,2900
2013,Number,City of Prijedor,F,35-39,2734
2013,Number,Prnjavor,Both sexes,35-39,2404
2013,Number,Prnjavor,M,35-39,1201
2013,Number,Prnjavor,F,35-39,1203
2013,Number,Ribnik,Both sexes,35-39,350
2013,Number,Ribnik,M,35-39,182
2013,Number,Ribnik,F,35-39,168
2013,Number,Rogatica,Both sexes,35-39,651
2013,Number,Rogatica,M,35-39,342
2013,Number,Rogatica,F,35-39,309
2013,Number,Rudo,Both sexes,35-39,440
2013,Number,Rudo,M,35-39,231
2013,Number,Rudo,F,35-39,209
2013,Number,Sokolac,Both sexes,35-39,689
2013,Number,Sokolac,M,35-39,361
2013,Number,Sokolac,F,35-39,328
2013,Number,Srbac,Both sexes,35-39,1130
2013,Number,Srbac,M,35-39,581
2013,Number,Srbac,F,35-39,549
2013,Number,Srebrenica,Both sexes,35-39,941
2013,Number,Srebrenica,M,35-39,485
2013,Number,Srebrenica,F,35-39,456
2013,Number,Teslic,Both sexes,35-39,2464
2013,Number,Teslic,M,35-39,1228
2013,Number,Teslic,F,35-39,1236
2013,Number,City of Trebinje,Both sexes,35-39,1864
2013,Number,City of Trebinje,M,35-39,1000
2013,Number,City of Trebinje,F,35-39,864
2013,Number,Trnovo,Both sexes,35-39,87
2013,Number,Trnovo,M,35-39,44
2013,Number,Trnovo,F,35-39,43
2013,Number,Ugljevik,Both sexes,35-39,916
2013,Number,Ugljevik,M,35-39,467
2013,Number,Ugljevik,F,35-39,449
2013,Number,Foca,Both sexes,35-39,1053
2013,Number,Foca,M,35-39,587
2013,Number,Foca,F,35-39,466
2013,Number,Han Pijesak,Both sexes,35-39,192
2013,Number,Han Pijesak,M,35-39,96
2013,Number,Han Pijesak,F,35-39,96
2013,Number,Cajnice,Both sexes,35-39,245
2013,Number,Cajnice,M,35-39,130
2013,Number,Cajnice,F,35-39,115
2013,Number,Celinac,Both sexes,35-39,940
2013,Number,Celinac,M,35-39,447
2013,Number,Celinac,F,35-39,493
2013,Number,Samac,Both sexes,35-39,1054
2013,Number,Samac,M,35-39,521
2013,Number,Samac,F,35-39,533
2013,Number,Sekovici,Both sexes,35-39,390
2013,Number,Sekovici,M,35-39,206
2013,Number,Sekovici,F,35-39,184
2013,Number,Sipovo,Both sexes,35-39,615
2013,Number,Sipovo,M,35-39,328
2013,Number,Sipovo,F,35-39,287
2013,Number,City of Banja Luka,Both sexes,40-44,12136
2013,Number,City of Banja Luka,M,40-44,6117
2013,Number,City of Banja Luka,F,40-44,6019
2013,Number,Berkovici,Both sexes,40-44,149
2013,Number,Berkovici,M,40-44,96
2013,Number,Berkovici,F,40-44,53
2013,Number,City of Bijeljina,Both sexes,40-44,6769
2013,Number,City of Bijeljina,M,40-44,3364
2013,Number,City of Bijeljina,F,40-44,3405
2013,Number,Bileca,Both sexes,40-44,668
2013,Number,Bileca,M,40-44,348
2013,Number,Bileca,F,40-44,320
2013,Number,Bratunac,Both sexes,40-44,1300
2013,Number,Bratunac,M,40-44,646
2013,Number,Bratunac,F,40-44,654
2013,Number,Brod,Both sexes,40-44,1065
2013,Number,Brod,M,40-44,546
2013,Number,Brod,F,40-44,519
2013,Number,Visegrad,Both sexes,40-44,593
2013,Number,Visegrad,M,40-44,300
2013,Number,Visegrad,F,40-44,293
2013,Number,Vlasenica,Both sexes,40-44,744
2013,Number,Vlasenica,M,40-44,395
2013,Number,Vlasenica,F,40-44,349
2013,Number,Vukosavlje,Both sexes,40-44,301
2013,Number,Vukosavlje,M,40-44,165
2013,Number,Vukosavlje,F,40-44,136
2013,Number,Gacko,Both sexes,40-44,537
2013,Number,Gacko,M,40-44,273
2013,Number,Gacko,F,40-44,264
2013,Number,City of Gradiska,Both sexes,40-44,3149
2013,Number,City of Gradiska,M,40-44,1589
2013,Number,City of Gradiska,F,40-44,1560
2013,Number,City of Derventa,Both sexes,40-44,1721
2013,Number,City of Derventa,M,40-44,877
2013,Number,City of Derventa,F,40-44,844
2013,Number,City of Doboj,Both sexes,40-44,4170
2013,Number,City of Doboj,M,40-44,2121
2013,Number,City of Doboj,F,40-44,2049
2013,Number,Donji Zabar,Both sexes,40-44,262
2013,Number,Donji Zabar,M,40-44,148
2013,Number,Donji Zabar,F,40-44,114
2013,Number,City of Zvornik,Both sexes,40-44,3593
2013,Number,City of Zvornik,M,40-44,1879
2013,Number,City of Zvornik,F,40-44,1714
2013,Number,East Ilidza,Both sexes,40-44,869
2013,Number,East Ilidza,M,40-44,460
2013,Number,East Ilidza,F,40-44,409
2013,Number,East Drvar,Both sexes,40-44,4
2013,Number,East Drvar,M,40-44,4
2013,Number,East Drvar,F,40-44,0
2013,Number,East Mostar,Both sexes,40-44,25
2013,Number,East Mostar,M,40-44,18
2013,Number,East Mostar,F,40-44,7
2013,Number,East Stari Grad,Both sexes,40-44,46
2013,Number,East Stari Grad,M,40-44,22
2013,Number,East Stari Grad,F,40-44,24
2013,Number,East Novo Sarajevo,Both sexes,40-44,637
2013,Number,East Novo Sarajevo,M,40-44,347
2013,Number,East Novo Sarajevo,F,40-44,290
2013,Number,Jezero,Both sexes,40-44,71
2013,Number,Jezero,M,40-44,40
2013,Number,Jezero,F,40-44,31
2013,Number,Kalinovik,Both sexes,40-44,88
2013,Number,Kalinovik,M,40-44,48
2013,Number,Kalinovik,F,40-44,40
2013,Number,Knezevo,Both sexes,40-44,648
2013,Number,Knezevo,M,40-44,350
2013,Number,Knezevo,F,40-44,298
2013,Number,Kozarska Dubica,Both sexes,40-44,1219
2013,Number,Kozarska Dubica,M,40-44,629
2013,Number,Kozarska Dubica,F,40-44,590
2013,Number,Kostajnica,Both sexes,40-44,390
2013,Number,Kostajnica,M,40-44,181
2013,Number,Kostajnica,F,40-44,209
2013,Number,Kotor Varos,Both sexes,40-44,1334
2013,Number,Kotor Varos,M,40-44,641
2013,Number,Kotor Varos,F,40-44,693
2013,Number,Krupa Na Uni,Both sexes,40-44,110
2013,Number,Krupa Na Uni,M,40-44,70
2013,Number,Krupa Na Uni,F,40-44,40
2013,Number,Kupres,Both sexes,40-44,17
2013,Number,Kupres,M,40-44,8
2013,Number,Kupres,F,40-44,9
2013,Number,Laktasi,Both sexes,40-44,2315
2013,Number,Laktasi,M,40-44,1193
2013,Number,Laktasi,F,40-44,1122
2013,Number,Lopare,Both sexes,40-44,958
2013,Number,Lopare,M,40-44,493
2013,Number,Lopare,F,40-44,465
2013,Number,Ljubinje,Both sexes,40-44,222
2013,Number,Ljubinje,M,40-44,130
2013,Number,Ljubinje,F,40-44,92
2013,Number,Milici,Both sexes,40-44,705
2013,Number,Milici,M,40-44,394
2013,Number,Milici,F,40-44,311
2013,Number,Modrica,Both sexes,40-44,1614
2013,Number,Modrica,M,40-44,826
2013,Number,Modrica,F,40-44,788
2013,Number,Mrkonjic Grad,Both sexes,40-44,966
2013,Number,Mrkonjic Grad,M,40-44,495
2013,Number,Mrkonjic Grad,F,40-44,471
2013,Number,Nevesinje,Both sexes,40-44,829
2013,Number,Nevesinje,M,40-44,442
2013,Number,Nevesinje,F,40-44,387
2013,Number,Novi Grad,Both sexes,40-44,1760
2013,Number,Novi Grad,M,40-44,917
2013,Number,Novi Grad,F,40-44,843
2013,Number,Novo Gorazde,Both sexes,40-44,166
2013,Number,Novo Gorazde,M,40-44,91
2013,Number,Novo Gorazde,F,40-44,75
2013,Number,Osmaci,Both sexes,40-44,365
2013,Number,Osmaci,M,40-44,189
2013,Number,Osmaci,F,40-44,176
2013,Number,Ostra Luka,Both sexes,40-44,177
2013,Number,Ostra Luka,M,40-44,104
2013,Number,Ostra Luka,F,40-44,73
2013,Number,Pale,Both sexes,40-44,1083
2013,Number,Pale,M,40-44,518
2013,Number,Pale,F,40-44,565
2013,Number,Pelagicevo,Both sexes,40-44,296
2013,Number,Pelagicevo,M,40-44,173
2013,Number,Pelagicevo,F,40-44,123
2013,Number,Petrovac,Both sexes,40-44,20
2013,Number,Petrovac,M,40-44,10
2013,Number,Petrovac,F,40-44,10
2013,Number,Petrovo,Both sexes,40-44,339
2013,Number,Petrovo,M,40-44,161
2013,Number,Petrovo,F,40-44,178
2013,Number,City of Prijedor,Both sexes,40-44,5405
2013,Number,City of Prijedor,M,40-44,2702
2013,Number,City of Prijedor,F,40-44,2703
2013,Number,Prnjavor,Both sexes,40-44,2212
2013,Number,Prnjavor,M,40-44,1127
2013,Number,Prnjavor,F,40-44,1085
2013,Number,Ribnik,Both sexes,40-44,384
2013,Number,Ribnik,M,40-44,224
2013,Number,Ribnik,F,40-44,160
2013,Number,Rogatica,Both sexes,40-44,548
2013,Number,Rogatica,M,40-44,295
2013,Number,Rogatica,F,40-44,253
2013,Number,Rudo,Both sexes,40-44,486
2013,Number,Rudo,M,40-44,258
2013,Number,Rudo,F,40-44,228
2013,Number,Sokolac,Both sexes,40-44,587
2013,Number,Sokolac,M,40-44,297
2013,Number,Sokolac,F,40-44,290
2013,Number,Srbac,Both sexes,40-44,1050
2013,Number,Srbac,M,40-44,541
2013,Number,Srbac,F,40-44,509
2013,Number,Srebrenica,Both sexes,40-44,925
2013,Number,Srebrenica,M,40-44,467
2013,Number,Srebrenica,F,40-44,458
2013,Number,Teslic,Both sexes,40-44,2404
2013,Number,Teslic,M,40-44,1181
2013,Number,Teslic,F,40-44,1223
2013,Number,City of Trebinje,Both sexes,40-44,1703
2013,Number,City of Trebinje,M,40-44,873
2013,Number,City of Trebinje,F,40-44,830
2013,Number,Trnovo,Both sexes,40-44,98
2013,Number,Trnovo,M,40-44,51
2013,Number,Trnovo,F,40-44,47
2013,Number,Ugljevik,Both sexes,40-44,994
2013,Number,Ugljevik,M,40-44,499
2013,Number,Ugljevik,F,40-44,495
2013,Number,Foca,Both sexes,40-44,1011
2013,Number,Foca,M,40-44,535
2013,Number,Foca,F,40-44,476
2013,Number,Han Pijesak,Both sexes,40-44,193
2013,Number,Han Pijesak,M,40-44,95
2013,Number,Han Pijesak,F,40-44,98
2013,Number,Cajnice,Both sexes,40-44,290
2013,Number,Cajnice,M,40-44,170
2013,Number,Cajnice,F,40-44,120
2013,Number,Celinac,Both sexes,40-44,980
2013,Number,Celinac,M,40-44,514
2013,Number,Celinac,F,40-44,466
2013,Number,Samac,Both sexes,40-44,1085
2013,Number,Samac,M,40-44,552
2013,Number,Samac,F,40-44,533
2013,Number,Sekovici,Both sexes,40-44,386
2013,Number,Sekovici,M,40-44,217
2013,Number,Sekovici,F,40-44,169
2013,Number,Sipovo,Both sexes,40-44,512
2013,Number,Sipovo,M,40-44,288
2013,Number,Sipovo,F,40-44,224
2013,Number,City of Banja Luka,Both sexes,45-49,11694
2013,Number,City of Banja Luka,M,45-49,5719
2013,Number,City of Banja Luka,F,45-49,5975
2013,Number,Berkovici,Both sexes,45-49,137
2013,Number,Berkovici,M,45-49,76
2013,Number,Berkovici,F,45-49,61
2013,Number,City of Bijeljina,Both sexes,45-49,7510
2013,Number,City of Bijeljina,M,45-49,3693
2013,Number,City of Bijeljina,F,45-49,3817
2013,Number,Bileca,Both sexes,45-49,756
2013,Number,Bileca,M,45-49,390
2013,Number,Bileca,F,45-49,366
2013,Number,Bratunac,Both sexes,45-49,1321
2013,Number,Bratunac,M,45-49,671
2013,Number,Bratunac,F,45-49,650
2013,Number,Brod,Both sexes,45-49,1195
2013,Number,Brod,M,45-49,614
2013,Number,Brod,F,45-49,581
2013,Number,Visegrad,Both sexes,45-49,713
2013,Number,Visegrad,M,45-49,344
2013,Number,Visegrad,F,45-49,369
2013,Number,Vlasenica,Both sexes,45-49,767
2013,Number,Vlasenica,M,45-49,368
2013,Number,Vlasenica,F,45-49,399
2013,Number,Vukosavlje,Both sexes,45-49,358
2013,Number,Vukosavlje,M,45-49,191
2013,Number,Vukosavlje,F,45-49,167
2013,Number,Gacko,Both sexes,45-49,684
2013,Number,Gacko,M,45-49,354
2013,Number,Gacko,F,45-49,330
2013,Number,City of Gradiska,Both sexes,45-49,3403
2013,Number,City of Gradiska,M,45-49,1701
2013,Number,City of Gradiska,F,45-49,1702
2013,Number,City of Derventa,Both sexes,45-49,1950
2013,Number,City of Derventa,M,45-49,964
2013,Number,City of Derventa,F,45-49,986
2013,Number,City of Doboj,Both sexes,45-49,4654
2013,Number,City of Doboj,M,45-49,2317
2013,Number,City of Doboj,F,45-49,2337
2013,Number,Donji Zabar,Both sexes,45-49,316
2013,Number,Donji Zabar,M,45-49,173
2013,Number,Donji Zabar,F,45-49,143
2013,Number,City of Zvornik,Both sexes,45-49,3916
2013,Number,City of Zvornik,M,45-49,1948
2013,Number,City of Zvornik,F,45-49,1968
2013,Number,East Ilidza,Both sexes,45-49,924
2013,Number,East Ilidza,M,45-49,445
2013,Number,East Ilidza,F,45-49,479
2013,Number,East Drvar,Both sexes,45-49,3
2013,Number,East Drvar,M,45-49,3
2013,Number,East Drvar,F,45-49,0
2013,Number,East Mostar,Both sexes,45-49,18
2013,Number,East Mostar,M,45-49,11
2013,Number,East Mostar,F,45-49,7
2013,Number,East Stari Grad,Both sexes,45-49,57
2013,Number,East Stari Grad,M,45-49,38
2013,Number,East Stari Grad,F,45-49,19
2013,Number,East Novo Sarajevo,Both sexes,45-49,618
2013,Number,East Novo Sarajevo,M,45-49,296
2013,Number,East Novo Sarajevo,F,45-49,322
2013,Number,Jezero,Both sexes,45-49,90
2013,Number,Jezero,M,45-49,44
2013,Number,Jezero,F,45-49,46
2013,Number,Kalinovik,Both sexes,45-49,105
2013,Number,Kalinovik,M,45-49,58
2013,Number,Kalinovik,F,45-49,47
2013,Number,Knezevo,Both sexes,45-49,695
2013,Number,Knezevo,M,45-49,365
2013,Number,Knezevo,F,45-49,330
2013,Number,Kozarska Dubica,Both sexes,45-49,1619
2013,Number,Kozarska Dubica,M,45-49,790
2013,Number,Kozarska Dubica,F,45-49,829
2013,Number,Kostajnica,Both sexes,45-49,427
2013,Number,Kostajnica,M,45-49,220
2013,Number,Kostajnica,F,45-49,207
2013,Number,Kotor Varos,Both sexes,45-49,1387
2013,Number,Kotor Varos,M,45-49,698
2013,Number,Kotor Varos,F,45-49,689
2013,Number,Krupa Na Uni,Both sexes,45-49,117
2013,Number,Krupa Na Uni,M,45-49,74
2013,Number,Krupa Na Uni,F,45-49,43
2013,Number,Kupres,Both sexes,45-49,18
2013,Number,Kupres,M,45-49,14
2013,Number,Kupres,F,45-49,4
2013,Number,Laktasi,Both sexes,45-49,2364
2013,Number,Laktasi,M,45-49,1174
2013,Number,Laktasi,F,45-49,1190
2013,Number,Lopare,Both sexes,45-49,1181
2013,Number,Lopare,M,45-49,637
2013,Number,Lopare,F,45-49,544
2013,Number,Ljubinje,Both sexes,45-49,242
2013,Number,Ljubinje,M,45-49,122
2013,Number,Ljubinje,F,45-49,120
2013,Number,Milici,Both sexes,45-49,732
2013,Number,Milici,M,45-49,345
2013,Number,Milici,F,45-49,387
2013,Number,Modrica,Both sexes,45-49,1835
2013,Number,Modrica,M,45-49,934
2013,Number,Modrica,F,45-49,901
2013,Number,Mrkonjic Grad,Both sexes,45-49,1018
2013,Number,Mrkonjic Grad,M,45-49,484
2013,Number,Mrkonjic Grad,F,45-49,534
2013,Number,Nevesinje,Both sexes,45-49,882
2013,Number,Nevesinje,M,45-49,481
2013,Number,Nevesinje,F,45-49,401
2013,Number,Novi Grad,Both sexes,45-49,1995
2013,Number,Novi Grad,M,45-49,1020
2013,Number,Novi Grad,F,45-49,975
2013,Number,Novo Gorazde,Both sexes,45-49,206
2013,Number,Novo Gorazde,M,45-49,107
2013,Number,Novo Gorazde,F,45-49,99
2013,Number,Osmaci,Both sexes,45-49,414
2013,Number,Osmaci,M,45-49,201
2013,Number,Osmaci,F,45-49,213
2013,Number,Ostra Luka,Both sexes,45-49,185
2013,Number,Ostra Luka,M,45-49,113
2013,Number,Ostra Luka,F,45-49,72
2013,Number,Pale,Both sexes,45-49,1315
2013,Number,Pale,M,45-49,633
2013,Number,Pale,F,45-49,682
2013,Number,Pelagicevo,Both sexes,45-49,391
2013,Number,Pelagicevo,M,45-49,211
2013,Number,Pelagicevo,F,45-49,180
2013,Number,Petrovac,Both sexes,45-49,23
2013,Number,Petrovac,M,45-49,14
2013,Number,Petrovac,F,45-49,9
2013,Number,Petrovo,Both sexes,45-49,462
2013,Number,Petrovo,M,45-49,232
2013,Number,Petrovo,F,45-49,230
2013,Number,City of Prijedor,Both sexes,45-49,6210
2013,Number,City of Prijedor,M,45-49,3128
2013,Number,City of Prijedor,F,45-49,3082
2013,Number,Prnjavor,Both sexes,45-49,2314
2013,Number,Prnjavor,M,45-49,1154
2013,Number,Prnjavor,F,45-49,1160
2013,Number,Ribnik,Both sexes,45-49,374
2013,Number,Ribnik,M,45-49,218
2013,Number,Ribnik,F,45-49,156
2013,Number,Rogatica,Both sexes,45-49,653
2013,Number,Rogatica,M,45-49,349
2013,Number,Rogatica,F,45-49,304
2013,Number,Rudo,Both sexes,45-49,629
2013,Number,Rudo,M,45-49,316
2013,Number,Rudo,F,45-49,313
2013,Number,Sokolac,Both sexes,45-49,797
2013,Number,Sokolac,M,45-49,391
2013,Number,Sokolac,F,45-49,406
2013,Number,Srbac,Both sexes,45-49,1156
2013,Number,Srbac,M,45-49,592
2013,Number,Srbac,F,45-49,564
2013,Number,Srebrenica,Both sexes,45-49,892
2013,Number,Srebrenica,M,45-49,426
2013,Number,Srebrenica,F,45-49,466
2013,Number,Teslic,Both sexes,45-49,2540
2013,Number,Teslic,M,45-49,1213
2013,Number,Teslic,F,45-49,1327
2013,Number,City of Trebinje,Both sexes,45-49,1950
2013,Number,City of Trebinje,M,45-49,944
2013,Number,City of Trebinje,F,45-49,1006
2013,Number,Trnovo,Both sexes,45-49,147
2013,Number,Trnovo,M,45-49,76
2013,Number,Trnovo,F,45-49,71
2013,Number,Ugljevik,Both sexes,45-49,1136
2013,Number,Ugljevik,M,45-49,584
2013,Number,Ugljevik,F,45-49,552
2013,Number,Foca,Both sexes,45-49,1232
2013,Number,Foca,M,45-49,652
2013,Number,Foca,F,45-49,580
2013,Number,Han Pijesak,Both sexes,45-49,249
2013,Number,Han Pijesak,M,45-49,126
2013,Number,Han Pijesak,F,45-49,123
2013,Number,Cajnice,Both sexes,45-49,370
2013,Number,Cajnice,M,45-49,199
2013,Number,Cajnice,F,45-49,171
2013,Number,Celinac,Both sexes,45-49,1155
2013,Number,Celinac,M,45-49,568
2013,Number,Celinac,F,45-49,587
2013,Number,Samac,Both sexes,45-49,1217
2013,Number,Samac,M,45-49,638
2013,Number,Samac,F,45-49,579
2013,Number,Sekovici,Both sexes,45-49,469
2013,Number,Sekovici,M,45-49,237
2013,Number,Sekovici,F,45-49,232
2013,Number,Sipovo,Both sexes,45-49,623
2013,Number,Sipovo,M,45-49,324
2013,Number,Sipovo,F,45-49,299
2013,Number,City of Banja Luka,Both sexes,50-54,13344
2013,Number,City of Banja Luka,M,50-54,6289
2013,Number,City of Banja Luka,F,50-54,7055
2013,Number,Berkovici,Both sexes,50-54,119
2013,Number,Berkovici,M,50-54,73
2013,Number,Berkovici,F,50-54,46
2013,Number,City of Bijeljina,Both sexes,50-54,8087
2013,Number,City of Bijeljina,M,50-54,4014
2013,Number,City of Bijeljina,F,50-54,4073
2013,Number,Bileca,Both sexes,50-54,818
2013,Number,Bileca,M,50-54,435
2013,Number,Bileca,F,50-54,383
2013,Number,Bratunac,Both sexes,50-54,1583
2013,Number,Bratunac,M,50-54,757
2013,Number,Bratunac,F,50-54,826
2013,Number,Brod,Both sexes,50-54,1260
2013,Number,Brod,M,50-54,606
2013,Number,Brod,F,50-54,654
2013,Number,Visegrad,Both sexes,50-54,835
2013,Number,Visegrad,M,50-54,404
2013,Number,Visegrad,F,50-54,431
2013,Number,Vlasenica,Both sexes,50-54,888
2013,Number,Vlasenica,M,50-54,418
2013,Number,Vlasenica,F,50-54,470
2013,Number,Vukosavlje,Both sexes,50-54,314
2013,Number,Vukosavlje,M,50-54,165
2013,Number,Vukosavlje,F,50-54,149
2013,Number,Gacko,Both sexes,50-54,760
2013,Number,Gacko,M,50-54,393
2013,Number,Gacko,F,50-54,367
2013,Number,City of Gradiska,Both sexes,50-54,3609
2013,Number,City of Gradiska,M,50-54,1725
2013,Number,City of Gradiska,F,50-54,1884
2013,Number,City of Derventa,Both sexes,50-54,1963
2013,Number,City of Derventa,M,50-54,988
2013,Number,City of Derventa,F,50-54,975
2013,Number,City of Doboj,Both sexes,50-54,5344
2013,Number,City of Doboj,M,50-54,2523
2013,Number,City of Doboj,F,50-54,2821
2013,Number,Donji Zabar,Both sexes,50-54,253
2013,Number,Donji Zabar,M,50-54,132
2013,Number,Donji Zabar,F,50-54,121
2013,Number,City of Zvornik,Both sexes,50-54,4353
2013,Number,City of Zvornik,M,50-54,2079
2013,Number,City of Zvornik,F,50-54,2274
2013,Number,East Ilidza,Both sexes,50-54,1144
2013,Number,East Ilidza,M,50-54,529
