Year,UNIT_MEASURE,Administrative area,Sex,Ethnicity/nationality,Value
2013,Number,Celinac,F,Does not declare ethnicity/nationality,19
2013,Number,Samac,Total,Does not declare ethnicity/nationality,141
2013,Number,Samac,M,Does not declare ethnicity/nationality,57
2013,Number,Samac,F,Does not declare ethnicity/nationality,84
2013,Number,Sekovici,Total,Does not declare ethnicity/nationality,5
2013,Number,Sekovici,M,Does not declare ethnicity/nationality,2
2013,Number,Sekovici,F,Does not declare ethnicity/nationality,3
2013,Number,Sipovo,Total,Does not declare ethnicity/nationality,24
2013,Number,Sipovo,M,Does not declare ethnicity/nationality,12
2013,Number,Sipovo,F,Does not declare ethnicity/nationality,12
2013,Number,Republika Srpska,Total,Unknown ethnicity/nationality,1997
2013,Number,Republika Srpska,M,Unknown ethnicity/nationality,916
2013,Number,Republika Srpska,F,Unknown ethnicity/nationality,1081
2013,Number,City of Banja Luka,Total,Unknown ethnicity/nationality,328
2013,Number,City of Banja Luka,M,Unknown ethnicity/nationality,153
2013,Number,City of Banja Luka,F,Unknown ethnicity/nationality,175
2013,Number,Berkovici,Total,Unknown ethnicity/nationality,1
2013,Number,Berkovici,M,Unknown ethnicity/nationality,0
2013,Number,Berkovici,F,Unknown ethnicity/nationality,1
2013,Number,City of Bijeljina,Total,Unknown ethnicity/nationality,90
2013,Number,City of Bijeljina,M,Unknown ethnicity/nationality,37
2013,Number,City of Bijeljina,F,Unknown ethnicity/nationality,53
2013,Number,Bileca,Total,Unknown ethnicity/nationality,11
2013,Number,Bileca,M,Unknown ethnicity/nationality,4
2013,Number,Bileca,F,Unknown ethnicity/nationality,7
2013,Number,Bratunac,Total,Unknown ethnicity/nationality,35
2013,Number,Bratunac,M,Unknown ethnicity/nationality,16
2013,Number,Bratunac,F,Unknown ethnicity/nationality,19
2013,Number,Brod,Total,Unknown ethnicity/nationality,29
2013,Number,Brod,M,Unknown ethnicity/nationality,12
2013,Number,Brod,F,Unknown ethnicity/nationality,17
2013,Number,Visegrad,Total,Unknown ethnicity/nationality,177
2013,Number,Visegrad,M,Unknown ethnicity/nationality,2
2013,Number,Visegrad,F,Unknown ethnicity/nationality,175
2013,Number,Vlasenica,Total,Unknown ethnicity/nationality,29
2013,Number,Vlasenica,M,Unknown ethnicity/nationality,13
2013,Number,Vlasenica,F,Unknown ethnicity/nationality,16
2013,Number,Vukosavlje,Total,Unknown ethnicity/nationality,14
2013,Number,Vukosavlje,M,Unknown ethnicity/nationality,3
2013,Number,Vukosavlje,F,Unknown ethnicity/nationality,11
2013,Number,Gacko,Total,Unknown ethnicity/nationality,6
2013,Number,Gacko,M,Unknown ethnicity/nationality,1
2013,Number,Gacko,F,Unknown ethnicity/nationality,5
2013,Number,City of Gradiska,Total,Unknown ethnicity/nationality,42
2013,Number,City of Gradiska,M,Unknown ethnicity/nationality,19
2013,Number,City of Gradiska,F,Unknown ethnicity/nationality,23
2013,Number,City of Derventa,Total,Unknown ethnicity/nationality,54
2013,Number,City of Derventa,M,Unknown ethnicity/nationality,24
2013,Number,City of Derventa,F,Unknown ethnicity/nationality,30
2013,Number,City of Doboj,Total,Unknown ethnicity/nationality,163
2013,Number,City of Doboj,M,Unknown ethnicity/nationality,61
2013,Number,City of Doboj,F,Unknown ethnicity/nationality,102
2013,Number,Donji Zabar,Total,Unknown ethnicity/nationality,2
2013,Number,Donji Zabar,M,Unknown ethnicity/nationality,1
2013,Number,Donji Zabar,F,Unknown ethnicity/nationality,1
2013,Number,City of Zvornik,Total,Unknown ethnicity/nationality,97
2013,Number,City of Zvornik,M,Unknown ethnicity/nationality,42
2013,Number,City of Zvornik,F,Unknown ethnicity/nationality,55
2013,Number,East Ilidza,Total,Unknown ethnicity/nationality,10
2013,Number,East Ilidza,M,Unknown ethnicity/nationality,5
2013,Number,East Ilidza,F,Unknown ethnicity/nationality,5
2013,Number,East Drvar,Total,Unknown ethnicity/nationality,0
2013,Number,East Drvar,M,Unknown ethnicity/nationality,0
2013,Number,East Drvar,F,Unknown ethnicity/nationality,0
2013,Number,East Mostar,Total,Unknown ethnicity/nationality,2
2013,Number,East Mostar,M,Unknown ethnicity/nationality,1
2013,Number,East Mostar,F,Unknown ethnicity/nationality,1
2013,Number,East Stari Grad,Total,Unknown ethnicity/nationality,1
2013,Number,East Stari Grad,M,Unknown ethnicity/nationality,1
2013,Number,East Stari Grad,F,Unknown ethnicity/nationality,0
2013,Number,East Novo Sarajevo,Total,Unknown ethnicity/nationality,3
2013,Number,East Novo Sarajevo,M,Unknown ethnicity/nationality,0
2013,Number,East Novo Sarajevo,F,Unknown ethnicity/nationality,3
2013,Number,Jezero,Total,Unknown ethnicity/nationality,1
2013,Number,Jezero,M,Unknown ethnicity/nationality,1
2013,Number,Jezero,F,Unknown ethnicity/nationality,0
2013,Number,Kalinovik,Total,Unknown ethnicity/nationality,0
2013,Number,Kalinovik,M,Unknown ethnicity/nationality,0
2013,Number,Kalinovik,F,Unknown ethnicity/nationality,0
2013,Number,Knezevo,Total,Unknown ethnicity/nationality,4
2013,Number,Knezevo,M,Unknown ethnicity/nationality,3
2013,Number,Knezevo,F,Unknown ethnicity/nationality,1
2013,Number,Kozarska Dubica,Total,Unknown ethnicity/nationality,12
2013,Number,Kozarska Dubica,M,Unknown ethnicity/nationality,5
2013,Number,Kozarska Dubica,F,Unknown ethnicity/nationality,7
2013,Number,Kostajnica,Total,Unknown ethnicity/nationality,2
2013,Number,Kostajnica,M,Unknown ethnicity/nationality,0
2013,Number,Kostajnica,F,Unknown ethnicity/nationality,2
2013,Number,Kotor Varos,Total,Unknown ethnicity/nationality,19
2013,Number,Kotor Varos,M,Unknown ethnicity/nationality,14
2013,Number,Kotor Varos,F,Unknown ethnicity/nationality,5
2013,Number,Krupa Na Uni,Total,Unknown ethnicity/nationality,0
2013,Number,Krupa Na Uni,M,Unknown ethnicity/nationality,0
2013,Number,Krupa Na Uni,F,Unknown ethnicity/nationality,0
2013,Number,Kupres,Total,Unknown ethnicity/nationality,0
2013,Number,Kupres,M,Unknown ethnicity/nationality,0
2013,Number,Kupres,F,Unknown ethnicity/nationality,0
2013,Number,Laktasi,Total,Unknown ethnicity/nationality,46
2013,Number,Laktasi,M,Unknown ethnicity/nationality,20
2013,Number,Laktasi,F,Unknown ethnicity/nationality,26
2013,Number,Lopare,Total,Unknown ethnicity/nationality,10
2013,Number,Lopare,M,Unknown ethnicity/nationality,6
2013,Number,Lopare,F,Unknown ethnicity/nationality,4
2013,Number,Ljubinje,Total,Unknown ethnicity/nationality,2
2013,Number,Ljubinje,M,Unknown ethnicity/nationality,1
2013,Number,Ljubinje,F,Unknown ethnicity/nationality,1
2013,Number,Milici,Total,Unknown ethnicity/nationality,8
2013,Number,Milici,M,Unknown ethnicity/nationality,3
2013,Number,Milici,F,Unknown ethnicity/nationality,5
2013,Number,Modrica,Total,Unknown ethnicity/nationality,116
2013,Number,Modrica,M,Unknown ethnicity/nationality,62
2013,Number,Modrica,F,Unknown ethnicity/nationality,54
2013,Number,Mrkonjic Grad,Total,Unknown ethnicity/nationality,12
2013,Number,Mrkonjic Grad,M,Unknown ethnicity/nationality,6
2013,Number,Mrkonjic Grad,F,Unknown ethnicity/nationality,6
2013,Number,Nevesinje,Total,Unknown ethnicity/nationality,7
2013,Number,Nevesinje,M,Unknown ethnicity/nationality,2
2013,Number,Nevesinje,F,Unknown ethnicity/nationality,5
2013,Number,Novi Grad,Total,Unknown ethnicity/nationality,24
2013,Number,Novi Grad,M,Unknown ethnicity/nationality,13
2013,Number,Novi Grad,F,Unknown ethnicity/nationality,11
2013,Number,Novo Gorazde,Total,Unknown ethnicity/nationality,7
2013,Number,Novo Gorazde,M,Unknown ethnicity/nationality,2
2013,Number,Novo Gorazde,F,Unknown ethnicity/nationality,5
2013,Number,Osmaci,Total,Unknown ethnicity/nationality,4
2013,Number,Osmaci,M,Unknown ethnicity/nationality,2
2013,Number,Osmaci,F,Unknown ethnicity/nationality,2
2013,Number,Ostra Luka,Total,Unknown ethnicity/nationality,3
2013,Number,Ostra Luka,M,Unknown ethnicity/nationality,2
2013,Number,Ostra Luka,F,Unknown ethnicity/nationality,1
2013,Number,Pale,Total,Unknown ethnicity/nationality,13
2013,Number,Pale,M,Unknown ethnicity/nationality,9
2013,Number,Pale,F,Unknown ethnicity/nationality,4
2013,Number,Pelagicevo,Total,Unknown ethnicity/nationality,5
2013,Number,Pelagicevo,M,Unknown ethnicity/nationality,1
2013,Number,Pelagicevo,F,Unknown ethnicity/nationality,4
2013,Number,Petrovac,Total,Unknown ethnicity/nationality,0
2013,Number,Petrovac,M,Unknown ethnicity/nationality,0
2013,Number,Petrovac,F,Unknown ethnicity/nationality,0
2013,Number,Petrovo,Total,Unknown ethnicity/nationality,4
2013,Number,Petrovo,M,Unknown ethnicity/nationality,2
2013,Number,Petrovo,F,Unknown ethnicity/nationality,2
2013,Number,City of Prijedor,Total,Unknown ethnicity/nationality,369
2013,Number,City of Prijedor,M,Unknown ethnicity/nationality,257
2013,Number,City of Prijedor,F,Unknown ethnicity/nationality,112
2013,Number,Prnjavor,Total,Unknown ethnicity/nationality,30
2013,Number,Prnjavor,M,Unknown ethnicity/nationality,10
2013,Number,Prnjavor,F,Unknown ethnicity/nationality,20
2013,Number,Ribnik,Total,Unknown ethnicity/nationality,2
2013,Number,Ribnik,M,Unknown ethnicity/nationality,2
2013,Number,Ribnik,F,Unknown ethnicity/nationality,0
2013,Number,Rogatica,Total,Unknown ethnicity/nationality,5
2013,Number,Rogatica,M,Unknown ethnicity/nationality,2
2013,Number,Rogatica,F,Unknown ethnicity/nationality,3
2013,Number,Rudo,Total,Unknown ethnicity/nationality,3
2013,Number,Rudo,M,Unknown ethnicity/nationality,0
2013,Number,Rudo,F,Unknown ethnicity/nationality,3
2013,Number,Sokolac,Total,Unknown ethnicity/nationality,18
2013,Number,Sokolac,M,Unknown ethnicity/nationality,5
2013,Number,Sokolac,F,Unknown ethnicity/nationality,13
2013,Number,Srbac,Total,Unknown ethnicity/nationality,29
2013,Number,Srbac,M,Unknown ethnicity/nationality,11
2013,Number,Srbac,F,Unknown ethnicity/nationality,18
2013,Number,Srebrenica,Total,Unknown ethnicity/nationality,14
2013,Number,Srebrenica,M,Unknown ethnicity/nationality,8
2013,Number,Srebrenica,F,Unknown ethnicity/nationality,6
2013,Number,Teslic,Total,Unknown ethnicity/nationality,44
2013,Number,Teslic,M,Unknown ethnicity/nationality,23
2013,Number,Teslic,F,Unknown ethnicity/nationality,21
2013,Number,City of Trebinje,Total,Unknown ethnicity/nationality,19
2013,Number,City of Trebinje,M,Unknown ethnicity/nationality,11
2013,Number,City of Trebinje,F,Unknown ethnicity/nationality,8
2013,Number,Trnovo,Total,Unknown ethnicity/nationality,0
2013,Number,Trnovo,M,Unknown ethnicity/nationality,0
2013,Number,Trnovo,F,Unknown ethnicity/nationality,0
2013,Number,Ugljevik,Total,Unknown ethnicity/nationality,13
2013,Number,Ugljevik,M,Unknown ethnicity/nationality,11
2013,Number,Ugljevik,F,Unknown ethnicity/nationality,2
2013,Number,Foca,Total,Unknown ethnicity/nationality,12
2013,Number,Foca,M,Unknown ethnicity/nationality,5
2013,Number,Foca,F,Unknown ethnicity/nationality,7
2013,Number,Han Pijesak,Total,Unknown ethnicity/nationality,0
2013,Number,Han Pijesak,M,Unknown ethnicity/nationality,0
2013,Number,Han Pijesak,F,Unknown ethnicity/nationality,0
2013,Number,Cajnice,Total,Unknown ethnicity/nationality,5
2013,Number,Cajnice,M,Unknown ethnicity/nationality,2
2013,Number,Cajnice,F,Unknown ethnicity/nationality,3
2013,Number,Celinac,Total,Unknown ethnicity/nationality,9
2013,Number,Celinac,M,Unknown ethnicity/nationality,4
2013,Number,Celinac,F,Unknown ethnicity/nationality,5
2013,Number,Samac,Total,Unknown ethnicity/nationality,19
2013,Number,Samac,M,Unknown ethnicity/nationality,10
2013,Number,Samac,F,Unknown ethnicity/nationality,9
2013,Number,Sekovici,Total,Unknown ethnicity/nationality,8
2013,Number,Sekovici,M,Unknown ethnicity/nationality,3
2013,Number,Sekovici,F,Unknown ethnicity/nationality,5
2013,Number,Sipovo,Total,Unknown ethnicity/nationality,5
2013,Number,Sipovo,M,Unknown ethnicity/nationality,3
2013,Number,Sipovo,F,Unknown ethnicity/nationality,2
