Year,UNIT_MEASURE,City/minicipality,Sex,Highest educational attainment,Value
2013,Number,Foča,F,Higher school and first degree of faculty,176
2013,Number,Han Pijesak,Total,Higher school and first degree of faculty,110
2013,Number,Han Pijesak,M,Higher school and first degree of faculty,67
2013,Number,Han Pijesak,F,Higher school and first degree of faculty,43
2013,Number,Čajniče,Total,Higher school and first degree of faculty,75
2013,Number,Čajniče,M,Higher school and first degree of faculty,48
2013,Number,Čajniče,F,Higher school and first degree of faculty,27
2013,Number,Čelinac,Total,Higher school and first degree of faculty,293
2013,Number,Čelinac,M,Higher school and first degree of faculty,186
2013,Number,Čelinac,F,Higher school and first degree of faculty,107
2013,Number,Šamac,Total,Higher school and first degree of faculty,478
2013,Number,Šamac,M,Higher school and first degree of faculty,265
2013,Number,Šamac,F,Higher school and first degree of faculty,213
2013,Number,Šekovići,Total,Higher school and first degree of faculty,136
2013,Number,Šekovići,M,Higher school and first degree of faculty,76
2013,Number,Šekovići,F,Higher school and first degree of faculty,60
2013,Number,Šipovo,Total,Higher school and first degree of faculty,191
2013,Number,Šipovo,M,Higher school and first degree of faculty,121
2013,Number,Šipovo,F,Higher school and first degree of faculty,70
2013,Number,Republika Srpska,Total,Faculty / academy / university,87036
2013,Number,Republika Srpska,M,Faculty / academy / university,42562
2013,Number,Republika Srpska,F,Faculty / academy / university,44474
2013,Number,Grad Banja Luka,Total,Faculty / academy / university,25924
2013,Number,Grad Banja Luka,M,Faculty / academy / university,12201
2013,Number,Grad Banja Luka,F,Faculty / academy / university,13723
2013,Number,Berkovići,Total,Faculty / academy / university,92
2013,Number,Berkovići,M,Faculty / academy / university,51
2013,Number,Berkovići,F,Faculty / academy / university,41
2013,Number,Grad Bijeljina,Total,Faculty / academy / university,8088
2013,Number,Grad Bijeljina,M,Faculty / academy / university,3846
2013,Number,Grad Bijeljina,F,Faculty / academy / university,4242
2013,Number,Bileća,Total,Faculty / academy / university,791
2013,Number,Bileća,M,Faculty / academy / university,443
2013,Number,Bileća,F,Faculty / academy / university,348
2013,Number,Bratunac,Total,Faculty / academy / university,1014
2013,Number,Bratunac,M,Faculty / academy / university,515
2013,Number,Bratunac,F,Faculty / academy / university,499
2013,Number,Brod,Total,Faculty / academy / university,801
2013,Number,Brod,M,Faculty / academy / university,389
2013,Number,Brod,F,Faculty / academy / university,412
2013,Number,Višegrad,Total,Faculty / academy / university,818
2013,Number,Višegrad,M,Faculty / academy / university,410
2013,Number,Višegrad,F,Faculty / academy / university,408
2013,Number,Vlasenica,Total,Faculty / academy / university,641
2013,Number,Vlasenica,M,Faculty / academy / university,316
2013,Number,Vlasenica,F,Faculty / academy / university,325
2013,Number,Vukosavlje,Total,Faculty / academy / university,97
2013,Number,Vukosavlje,M,Faculty / academy / university,55
2013,Number,Vukosavlje,F,Faculty / academy / university,42
2013,Number,Gacko,Total,Faculty / academy / university,812
2013,Number,Gacko,M,Faculty / academy / university,413
2013,Number,Gacko,F,Faculty / academy / university,399
2013,Number,Grad Gradiška,Total,Faculty / academy / university,2538
2013,Number,Grad Gradiška,M,Faculty / academy / university,1270
2013,Number,Grad Gradiška,F,Faculty / academy / university,1268
2013,Number,Grad Derventa,Total,Faculty / academy / university,1242
2013,Number,Grad Derventa,M,Faculty / academy / university,598
2013,Number,Grad Derventa,F,Faculty / academy / university,644
2013,Number,Grad Doboj,Total,Faculty / academy / university,4634
2013,Number,Grad Doboj,M,Faculty / academy / university,2420
2013,Number,Grad Doboj,F,Faculty / academy / university,2214
2013,Number,Donji Žabar,Total,Faculty / academy / university,100
2013,Number,Donji Žabar,M,Faculty / academy / university,59
2013,Number,Donji Žabar,F,Faculty / academy / university,41
2013,Number,Grad Zvornik,Total,Faculty / academy / university,2964
2013,Number,Grad Zvornik,M,Faculty / academy / university,1529
2013,Number,Grad Zvornik,F,Faculty / academy / university,1435
2013,Number,Istočna Ilidža,Total,Faculty / academy / university,1844
2013,Number,Istočna Ilidža,M,Faculty / academy / university,802
2013,Number,Istočna Ilidža,F,Faculty / academy / university,1042
2013,Number,Istočni Drvar,Total,Faculty / academy / university,10
2013,Number,Istočni Drvar,M,Faculty / academy / university,8
2013,Number,Istočni Drvar,F,Faculty / academy / university,2
2013,Number,Istočni Mostar,Total,Faculty / academy / university,14
2013,Number,Istočni Mostar,M,Faculty / academy / university,7
2013,Number,Istočni Mostar,F,Faculty / academy / university,7
2013,Number,Istočni Stari Grad,Total,Faculty / academy / university,53
2013,Number,Istočni Stari Grad,M,Faculty / academy / university,21
2013,Number,Istočni Stari Grad,F,Faculty / academy / university,32
2013,Number,Istočno Novo Sarajevo,Total,Faculty / academy / university,1563
2013,Number,Istočno Novo Sarajevo,M,Faculty / academy / university,745
2013,Number,Istočno Novo Sarajevo,F,Faculty / academy / university,818
2013,Number,Jezero,Total,Faculty / academy / university,30
2013,Number,Jezero,M,Faculty / academy / university,19
2013,Number,Jezero,F,Faculty / academy / university,11
2013,Number,Kalinovik,Total,Faculty / academy / university,147
2013,Number,Kalinovik,M,Faculty / academy / university,85
2013,Number,Kalinovik,F,Faculty / academy / university,62
2013,Number,Kneževo,Total,Faculty / academy / university,334
2013,Number,Kneževo,M,Faculty / academy / university,188
2013,Number,Kneževo,F,Faculty / academy / university,146
2013,Number,Kozarska Dubica,Total,Faculty / academy / university,999
2013,Number,Kozarska Dubica,M,Faculty / academy / university,501
2013,Number,Kozarska Dubica,F,Faculty / academy / university,498
2013,Number,Kostajnica,Total,Faculty / academy / university,281
2013,Number,Kostajnica,M,Faculty / academy / university,134
2013,Number,Kostajnica,F,Faculty / academy / university,147
2013,Number,Kotor Varoš,Total,Faculty / academy / university,767
2013,Number,Kotor Varoš,M,Faculty / academy / university,408
2013,Number,Kotor Varoš,F,Faculty / academy / university,359
2013,Number,Krupa Na Uni,Total,Faculty / academy / university,13
2013,Number,Krupa Na Uni,M,Faculty / academy / university,7
2013,Number,Krupa Na Uni,F,Faculty / academy / university,6
2013,Number,Kupres,Total,Faculty / academy / university,4
2013,Number,Kupres,M,Faculty / academy / university,3
2013,Number,Kupres,F,Faculty / academy / university,1
2013,Number,Laktaši,Total,Faculty / academy / university,1729
2013,Number,Laktaši,M,Faculty / academy / university,829
2013,Number,Laktaši,F,Faculty / academy / university,900
2013,Number,Lopare,Total,Faculty / academy / university,560
2013,Number,Lopare,M,Faculty / academy / university,264
2013,Number,Lopare,F,Faculty / academy / university,296
2013,Number,Ljubinje,Total,Faculty / academy / university,255
2013,Number,Ljubinje,M,Faculty / academy / university,145
2013,Number,Ljubinje,F,Faculty / academy / university,110
2013,Number,Milići,Total,Faculty / academy / university,573
2013,Number,Milići,M,Faculty / academy / university,295
2013,Number,Milići,F,Faculty / academy / university,278
2013,Number,Modriča,Total,Faculty / academy / university,1186
2013,Number,Modriča,M,Faculty / academy / university,605
2013,Number,Modriča,F,Faculty / academy / university,581
2013,Number,Mrkonjić Grad,Total,Faculty / academy / university,832
2013,Number,Mrkonjić Grad,M,Faculty / academy / university,410
2013,Number,Mrkonjić Grad,F,Faculty / academy / university,422
2013,Number,Nevesinje,Total,Faculty / academy / university,856
2013,Number,Nevesinje,M,Faculty / academy / university,459
2013,Number,Nevesinje,F,Faculty / academy / university,397
2013,Number,Novi Grad,Total,Faculty / academy / university,1243
2013,Number,Novi Grad,M,Faculty / academy / university,602
2013,Number,Novi Grad,F,Faculty / academy / university,641
2013,Number,Novo Goražde,Total,Faculty / academy / university,145
2013,Number,Novo Goražde,M,Faculty / academy / university,71
2013,Number,Novo Goražde,F,Faculty / academy / university,74
2013,Number,Osmaci,Total,Faculty / academy / university,235
2013,Number,Osmaci,M,Faculty / academy / university,148
2013,Number,Osmaci,F,Faculty / academy / university,87
2013,Number,Oštra Luka,Total,Faculty / academy / university,55
2013,Number,Oštra Luka,M,Faculty / academy / university,24
2013,Number,Oštra Luka,F,Faculty / academy / university,31
2013,Number,Pale,Total,Faculty / academy / university,2538
2013,Number,Pale,M,Faculty / academy / university,1148
2013,Number,Pale,F,Faculty / academy / university,1390
2013,Number,Pelagićevo,Total,Faculty / academy / university,94
2013,Number,Pelagićevo,M,Faculty / academy / university,53
2013,Number,Pelagićevo,F,Faculty / academy / university,41
2013,Number,Petrovac,Total,Faculty / academy / university,26
2013,Number,Petrovac,M,Faculty / academy / university,13
2013,Number,Petrovac,F,Faculty / academy / university,13
2013,Number,Petrovo,Total,Faculty / academy / university,259
2013,Number,Petrovo,M,Faculty / academy / university,134
2013,Number,Petrovo,F,Faculty / academy / university,125
2013,Number,Grad Prijedor,Total,Faculty / academy / university,4646
2013,Number,Grad Prijedor,M,Faculty / academy / university,2220
2013,Number,Grad Prijedor,F,Faculty / academy / university,2426
2013,Number,Prnjavor,Total,Faculty / academy / university,1336
2013,Number,Prnjavor,M,Faculty / academy / university,627
2013,Number,Prnjavor,F,Faculty / academy / university,709
2013,Number,Ribnik,Total,Faculty / academy / university,195
2013,Number,Ribnik,M,Faculty / academy / university,108
2013,Number,Ribnik,F,Faculty / academy / university,87
2013,Number,Rogatica,Total,Faculty / academy / university,702
2013,Number,Rogatica,M,Faculty / academy / university,354
2013,Number,Rogatica,F,Faculty / academy / university,348
2013,Number,Rudo,Total,Faculty / academy / university,454
2013,Number,Rudo,M,Faculty / academy / university,232
2013,Number,Rudo,F,Faculty / academy / university,222
2013,Number,Sokolac,Total,Faculty / academy / university,1113
2013,Number,Sokolac,M,Faculty / academy / university,529
2013,Number,Sokolac,F,Faculty / academy / university,584
2013,Number,Srbac,Total,Faculty / academy / university,798
2013,Number,Srbac,M,Faculty / academy / university,410
2013,Number,Srbac,F,Faculty / academy / university,388
2013,Number,Srebrenica,Total,Faculty / academy / university,741
2013,Number,Srebrenica,M,Faculty / academy / university,395
2013,Number,Srebrenica,F,Faculty / academy / university,346
2013,Number,Teslić,Total,Faculty / academy / university,1351
2013,Number,Teslić,M,Faculty / academy / university,689
2013,Number,Teslić,F,Faculty / academy / university,662
2013,Number,Grad Trebinje,Total,Faculty / academy / university,3262
2013,Number,Grad Trebinje,M,Faculty / academy / university,1642
2013,Number,Grad Trebinje,F,Faculty / academy / university,1620
2013,Number,Trnovo,Total,Faculty / academy / university,139
2013,Number,Trnovo,M,Faculty / academy / university,66
2013,Number,Trnovo,F,Faculty / academy / university,73
2013,Number,Ugljevik,Total,Faculty / academy / university,903
2013,Number,Ugljevik,M,Faculty / academy / university,443
2013,Number,Ugljevik,F,Faculty / academy / university,460
2013,Number,Foča,Total,Faculty / academy / university,1422
2013,Number,Foča,M,Faculty / academy / university,757
2013,Number,Foča,F,Faculty / academy / university,665
2013,Number,Han Pijesak,Total,Faculty / academy / university,274
2013,Number,Han Pijesak,M,Faculty / academy / university,138
2013,Number,Han Pijesak,F,Faculty / academy / university,136
2013,Number,Čajniče,Total,Faculty / academy / university,280
2013,Number,Čajniče,M,Faculty / academy / university,152
2013,Number,Čajniče,F,Faculty / academy / university,128
2013,Number,Čelinac,Total,Faculty / academy / university,618
2013,Number,Čelinac,M,Faculty / academy / university,290
2013,Number,Čelinac,F,Faculty / academy / university,328
2013,Number,Šamac,Total,Faculty / academy / university,911
2013,Number,Šamac,M,Faculty / academy / university,494
2013,Number,Šamac,F,Faculty / academy / university,417
2013,Number,Šekovići,Total,Faculty / academy / university,267
2013,Number,Šekovići,M,Faculty / academy / university,144
2013,Number,Šekovići,F,Faculty / academy / university,123
2013,Number,Šipovo,Total,Faculty / academy / university,423
2013,Number,Šipovo,M,Faculty / academy / university,229
2013,Number,Šipovo,F,Faculty / academy / university,194
