Year,UNIT_MEASURE,Administrativna oblast,Pol,Vrsta poteškoće,Value
2013,Broj,Čajniče,Ukupno,Sluh,135
2013,Broj,Čajniče,M,Sluh,66
2013,Broj,Čajniče,Ž,Sluh,69
2013,Broj,Čelinac,Ukupno,Sluh,457
2013,Broj,Čelinac,M,Sluh,233
2013,Broj,Čelinac,Ž,Sluh,224
2013,Broj,Šamac,Ukupno,Sluh,419
2013,Broj,Šamac,M,Sluh,217
2013,Broj,Šamac,Ž,Sluh,202
2013,Broj,Šekovići,Ukupno,Sluh,193
2013,Broj,Šekovići,M,Sluh,96
2013,Broj,Šekovići,Ž,Sluh,97
2013,Broj,Šipovo,Ukupno,Sluh,219
2013,Broj,Šipovo,M,Sluh,104
2013,Broj,Šipovo,Ž,Sluh,115
2013,Broj,Republika Srpska,Ukupno,Hod ili penjanje uz stepenice,63381
2013,Broj,Republika Srpska,M,Hod ili penjanje uz stepenice,26903
2013,Broj,Republika Srpska,Ž,Hod ili penjanje uz stepenice,36478
2013,Broj,Grad Banja Luka,Ukupno,Hod ili penjanje uz stepenice,8456
2013,Broj,Grad Banja Luka,M,Hod ili penjanje uz stepenice,3667
2013,Broj,Grad Banja Luka,Ž,Hod ili penjanje uz stepenice,4789
2013,Broj,Berkovići,Ukupno,Hod ili penjanje uz stepenice,109
2013,Broj,Berkovići,M,Hod ili penjanje uz stepenice,45
2013,Broj,Berkovići,Ž,Hod ili penjanje uz stepenice,64
2013,Broj,Grad Bijeljina,Ukupno,Hod ili penjanje uz stepenice,5530
2013,Broj,Grad Bijeljina,M,Hod ili penjanje uz stepenice,2356
2013,Broj,Grad Bijeljina,Ž,Hod ili penjanje uz stepenice,3174
2013,Broj,Bileća,Ukupno,Hod ili penjanje uz stepenice,533
2013,Broj,Bileća,M,Hod ili penjanje uz stepenice,193
2013,Broj,Bileća,Ž,Hod ili penjanje uz stepenice,340
2013,Broj,Bratunac,Ukupno,Hod ili penjanje uz stepenice,835
2013,Broj,Bratunac,M,Hod ili penjanje uz stepenice,372
2013,Broj,Bratunac,Ž,Hod ili penjanje uz stepenice,463
2013,Broj,Brod,Ukupno,Hod ili penjanje uz stepenice,892
2013,Broj,Brod,M,Hod ili penjanje uz stepenice,392
2013,Broj,Brod,Ž,Hod ili penjanje uz stepenice,500
2013,Broj,Višegrad,Ukupno,Hod ili penjanje uz stepenice,598
2013,Broj,Višegrad,M,Hod ili penjanje uz stepenice,227
2013,Broj,Višegrad,Ž,Hod ili penjanje uz stepenice,371
2013,Broj,Vlasenica,Ukupno,Hod ili penjanje uz stepenice,440
2013,Broj,Vlasenica,M,Hod ili penjanje uz stepenice,211
2013,Broj,Vlasenica,Ž,Hod ili penjanje uz stepenice,229
2013,Broj,Vukosavlje,Ukupno,Hod ili penjanje uz stepenice,286
2013,Broj,Vukosavlje,M,Hod ili penjanje uz stepenice,130
2013,Broj,Vukosavlje,Ž,Hod ili penjanje uz stepenice,156
2013,Broj,Gacko,Ukupno,Hod ili penjanje uz stepenice,385
2013,Broj,Gacko,M,Hod ili penjanje uz stepenice,152
2013,Broj,Gacko,Ž,Hod ili penjanje uz stepenice,233
2013,Broj,Grad Gradiška,Ukupno,Hod ili penjanje uz stepenice,2675
2013,Broj,Grad Gradiška,M,Hod ili penjanje uz stepenice,1074
2013,Broj,Grad Gradiška,Ž,Hod ili penjanje uz stepenice,1601
2013,Broj,Grad Derventa,Ukupno,Hod ili penjanje uz stepenice,1590
2013,Broj,Grad Derventa,M,Hod ili penjanje uz stepenice,695
2013,Broj,Grad Derventa,Ž,Hod ili penjanje uz stepenice,895
2013,Broj,Grad Doboj,Ukupno,Hod ili penjanje uz stepenice,4793
2013,Broj,Grad Doboj,M,Hod ili penjanje uz stepenice,1953
2013,Broj,Grad Doboj,Ž,Hod ili penjanje uz stepenice,2840
2013,Broj,Donji Žabar,Ukupno,Hod ili penjanje uz stepenice,182
2013,Broj,Donji Žabar,M,Hod ili penjanje uz stepenice,76
2013,Broj,Donji Žabar,Ž,Hod ili penjanje uz stepenice,106
2013,Broj,Grad Zvornik,Ukupno,Hod ili penjanje uz stepenice,2535
2013,Broj,Grad Zvornik,M,Hod ili penjanje uz stepenice,1092
2013,Broj,Grad Zvornik,Ž,Hod ili penjanje uz stepenice,1443
2013,Broj,Istočna Ilidža,Ukupno,Hod ili penjanje uz stepenice,644
2013,Broj,Istočna Ilidža,M,Hod ili penjanje uz stepenice,267
2013,Broj,Istočna Ilidža,Ž,Hod ili penjanje uz stepenice,377
2013,Broj,Istočni Drvar,Ukupno,Hod ili penjanje uz stepenice,7
2013,Broj,Istočni Drvar,M,Hod ili penjanje uz stepenice,4
2013,Broj,Istočni Drvar,Ž,Hod ili penjanje uz stepenice,3
2013,Broj,Istočni Mostar,Ukupno,Hod ili penjanje uz stepenice,8
2013,Broj,Istočni Mostar,M,Hod ili penjanje uz stepenice,2
2013,Broj,Istočni Mostar,Ž,Hod ili penjanje uz stepenice,6
2013,Broj,Istočni Stari Grad,Ukupno,Hod ili penjanje uz stepenice,53
2013,Broj,Istočni Stari Grad,M,Hod ili penjanje uz stepenice,22
2013,Broj,Istočni Stari Grad,Ž,Hod ili penjanje uz stepenice,31
2013,Broj,Istočno Novo Sarajevo,Ukupno,Hod ili penjanje uz stepenice,380
2013,Broj,Istočno Novo Sarajevo,M,Hod ili penjanje uz stepenice,163
2013,Broj,Istočno Novo Sarajevo,Ž,Hod ili penjanje uz stepenice,217
2013,Broj,Jezero,Ukupno,Hod ili penjanje uz stepenice,60
2013,Broj,Jezero,M,Hod ili penjanje uz stepenice,29
2013,Broj,Jezero,Ž,Hod ili penjanje uz stepenice,31
2013,Broj,Kalinovik,Ukupno,Hod ili penjanje uz stepenice,132
2013,Broj,Kalinovik,M,Hod ili penjanje uz stepenice,54
2013,Broj,Kalinovik,Ž,Hod ili penjanje uz stepenice,78
2013,Broj,Kneževo,Ukupno,Hod ili penjanje uz stepenice,568
2013,Broj,Kneževo,M,Hod ili penjanje uz stepenice,255
2013,Broj,Kneževo,Ž,Hod ili penjanje uz stepenice,313
2013,Broj,Kozarska Dubica,Ukupno,Hod ili penjanje uz stepenice,1369
2013,Broj,Kozarska Dubica,M,Hod ili penjanje uz stepenice,549
2013,Broj,Kozarska Dubica,Ž,Hod ili penjanje uz stepenice,820
2013,Broj,Kostajnica,Ukupno,Hod ili penjanje uz stepenice,312
2013,Broj,Kostajnica,M,Hod ili penjanje uz stepenice,133
2013,Broj,Kostajnica,Ž,Hod ili penjanje uz stepenice,179
2013,Broj,Kotor Varoš,Ukupno,Hod ili penjanje uz stepenice,1074
2013,Broj,Kotor Varoš,M,Hod ili penjanje uz stepenice,475
2013,Broj,Kotor Varoš,Ž,Hod ili penjanje uz stepenice,599
2013,Broj,Krupa Na Uni,Ukupno,Hod ili penjanje uz stepenice,112
2013,Broj,Krupa Na Uni,M,Hod ili penjanje uz stepenice,43
2013,Broj,Krupa Na Uni,Ž,Hod ili penjanje uz stepenice,69
2013,Broj,Kupres,Ukupno,Hod ili penjanje uz stepenice,33
2013,Broj,Kupres,M,Hod ili penjanje uz stepenice,18
2013,Broj,Kupres,Ž,Hod ili penjanje uz stepenice,15
2013,Broj,Laktaši,Ukupno,Hod ili penjanje uz stepenice,1426
2013,Broj,Laktaši,M,Hod ili penjanje uz stepenice,650
2013,Broj,Laktaši,Ž,Hod ili penjanje uz stepenice,776
2013,Broj,Lopare,Ukupno,Hod ili penjanje uz stepenice,984
2013,Broj,Lopare,M,Hod ili penjanje uz stepenice,447
2013,Broj,Lopare,Ž,Hod ili penjanje uz stepenice,537
2013,Broj,Ljubinje,Ukupno,Hod ili penjanje uz stepenice,119
2013,Broj,Ljubinje,M,Hod ili penjanje uz stepenice,48
2013,Broj,Ljubinje,Ž,Hod ili penjanje uz stepenice,71
2013,Broj,Milići,Ukupno,Hod ili penjanje uz stepenice,508
2013,Broj,Milići,M,Hod ili penjanje uz stepenice,224
2013,Broj,Milići,Ž,Hod ili penjanje uz stepenice,284
2013,Broj,Modriča,Ukupno,Hod ili penjanje uz stepenice,1527
2013,Broj,Modriča,M,Hod ili penjanje uz stepenice,635
2013,Broj,Modriča,Ž,Hod ili penjanje uz stepenice,892
2013,Broj,Mrkonjić Grad,Ukupno,Hod ili penjanje uz stepenice,798
2013,Broj,Mrkonjić Grad,M,Hod ili penjanje uz stepenice,355
2013,Broj,Mrkonjić Grad,Ž,Hod ili penjanje uz stepenice,443
2013,Broj,Nevesinje,Ukupno,Hod ili penjanje uz stepenice,551
2013,Broj,Nevesinje,M,Hod ili penjanje uz stepenice,209
2013,Broj,Nevesinje,Ž,Hod ili penjanje uz stepenice,342
2013,Broj,Novi Grad,Ukupno,Hod ili penjanje uz stepenice,1711
2013,Broj,Novi Grad,M,Hod ili penjanje uz stepenice,700
2013,Broj,Novi Grad,Ž,Hod ili penjanje uz stepenice,1011
2013,Broj,Novo Goražde,Ukupno,Hod ili penjanje uz stepenice,135
2013,Broj,Novo Goražde,M,Hod ili penjanje uz stepenice,61
2013,Broj,Novo Goražde,Ž,Hod ili penjanje uz stepenice,74
2013,Broj,Osmaci,Ukupno,Hod ili penjanje uz stepenice,288
2013,Broj,Osmaci,M,Hod ili penjanje uz stepenice,125
2013,Broj,Osmaci,Ž,Hod ili penjanje uz stepenice,163
2013,Broj,Oštra Luka,Ukupno,Hod ili penjanje uz stepenice,224
2013,Broj,Oštra Luka,M,Hod ili penjanje uz stepenice,99
2013,Broj,Oštra Luka,Ž,Hod ili penjanje uz stepenice,125
2013,Broj,Pale,Ukupno,Hod ili penjanje uz stepenice,822
2013,Broj,Pale,M,Hod ili penjanje uz stepenice,366
2013,Broj,Pale,Ž,Hod ili penjanje uz stepenice,456
2013,Broj,Pelagićevo,Ukupno,Hod ili penjanje uz stepenice,445
2013,Broj,Pelagićevo,M,Hod ili penjanje uz stepenice,165
2013,Broj,Pelagićevo,Ž,Hod ili penjanje uz stepenice,280
2013,Broj,Petrovac,Ukupno,Hod ili penjanje uz stepenice,8
2013,Broj,Petrovac,M,Hod ili penjanje uz stepenice,5
2013,Broj,Petrovac,Ž,Hod ili penjanje uz stepenice,3
2013,Broj,Petrovo,Ukupno,Hod ili penjanje uz stepenice,602
2013,Broj,Petrovo,M,Hod ili penjanje uz stepenice,231
2013,Broj,Petrovo,Ž,Hod ili penjanje uz stepenice,371
2013,Broj,Grad Prijedor,Ukupno,Hod ili penjanje uz stepenice,4451
2013,Broj,Grad Prijedor,M,Hod ili penjanje uz stepenice,1891
2013,Broj,Grad Prijedor,Ž,Hod ili penjanje uz stepenice,2560
2013,Broj,Prnjavor,Ukupno,Hod ili penjanje uz stepenice,2094
2013,Broj,Prnjavor,M,Hod ili penjanje uz stepenice,860
2013,Broj,Prnjavor,Ž,Hod ili penjanje uz stepenice,1234
2013,Broj,Ribnik,Ukupno,Hod ili penjanje uz stepenice,438
2013,Broj,Ribnik,M,Hod ili penjanje uz stepenice,182
2013,Broj,Ribnik,Ž,Hod ili penjanje uz stepenice,256
2013,Broj,Rogatica,Ukupno,Hod ili penjanje uz stepenice,640
2013,Broj,Rogatica,M,Hod ili penjanje uz stepenice,264
2013,Broj,Rogatica,Ž,Hod ili penjanje uz stepenice,376
2013,Broj,Rudo,Ukupno,Hod ili penjanje uz stepenice,399
2013,Broj,Rudo,M,Hod ili penjanje uz stepenice,165
2013,Broj,Rudo,Ž,Hod ili penjanje uz stepenice,234
2013,Broj,Sokolac,Ukupno,Hod ili penjanje uz stepenice,600
2013,Broj,Sokolac,M,Hod ili penjanje uz stepenice,248
2013,Broj,Sokolac,Ž,Hod ili penjanje uz stepenice,352
2013,Broj,Srbac,Ukupno,Hod ili penjanje uz stepenice,910
2013,Broj,Srbac,M,Hod ili penjanje uz stepenice,412
2013,Broj,Srbac,Ž,Hod ili penjanje uz stepenice,498
2013,Broj,Srebrenica,Ukupno,Hod ili penjanje uz stepenice,621
2013,Broj,Srebrenica,M,Hod ili penjanje uz stepenice,256
2013,Broj,Srebrenica,Ž,Hod ili penjanje uz stepenice,365
2013,Broj,Teslić,Ukupno,Hod ili penjanje uz stepenice,2201
2013,Broj,Teslić,M,Hod ili penjanje uz stepenice,973
2013,Broj,Teslić,Ž,Hod ili penjanje uz stepenice,1228
2013,Broj,Grad Trebinje,Ukupno,Hod ili penjanje uz stepenice,1198
2013,Broj,Grad Trebinje,M,Hod ili penjanje uz stepenice,489
2013,Broj,Grad Trebinje,Ž,Hod ili penjanje uz stepenice,709
2013,Broj,Trnovo,Ukupno,Hod ili penjanje uz stepenice,104
2013,Broj,Trnovo,M,Hod ili penjanje uz stepenice,41
2013,Broj,Trnovo,Ž,Hod ili penjanje uz stepenice,63
2013,Broj,Ugljevik,Ukupno,Hod ili penjanje uz stepenice,734
2013,Broj,Ugljevik,M,Hod ili penjanje uz stepenice,312
2013,Broj,Ugljevik,Ž,Hod ili penjanje uz stepenice,422
2013,Broj,Foča,Ukupno,Hod ili penjanje uz stepenice,945
2013,Broj,Foča,M,Hod ili penjanje uz stepenice,438
2013,Broj,Foča,Ž,Hod ili penjanje uz stepenice,507
2013,Broj,Han Pijesak,Ukupno,Hod ili penjanje uz stepenice,187
2013,Broj,Han Pijesak,M,Hod ili penjanje uz stepenice,65
2013,Broj,Han Pijesak,Ž,Hod ili penjanje uz stepenice,122
2013,Broj,Čajniče,Ukupno,Hod ili penjanje uz stepenice,262
2013,Broj,Čajniče,M,Hod ili penjanje uz stepenice,108
2013,Broj,Čajniče,Ž,Hod ili penjanje uz stepenice,154
2013,Broj,Čelinac,Ukupno,Hod ili penjanje uz stepenice,1038
2013,Broj,Čelinac,M,Hod ili penjanje uz stepenice,469
2013,Broj,Čelinac,Ž,Hod ili penjanje uz stepenice,569
2013,Broj,Šamac,Ukupno,Hod ili penjanje uz stepenice,1041
2013,Broj,Šamac,M,Hod ili penjanje uz stepenice,413
2013,Broj,Šamac,Ž,Hod ili penjanje uz stepenice,628
2013,Broj,Šekovići,Ukupno,Hod ili penjanje uz stepenice,283
2013,Broj,Šekovići,M,Hod ili penjanje uz stepenice,125
2013,Broj,Šekovići,Ž,Hod ili penjanje uz stepenice,158
2013,Broj,Šipovo,Ukupno,Hod ili penjanje uz stepenice,496
2013,Broj,Šipovo,M,Hod ili penjanje uz stepenice,223
2013,Broj,Šipovo,Ž,Hod ili penjanje uz stepenice,273
2013,Broj,Republika Srpska,Ukupno,Pamćenje ili koncentracija,18330
2013,Broj,Republika Srpska,M,Pamćenje ili koncentracija,8168
2013,Broj,Republika Srpska,Ž,Pamćenje ili koncentracija,10162
2013,Broj,Grad Banja Luka,Ukupno,Pamćenje ili koncentracija,2300
2013,Broj,Grad Banja Luka,M,Pamćenje ili koncentracija,1087
2013,Broj,Grad Banja Luka,Ž,Pamćenje ili koncentracija,1213
2013,Broj,Berkovići,Ukupno,Pamćenje ili koncentracija,35
2013,Broj,Berkovići,M,Pamćenje ili koncentracija,13
2013,Broj,Berkovići,Ž,Pamćenje ili koncentracija,22
2013,Broj,Grad Bijeljina,Ukupno,Pamćenje ili koncentracija,1415
2013,Broj,Grad Bijeljina,M,Pamćenje ili koncentracija,630
2013,Broj,Grad Bijeljina,Ž,Pamćenje ili koncentracija,785
2013,Broj,Bileća,Ukupno,Pamćenje ili koncentracija,126
2013,Broj,Bileća,M,Pamćenje ili koncentracija,61
2013,Broj,Bileća,Ž,Pamćenje ili koncentracija,65
2013,Broj,Bratunac,Ukupno,Pamćenje ili koncentracija,290
2013,Broj,Bratunac,M,Pamćenje ili koncentracija,116
2013,Broj,Bratunac,Ž,Pamćenje ili koncentracija,174
2013,Broj,Brod,Ukupno,Pamćenje ili koncentracija,239
2013,Broj,Brod,M,Pamćenje ili koncentracija,104
2013,Broj,Brod,Ž,Pamćenje ili koncentracija,135
2013,Broj,Višegrad,Ukupno,Pamćenje ili koncentracija,309
2013,Broj,Višegrad,M,Pamćenje ili koncentracija,75
2013,Broj,Višegrad,Ž,Pamćenje ili koncentracija,234
2013,Broj,Vlasenica,Ukupno,Pamćenje ili koncentracija,137
2013,Broj,Vlasenica,M,Pamćenje ili koncentracija,60
2013,Broj,Vlasenica,Ž,Pamćenje ili koncentracija,77
2013,Broj,Vukosavlje,Ukupno,Pamćenje ili koncentracija,74
2013,Broj,Vukosavlje,M,Pamćenje ili koncentracija,37
2013,Broj,Vukosavlje,Ž,Pamćenje ili koncentracija,37
2013,Broj,Gacko,Ukupno,Pamćenje ili koncentracija,90
2013,Broj,Gacko,M,Pamćenje ili koncentracija,42
2013,Broj,Gacko,Ž,Pamćenje ili koncentracija,48
2013,Broj,Grad Gradiška,Ukupno,Pamćenje ili koncentracija,831
