Year,UNIT_MEASURE,ADMIN_AREA,Пол,Educational_attainment,Value
2013,Број,sokolac,Укупно,university_degree,1113
2013,Број,sokolac,M,university_degree,529
2013,Број,sokolac,Ж,university_degree,584
2013,Број,srbac,Укупно,university_degree,798
2013,Број,srbac,M,university_degree,410
2013,Број,srbac,Ж,university_degree,388
2013,Број,srebrenica,Укупно,university_degree,741
2013,Број,srebrenica,M,university_degree,395
2013,Број,srebrenica,Ж,university_degree,346
2013,Број,teslic,Укупно,university_degree,1351
2013,Број,teslic,M,university_degree,689
2013,Број,teslic,Ж,university_degree,662
2013,Број,grad_trebinje,Укупно,university_degree,3262
2013,Број,grad_trebinje,M,university_degree,1642
2013,Број,grad_trebinje,Ж,university_degree,1620
2013,Број,trnovo,Укупно,university_degree,139
2013,Број,trnovo,M,university_degree,66
2013,Број,trnovo,Ж,university_degree,73
2013,Број,ugljevik,Укупно,university_degree,903
2013,Број,ugljevik,M,university_degree,443
2013,Број,ugljevik,Ж,university_degree,460
2013,Број,foca,Укупно,university_degree,1422
2013,Број,foca,M,university_degree,757
2013,Број,foca,Ж,university_degree,665
2013,Број,han_pijesak,Укупно,university_degree,274
2013,Број,han_pijesak,M,university_degree,138
2013,Број,han_pijesak,Ж,university_degree,136
2013,Број,cajnice,Укупно,university_degree,280
2013,Број,cajnice,M,university_degree,152
2013,Број,cajnice,Ж,university_degree,128
2013,Број,celinac,Укупно,university_degree,618
2013,Број,celinac,M,university_degree,290
2013,Број,celinac,Ж,university_degree,328
2013,Број,samac,Укупно,university_degree,911
2013,Број,samac,M,university_degree,494
2013,Број,samac,Ж,university_degree,417
2013,Број,sekovici,Укупно,university_degree,267
2013,Број,sekovici,M,university_degree,144
2013,Број,sekovici,Ж,university_degree,123
2013,Број,sipovo,Укупно,university_degree,423
2013,Број,sipovo,M,university_degree,229
2013,Број,sipovo,Ж,university_degree,194
