Year,UNIT_MEASURE,Административна област,Пол,Religion,Value
2013,Број,Братунац,Оба пола,does_not_declare,21
2013,Број,Братунац,M,does_not_declare,9
2013,Број,Братунац,Ж,does_not_declare,12
2013,Број,Брод,Оба пола,does_not_declare,160
2013,Број,Брод,M,does_not_declare,60
2013,Број,Брод,Ж,does_not_declare,100
2013,Број,Вишеград,Оба пола,does_not_declare,18
2013,Број,Вишеград,M,does_not_declare,9
2013,Број,Вишеград,Ж,does_not_declare,9
2013,Број,Власеница,Оба пола,does_not_declare,16
2013,Број,Власеница,M,does_not_declare,8
2013,Број,Власеница,Ж,does_not_declare,8
2013,Број,Вукосавље,Оба пола,does_not_declare,33
2013,Број,Вукосавље,M,does_not_declare,16
2013,Број,Вукосавље,Ж,does_not_declare,17
2013,Број,Гацко,Оба пола,does_not_declare,6
2013,Број,Гацко,M,does_not_declare,1
2013,Број,Гацко,Ж,does_not_declare,5
2013,Број,Град Градишка,Оба пола,does_not_declare,375
2013,Број,Град Градишка,M,does_not_declare,155
2013,Број,Град Градишка,Ж,does_not_declare,220
2013,Број,Град Дервента,Оба пола,does_not_declare,256
2013,Број,Град Дервента,M,does_not_declare,125
2013,Број,Град Дервента,Ж,does_not_declare,131
2013,Број,Град Добој,Оба пола,does_not_declare,526
2013,Број,Град Добој,M,does_not_declare,271
2013,Број,Град Добој,Ж,does_not_declare,255
2013,Број,Доњи Жабар,Оба пола,does_not_declare,6
2013,Број,Доњи Жабар,M,does_not_declare,2
2013,Број,Доњи Жабар,Ж,does_not_declare,4
2013,Број,Град Зворник,Оба пола,does_not_declare,67
2013,Број,Град Зворник,M,does_not_declare,31
2013,Број,Град Зворник,Ж,does_not_declare,36
2013,Број,Источна Илиџа,Оба пола,does_not_declare,92
2013,Број,Источна Илиџа,M,does_not_declare,41
2013,Број,Источна Илиџа,Ж,does_not_declare,51
2013,Број,Источни Дрвар,Оба пола,does_not_declare,0
2013,Број,Источни Дрвар,M,does_not_declare,0
2013,Број,Источни Дрвар,Ж,does_not_declare,0
2013,Број,Источни Мостар,Оба пола,does_not_declare,0
2013,Број,Источни Мостар,M,does_not_declare,0
2013,Број,Источни Мостар,Ж,does_not_declare,0
2013,Број,Источни Стари Град,Оба пола,does_not_declare,6
2013,Број,Источни Стари Град,M,does_not_declare,5
2013,Број,Источни Стари Град,Ж,does_not_declare,1
2013,Број,Источно Ново Сарајево,Оба пола,does_not_declare,56
2013,Број,Источно Ново Сарајево,M,does_not_declare,24
2013,Број,Источно Ново Сарајево,Ж,does_not_declare,32
2013,Број,Језеро,Оба пола,does_not_declare,0
2013,Број,Језеро,M,does_not_declare,0
2013,Број,Језеро,Ж,does_not_declare,0
2013,Број,Калиновик,Оба пола,does_not_declare,5
2013,Број,Калиновик,M,does_not_declare,4
2013,Број,Калиновик,Ж,does_not_declare,1
2013,Број,Кнежево,Оба пола,does_not_declare,4
2013,Број,Кнежево,M,does_not_declare,3
2013,Број,Кнежево,Ж,does_not_declare,1
2013,Број,Козарска Дубица,Оба пола,does_not_declare,178
2013,Број,Козарска Дубица,M,does_not_declare,77
2013,Број,Козарска Дубица,Ж,does_not_declare,101
2013,Број,Костајница,Оба пола,does_not_declare,67
2013,Број,Костајница,M,does_not_declare,26
2013,Број,Костајница,Ж,does_not_declare,41
2013,Број,Котор Варош,Оба пола,does_not_declare,107
2013,Број,Котор Варош,M,does_not_declare,45
2013,Број,Котор Варош,Ж,does_not_declare,62
2013,Број,Крупа на Уни,Оба пола,does_not_declare,0
2013,Број,Крупа на Уни,M,does_not_declare,0
2013,Број,Крупа на Уни,Ж,does_not_declare,0
2013,Број,Купрес,Оба пола,does_not_declare,1
2013,Број,Купрес,M,does_not_declare,1
2013,Број,Купрес,Ж,does_not_declare,0
2013,Број,Лакташи,Оба пола,does_not_declare,239
2013,Број,Лакташи,M,does_not_declare,112
2013,Број,Лакташи,Ж,does_not_declare,127
2013,Број,Лопаре,Оба пола,does_not_declare,22
2013,Број,Лопаре,M,does_not_declare,6
2013,Број,Лопаре,Ж,does_not_declare,16
2013,Број,Љубиње,Оба пола,does_not_declare,3
2013,Број,Љубиње,M,does_not_declare,2
2013,Број,Љубиње,Ж,does_not_declare,1
2013,Број,Милићи,Оба пола,does_not_declare,10
2013,Број,Милићи,M,does_not_declare,3
2013,Број,Милићи,Ж,does_not_declare,7
2013,Број,Модрича,Оба пола,does_not_declare,151
2013,Број,Модрича,M,does_not_declare,64
2013,Број,Модрича,Ж,does_not_declare,87
2013,Број,Мркоњић Град,Оба пола,does_not_declare,37
2013,Број,Мркоњић Град,M,does_not_declare,16
2013,Број,Мркоњић Град,Ж,does_not_declare,21
2013,Број,Невесиње,Оба пола,does_not_declare,14
2013,Број,Невесиње,M,does_not_declare,6
2013,Број,Невесиње,Ж,does_not_declare,8
2013,Број,Нови Град,Оба пола,does_not_declare,134
2013,Број,Нови Град,M,does_not_declare,58
2013,Број,Нови Град,Ж,does_not_declare,76
2013,Број,Ново Горажде,Оба пола,does_not_declare,5
2013,Број,Ново Горажде,M,does_not_declare,3
2013,Број,Ново Горажде,Ж,does_not_declare,2
2013,Број,Осмаци,Оба пола,does_not_declare,1
2013,Број,Осмаци,M,does_not_declare,1
2013,Број,Осмаци,Ж,does_not_declare,0
2013,Број,Оштра Лука,Оба пола,does_not_declare,13
2013,Број,Оштра Лука,M,does_not_declare,5
2013,Број,Оштра Лука,Ж,does_not_declare,8
2013,Број,Пале,Оба пола,does_not_declare,56
2013,Број,Пале,M,does_not_declare,22
2013,Број,Пале,Ж,does_not_declare,34
2013,Број,Пелагићево,Оба пола,does_not_declare,2
2013,Број,Пелагићево,M,does_not_declare,0
2013,Број,Пелагићево,Ж,does_not_declare,2
2013,Број,Петровац,Оба пола,does_not_declare,0
2013,Број,Петровац,M,does_not_declare,0
2013,Број,Петровац,Ж,does_not_declare,0
2013,Број,Петрово,Оба пола,does_not_declare,19
2013,Број,Петрово,M,does_not_declare,9
2013,Број,Петрово,Ж,does_not_declare,10
2013,Број,Град Приједор,Оба пола,does_not_declare,784
2013,Број,Град Приједор,M,does_not_declare,325
2013,Број,Град Приједор,Ж,does_not_declare,459
2013,Број,Прњавор,Оба пола,does_not_declare,223
2013,Број,Прњавор,M,does_not_declare,98
2013,Број,Прњавор,Ж,does_not_declare,125
2013,Број,Рибник,Оба пола,does_not_declare,3
2013,Број,Рибник,M,does_not_declare,1
2013,Број,Рибник,Ж,does_not_declare,2
2013,Број,Рогатица,Оба пола,does_not_declare,7
2013,Број,Рогатица,M,does_not_declare,4
2013,Број,Рогатица,Ж,does_not_declare,3
2013,Број,Рудо,Оба пола,does_not_declare,3
2013,Број,Рудо,M,does_not_declare,2
2013,Број,Рудо,Ж,does_not_declare,1
2013,Број,Соколац,Оба пола,does_not_declare,20
2013,Број,Соколац,M,does_not_declare,9
2013,Број,Соколац,Ж,does_not_declare,11
2013,Број,Србац,Оба пола,does_not_declare,95
2013,Број,Србац,M,does_not_declare,46
2013,Број,Србац,Ж,does_not_declare,49
2013,Број,Сребреница,Оба пола,does_not_declare,22
2013,Број,Сребреница,M,does_not_declare,10
2013,Број,Сребреница,Ж,does_not_declare,12
2013,Број,Теслић,Оба пола,does_not_declare,309
2013,Број,Теслић,M,does_not_declare,136
2013,Број,Теслић,Ж,does_not_declare,173
2013,Број,Град Требиње,Оба пола,does_not_declare,170
2013,Број,Град Требиње,M,does_not_declare,75
2013,Број,Град Требиње,Ж,does_not_declare,95
2013,Број,Трново,Оба пола,does_not_declare,4
2013,Број,Трново,M,does_not_declare,3
2013,Број,Трново,Ж,does_not_declare,1
2013,Број,Угљевик,Оба пола,does_not_declare,23
2013,Број,Угљевик,M,does_not_declare,11
2013,Број,Угљевик,Ж,does_not_declare,12
2013,Број,Фоча,Оба пола,does_not_declare,27
2013,Број,Фоча,M,does_not_declare,13
2013,Број,Фоча,Ж,does_not_declare,14
2013,Број,Хан Пијесак,Оба пола,does_not_declare,0
2013,Број,Хан Пијесак,M,does_not_declare,0
2013,Број,Хан Пијесак,Ж,does_not_declare,0
2013,Број,Чајниче,Оба пола,does_not_declare,1
2013,Број,Чајниче,M,does_not_declare,1
2013,Број,Чајниче,Ж,does_not_declare,0
2013,Број,Челинац,Оба пола,does_not_declare,30
2013,Број,Челинац,M,does_not_declare,15
2013,Број,Челинац,Ж,does_not_declare,15
2013,Број,Шамац,Оба пола,does_not_declare,147
2013,Број,Шамац,M,does_not_declare,64
2013,Број,Шамац,Ж,does_not_declare,83
2013,Број,Шековићи,Оба пола,does_not_declare,4
2013,Број,Шековићи,M,does_not_declare,3
2013,Број,Шековићи,Ж,does_not_declare,1
2013,Број,Шипово,Оба пола,does_not_declare,19
2013,Број,Шипово,M,does_not_declare,10
2013,Број,Шипово,Ж,does_not_declare,9
2013,Број,Република Српска,Оба пола,unknown_religion,2065
2013,Број,Република Српска,M,unknown_religion,963
2013,Број,Република Српска,Ж,unknown_religion,1102
2013,Број,Град Бања Лука,Оба пола,unknown_religion,357
2013,Број,Град Бања Лука,M,unknown_religion,173
2013,Број,Град Бања Лука,Ж,unknown_religion,184
2013,Број,Берковићи,Оба пола,unknown_religion,1
2013,Број,Берковићи,M,unknown_religion,0
2013,Број,Берковићи,Ж,unknown_religion,1
2013,Број,Град Бијељина,Оба пола,unknown_religion,102
2013,Број,Град Бијељина,M,unknown_religion,44
2013,Број,Град Бијељина,Ж,unknown_religion,58
2013,Број,Билећа,Оба пола,unknown_religion,12
2013,Број,Билећа,M,unknown_religion,4
2013,Број,Билећа,Ж,unknown_religion,8
2013,Број,Братунац,Оба пола,unknown_religion,40
2013,Број,Братунац,M,unknown_religion,16
2013,Број,Братунац,Ж,unknown_religion,24
2013,Број,Брод,Оба пола,unknown_religion,32
2013,Број,Брод,M,unknown_religion,12
2013,Број,Брод,Ж,unknown_religion,20
2013,Број,Вишеград,Оба пола,unknown_religion,179
2013,Број,Вишеград,M,unknown_religion,4
2013,Број,Вишеград,Ж,unknown_religion,175
2013,Број,Власеница,Оба пола,unknown_religion,21
2013,Број,Власеница,M,unknown_religion,10
2013,Број,Власеница,Ж,unknown_religion,11
2013,Број,Вукосавље,Оба пола,unknown_religion,14
2013,Број,Вукосавље,M,unknown_religion,3
2013,Број,Вукосавље,Ж,unknown_religion,11
2013,Број,Гацко,Оба пола,unknown_religion,7
2013,Број,Гацко,M,unknown_religion,2
2013,Број,Гацко,Ж,unknown_religion,5
2013,Број,Град Градишка,Оба пола,unknown_religion,46
2013,Број,Град Градишка,M,unknown_religion,21
2013,Број,Град Градишка,Ж,unknown_religion,25
2013,Број,Град Дервента,Оба пола,unknown_religion,47
2013,Број,Град Дервента,M,unknown_religion,21
2013,Број,Град Дервента,Ж,unknown_religion,26
2013,Број,Град Добој,Оба пола,unknown_religion,160
2013,Број,Град Добој,M,unknown_religion,64
2013,Број,Град Добој,Ж,unknown_religion,96
2013,Број,Доњи Жабар,Оба пола,unknown_religion,2
2013,Број,Доњи Жабар,M,unknown_religion,1
2013,Број,Доњи Жабар,Ж,unknown_religion,1
2013,Број,Град Зворник,Оба пола,unknown_religion,98
2013,Број,Град Зворник,M,unknown_religion,39
2013,Број,Град Зворник,Ж,unknown_religion,59
2013,Број,Источна Илиџа,Оба пола,unknown_religion,10
2013,Број,Источна Илиџа,M,unknown_religion,5
2013,Број,Источна Илиџа,Ж,unknown_religion,5
2013,Број,Источни Дрвар,Оба пола,unknown_religion,0
2013,Број,Источни Дрвар,M,unknown_religion,0
2013,Број,Источни Дрвар,Ж,unknown_religion,0
2013,Број,Источни Мостар,Оба пола,unknown_religion,2
2013,Број,Источни Мостар,M,unknown_religion,1
2013,Број,Источни Мостар,Ж,unknown_religion,1
2013,Број,Источни Стари Град,Оба пола,unknown_religion,2
2013,Број,Источни Стари Град,M,unknown_religion,1
2013,Број,Источни Стари Град,Ж,unknown_religion,1
2013,Број,Источно Ново Сарајево,Оба пола,unknown_religion,3
2013,Број,Источно Ново Сарајево,M,unknown_religion,0
2013,Број,Источно Ново Сарајево,Ж,unknown_religion,3
2013,Број,Језеро,Оба пола,unknown_religion,2
2013,Број,Језеро,M,unknown_religion,1
2013,Број,Језеро,Ж,unknown_religion,1
2013,Број,Калиновик,Оба пола,unknown_religion,0
2013,Број,Калиновик,M,unknown_religion,0
2013,Број,Калиновик,Ж,unknown_religion,0
2013,Број,Кнежево,Оба пола,unknown_religion,5
2013,Број,Кнежево,M,unknown_religion,3
2013,Број,Кнежево,Ж,unknown_religion,2
2013,Број,Козарска Дубица,Оба пола,unknown_religion,18
2013,Број,Козарска Дубица,M,unknown_religion,11
2013,Број,Козарска Дубица,Ж,unknown_religion,7
2013,Број,Костајница,Оба пола,unknown_religion,1
2013,Број,Костајница,M,unknown_religion,1
2013,Број,Костајница,Ж,unknown_religion,0
2013,Број,Котор Варош,Оба пола,unknown_religion,21
2013,Број,Котор Варош,M,unknown_religion,15
2013,Број,Котор Варош,Ж,unknown_religion,6
2013,Број,Крупа на Уни,Оба пола,unknown_religion,1
2013,Број,Крупа на Уни,M,unknown_religion,0
2013,Број,Крупа на Уни,Ж,unknown_religion,1
2013,Број,Купрес,Оба пола,unknown_religion,0
2013,Број,Купрес,M,unknown_religion,0
2013,Број,Купрес,Ж,unknown_religion,0
2013,Број,Лакташи,Оба пола,unknown_religion,48
2013,Број,Лакташи,M,unknown_religion,21
2013,Број,Лакташи,Ж,unknown_religion,27
2013,Број,Лопаре,Оба пола,unknown_religion,13
2013,Број,Лопаре,M,unknown_religion,6
2013,Број,Лопаре,Ж,unknown_religion,7
2013,Број,Љубиње,Оба пола,unknown_religion,2
2013,Број,Љубиње,M,unknown_religion,1
2013,Број,Љубиње,Ж,unknown_religion,1
2013,Број,Милићи,Оба пола,unknown_religion,8
2013,Број,Милићи,M,unknown_religion,3
2013,Број,Милићи,Ж,unknown_religion,5
2013,Број,Модрича,Оба пола,unknown_religion,125
2013,Број,Модрича,M,unknown_religion,66
2013,Број,Модрича,Ж,unknown_religion,59
2013,Број,Мркоњић Град,Оба пола,unknown_religion,13
2013,Број,Мркоњић Град,M,unknown_religion,7
2013,Број,Мркоњић Град,Ж,unknown_religion,6
2013,Број,Невесиње,Оба пола,unknown_religion,7
2013,Број,Невесиње,M,unknown_religion,2
2013,Број,Невесиње,Ж,unknown_religion,5
2013,Број,Нови Град,Оба пола,unknown_religion,26
2013,Број,Нови Град,M,unknown_religion,14
2013,Број,Нови Град,Ж,unknown_religion,12
2013,Број,Ново Горажде,Оба пола,unknown_religion,7
2013,Број,Ново Горажде,M,unknown_religion,3
2013,Број,Ново Горажде,Ж,unknown_religion,4
2013,Број,Осмаци,Оба пола,unknown_religion,4
2013,Број,Осмаци,M,unknown_religion,2
2013,Број,Осмаци,Ж,unknown_religion,2
2013,Број,Оштра Лука,Оба пола,unknown_religion,3
2013,Број,Оштра Лука,M,unknown_religion,2
2013,Број,Оштра Лука,Ж,unknown_religion,1
2013,Број,Пале,Оба пола,unknown_religion,11
2013,Број,Пале,M,unknown_religion,7
2013,Број,Пале,Ж,unknown_religion,4
2013,Број,Пелагићево,Оба пола,unknown_religion,5
2013,Број,Пелагићево,M,unknown_religion,1
2013,Број,Пелагићево,Ж,unknown_religion,4
2013,Број,Петровац,Оба пола,unknown_religion,0
2013,Број,Петровац,M,unknown_religion,0
2013,Број,Петровац,Ж,unknown_religion,0
2013,Број,Петрово,Оба пола,unknown_religion,4
2013,Број,Петрово,M,unknown_religion,2
2013,Број,Петрово,Ж,unknown_religion,2
2013,Број,Град Приједор,Оба пола,unknown_religion,374
2013,Број,Град Приједор,M,unknown_religion,257
2013,Број,Град Приједор,Ж,unknown_religion,117
2013,Број,Прњавор,Оба пола,unknown_religion,31
2013,Број,Прњавор,M,unknown_religion,13
2013,Број,Прњавор,Ж,unknown_religion,18
2013,Број,Рибник,Оба пола,unknown_religion,2
2013,Број,Рибник,M,unknown_religion,2
2013,Број,Рибник,Ж,unknown_religion,0
2013,Број,Рогатица,Оба пола,unknown_religion,4
2013,Број,Рогатица,M,unknown_religion,3
2013,Број,Рогатица,Ж,unknown_religion,1
2013,Број,Рудо,Оба пола,unknown_religion,4
2013,Број,Рудо,M,unknown_religion,0
2013,Број,Рудо,Ж,unknown_religion,4
2013,Број,Соколац,Оба пола,unknown_religion,14
2013,Број,Соколац,M,unknown_religion,3
2013,Број,Соколац,Ж,unknown_religion,11
2013,Број,Србац,Оба пола,unknown_religion,28
2013,Број,Србац,M,unknown_religion,13
2013,Број,Србац,Ж,unknown_religion,15
2013,Број,Сребреница,Оба пола,unknown_religion,20
2013,Број,Сребреница,M,unknown_religion,14
2013,Број,Сребреница,Ж,unknown_religion,6
2013,Број,Теслић,Оба пола,unknown_religion,43
2013,Број,Теслић,M,unknown_religion,21
2013,Број,Теслић,Ж,unknown_religion,22
2013,Број,Град Требиње,Оба пола,unknown_religion,14
2013,Број,Град Требиње,M,unknown_religion,8
2013,Број,Град Требиње,Ж,unknown_religion,6
2013,Број,Трново,Оба пола,unknown_religion,0
2013,Број,Трново,M,unknown_religion,0
2013,Број,Трново,Ж,unknown_religion,0
2013,Број,Угљевик,Оба пола,unknown_religion,13
2013,Број,Угљевик,M,unknown_religion,11
2013,Број,Угљевик,Ж,unknown_religion,2
2013,Број,Фоча,Оба пола,unknown_religion,12
2013,Број,Фоча,M,unknown_religion,6
2013,Број,Фоча,Ж,unknown_religion,6
2013,Број,Хан Пијесак,Оба пола,unknown_religion,0
2013,Број,Хан Пијесак,M,unknown_religion,0
2013,Број,Хан Пијесак,Ж,unknown_religion,0
2013,Број,Чајниче,Оба пола,unknown_religion,4
2013,Број,Чајниче,M,unknown_religion,1
2013,Број,Чајниче,Ж,unknown_religion,3
2013,Број,Челинац,Оба пола,unknown_religion,10
2013,Број,Челинац,M,unknown_religion,4
2013,Број,Челинац,Ж,unknown_religion,6
2013,Број,Шамац,Оба пола,unknown_religion,18
2013,Број,Шамац,M,unknown_religion,10
2013,Број,Шамац,Ж,unknown_religion,8
2013,Број,Шековићи,Оба пола,unknown_religion,9
2013,Број,Шековићи,M,unknown_religion,4
2013,Број,Шековићи,Ж,unknown_religion,5
2013,Број,Шипово,Оба пола,unknown_religion,6
2013,Број,Шипово,M,unknown_religion,4
2013,Број,Шипово,Ж,unknown_religion,2
