Year,UNIT_MEASURE,Град/општина,Пол,Највиша завршена школа,Value
2013,Број,Источни Мостар,Укупно,Виша школа и први степен факултета,2
2013,Број,Источни Мостар,M,Виша школа и први степен факултета,2
2013,Број,Источни Мостар,Ж,Виша школа и први степен факултета,0
2013,Број,Источни Стари Град,Укупно,Виша школа и први степен факултета,27
2013,Број,Источни Стари Град,M,Виша школа и први степен факултета,14
2013,Број,Источни Стари Град,Ж,Виша школа и први степен факултета,13
2013,Број,Источно Ново Сарајево,Укупно,Виша школа и први степен факултета,375
2013,Број,Источно Ново Сарајево,M,Виша школа и први степен факултета,225
2013,Број,Источно Ново Сарајево,Ж,Виша школа и први степен факултета,150
2013,Број,Језеро,Укупно,Виша школа и први степен факултета,16
2013,Број,Језеро,M,Виша школа и први степен факултета,10
2013,Број,Језеро,Ж,Виша школа и први степен факултета,6
2013,Број,Калиновик,Укупно,Виша школа и први степен факултета,58
2013,Број,Калиновик,M,Виша школа и први степен факултета,41
2013,Број,Калиновик,Ж,Виша школа и први степен факултета,17
2013,Број,Кнежево,Укупно,Виша школа и први степен факултета,125
2013,Број,Кнежево,M,Виша школа и први степен факултета,93
2013,Број,Кнежево,Ж,Виша школа и први степен факултета,32
2013,Број,Козарска Дубица,Укупно,Виша школа и први степен факултета,644
2013,Број,Козарска Дубица,M,Виша школа и први степен факултета,345
2013,Број,Козарска Дубица,Ж,Виша школа и први степен факултета,299
2013,Број,Костајница,Укупно,Виша школа и први степен факултета,206
2013,Број,Костајница,M,Виша школа и први степен факултета,94
2013,Број,Костајница,Ж,Виша школа и први степен факултета,112
2013,Број,Котор Варош,Укупно,Виша школа и први степен факултета,225
2013,Број,Котор Варош,M,Виша школа и први степен факултета,144
2013,Број,Котор Варош,Ж,Виша школа и први степен факултета,81
2013,Број,Крупа на Уни,Укупно,Виша школа и први степен факултета,11
2013,Број,Крупа на Уни,M,Виша школа и први степен факултета,6
2013,Број,Крупа на Уни,Ж,Виша школа и први степен факултета,5
2013,Број,Купрес,Укупно,Виша школа и први степен факултета,2
2013,Број,Купрес,M,Виша школа и први степен факултета,2
2013,Број,Купрес,Ж,Виша школа и први степен факултета,0
2013,Број,Лакташи,Укупно,Виша школа и први степен факултета,822
2013,Број,Лакташи,M,Виша школа и први степен факултета,462
2013,Број,Лакташи,Ж,Виша школа и први степен факултета,360
2013,Број,Лопаре,Укупно,Виша школа и први степен факултета,217
2013,Број,Лопаре,M,Виша школа и први степен факултета,133
2013,Број,Лопаре,Ж,Виша школа и први степен факултета,84
2013,Број,Љубиње,Укупно,Виша школа и први степен факултета,126
2013,Број,Љубиње,M,Виша школа и први степен факултета,69
2013,Број,Љубиње,Ж,Виша школа и први степен факултета,57
2013,Број,Милићи,Укупно,Виша школа и први степен факултета,213
2013,Број,Милићи,M,Виша школа и први степен факултета,113
2013,Број,Милићи,Ж,Виша школа и први степен факултета,100
2013,Број,Модрича,Укупно,Виша школа и први степен факултета,483
2013,Број,Модрича,M,Виша школа и први степен факултета,303
2013,Број,Модрича,Ж,Виша школа и први степен факултета,180
2013,Број,Мркоњић Град,Укупно,Виша школа и први степен факултета,350
2013,Број,Мркоњић Град,M,Виша школа и први степен факултета,204
2013,Број,Мркоњић Град,Ж,Виша школа и први степен факултета,146
2013,Број,Невесиње,Укупно,Виша школа и први степен факултета,384
2013,Број,Невесиње,M,Виша школа и први степен факултета,236
2013,Број,Невесиње,Ж,Виша школа и први степен факултета,148
2013,Број,Нови Град,Укупно,Виша школа и први степен факултета,714
2013,Број,Нови Град,M,Виша школа и први степен факултета,366
2013,Број,Нови Град,Ж,Виша школа и први степен факултета,348
2013,Број,Ново Горажде,Укупно,Виша школа и први степен факултета,48
2013,Број,Ново Горажде,M,Виша школа и први степен факултета,39
2013,Број,Ново Горажде,Ж,Виша школа и први степен факултета,9
2013,Број,Осмаци,Укупно,Виша школа и први степен факултета,65
2013,Број,Осмаци,M,Виша школа и први степен факултета,48
2013,Број,Осмаци,Ж,Виша школа и први степен факултета,17
2013,Број,Оштра Лука,Укупно,Виша школа и први степен факултета,36
2013,Број,Оштра Лука,M,Виша школа и први степен факултета,16
2013,Број,Оштра Лука,Ж,Виша школа и први степен факултета,20
2013,Број,Пале,Укупно,Виша школа и први степен факултета,645
2013,Број,Пале,M,Виша школа и први степен факултета,389
2013,Број,Пале,Ж,Виша школа и први степен факултета,256
2013,Број,Пелагићево,Укупно,Виша школа и први степен факултета,81
2013,Број,Пелагићево,M,Виша школа и први степен факултета,44
2013,Број,Пелагићево,Ж,Виша школа и први степен факултета,37
2013,Број,Петровац,Укупно,Виша школа и први степен факултета,11
2013,Број,Петровац,M,Виша школа и први степен факултета,6
2013,Број,Петровац,Ж,Виша школа и први степен факултета,5
2013,Број,Петрово,Укупно,Виша школа и први степен факултета,166
2013,Број,Петрово,M,Виша школа и први степен факултета,109
2013,Број,Петрово,Ж,Виша школа и први степен факултета,57
2013,Број,Град Приједор,Укупно,Виша школа и први степен факултета,2448
2013,Број,Град Приједор,M,Виша школа и први степен факултета,1252
2013,Број,Град Приједор,Ж,Виша школа и први степен факултета,1196
2013,Број,Прњавор,Укупно,Виша школа и први степен факултета,670
2013,Број,Прњавор,M,Виша школа и први степен факултета,388
2013,Број,Прњавор,Ж,Виша школа и први степен факултета,282
2013,Број,Рибник,Укупно,Виша школа и први степен факултета,99
2013,Број,Рибник,M,Виша школа и први степен факултета,68
2013,Број,Рибник,Ж,Виша школа и први степен факултета,31
2013,Број,Рогатица,Укупно,Виша школа и први степен факултета,315
2013,Број,Рогатица,M,Виша школа и први степен факултета,209
2013,Број,Рогатица,Ж,Виша школа и први степен факултета,106
2013,Број,Рудо,Укупно,Виша школа и први степен факултета,277
2013,Број,Рудо,M,Виша школа и први степен факултета,175
2013,Број,Рудо,Ж,Виша школа и први степен факултета,102
2013,Број,Соколац,Укупно,Виша школа и први степен факултета,393
2013,Број,Соколац,M,Виша школа и први степен факултета,237
2013,Број,Соколац,Ж,Виша школа и први степен факултета,156
2013,Број,Србац,Укупно,Виша школа и први степен факултета,342
2013,Број,Србац,M,Виша школа и први степен факултета,232
2013,Број,Србац,Ж,Виша школа и први степен факултета,110
2013,Број,Сребреница,Укупно,Виша школа и први степен факултета,290
2013,Број,Сребреница,M,Виша школа и први степен факултета,171
2013,Број,Сребреница,Ж,Виша школа и први степен факултета,119
2013,Број,Теслић,Укупно,Виша школа и први степен факултета,577
2013,Број,Теслић,M,Виша школа и први степен факултета,335
2013,Број,Теслић,Ж,Виша школа и први степен факултета,242
2013,Број,Град Требиње,Укупно,Виша школа и први степен факултета,1442
2013,Број,Град Требиње,M,Виша школа и први степен факултета,806
2013,Број,Град Требиње,Ж,Виша школа и први степен факултета,636
2013,Број,Трново,Укупно,Виша школа и први степен факултета,52
2013,Број,Трново,M,Виша школа и први степен факултета,37
2013,Број,Трново,Ж,Виша школа и први степен факултета,15
2013,Број,Угљевик,Укупно,Виша школа и први степен факултета,252
2013,Број,Угљевик,M,Виша школа и први степен факултета,156
2013,Број,Угљевик,Ж,Виша школа и први степен факултета,96
2013,Број,Фоча,Укупно,Виша школа и први степен факултета,510
2013,Број,Фоча,M,Виша школа и први степен факултета,334
2013,Број,Фоча,Ж,Виша школа и први степен факултета,176
2013,Број,Хан Пијесак,Укупно,Виша школа и први степен факултета,110
2013,Број,Хан Пијесак,M,Виша школа и први степен факултета,67
2013,Број,Хан Пијесак,Ж,Виша школа и први степен факултета,43
2013,Број,Чајниче,Укупно,Виша школа и први степен факултета,75
2013,Број,Чајниче,M,Виша школа и први степен факултета,48
2013,Број,Чајниче,Ж,Виша школа и први степен факултета,27
2013,Број,Челинац,Укупно,Виша школа и први степен факултета,293
2013,Број,Челинац,M,Виша школа и први степен факултета,186
2013,Број,Челинац,Ж,Виша школа и први степен факултета,107
2013,Број,Шамац,Укупно,Виша школа и први степен факултета,478
2013,Број,Шамац,M,Виша школа и први степен факултета,265
2013,Број,Шамац,Ж,Виша школа и први степен факултета,213
2013,Број,Шековићи,Укупно,Виша школа и први степен факултета,136
2013,Број,Шековићи,M,Виша школа и први степен факултета,76
2013,Број,Шековићи,Ж,Виша школа и први степен факултета,60
2013,Број,Шипово,Укупно,Виша школа и први степен факултета,191
2013,Број,Шипово,M,Виша школа и први степен факултета,121
2013,Број,Шипово,Ж,Виша школа и први степен факултета,70
2013,Број,Република Српска,Укупно,Висока школа / факултет / академија / универзитет,87036
2013,Број,Република Српска,M,Висока школа / факултет / академија / универзитет,42562
2013,Број,Република Српска,Ж,Висока школа / факултет / академија / универзитет,44474
2013,Број,Град Бања Лука,Укупно,Висока школа / факултет / академија / универзитет,25924
2013,Број,Град Бања Лука,M,Висока школа / факултет / академија / универзитет,12201
2013,Број,Град Бања Лука,Ж,Висока школа / факултет / академија / универзитет,13723
2013,Број,Берковићи,Укупно,Висока школа / факултет / академија / универзитет,92
2013,Број,Берковићи,M,Висока школа / факултет / академија / универзитет,51
2013,Број,Берковићи,Ж,Висока школа / факултет / академија / универзитет,41
2013,Број,Град Бијељина,Укупно,Висока школа / факултет / академија / универзитет,8088
2013,Број,Град Бијељина,M,Висока школа / факултет / академија / универзитет,3846
2013,Број,Град Бијељина,Ж,Висока школа / факултет / академија / универзитет,4242
2013,Број,Билећа,Укупно,Висока школа / факултет / академија / универзитет,791
2013,Број,Билећа,M,Висока школа / факултет / академија / универзитет,443
2013,Број,Билећа,Ж,Висока школа / факултет / академија / универзитет,348
2013,Број,Братунац,Укупно,Висока школа / факултет / академија / универзитет,1014
2013,Број,Братунац,M,Висока школа / факултет / академија / универзитет,515
2013,Број,Братунац,Ж,Висока школа / факултет / академија / универзитет,499
2013,Број,Брод,Укупно,Висока школа / факултет / академија / универзитет,801
2013,Број,Брод,M,Висока школа / факултет / академија / универзитет,389
2013,Број,Брод,Ж,Висока школа / факултет / академија / универзитет,412
2013,Број,Вишеград,Укупно,Висока школа / факултет / академија / универзитет,818
2013,Број,Вишеград,M,Висока школа / факултет / академија / универзитет,410
2013,Број,Вишеград,Ж,Висока школа / факултет / академија / универзитет,408
2013,Број,Власеница,Укупно,Висока школа / факултет / академија / универзитет,641
2013,Број,Власеница,M,Висока школа / факултет / академија / универзитет,316
2013,Број,Власеница,Ж,Висока школа / факултет / академија / универзитет,325
2013,Број,Вукосавље,Укупно,Висока школа / факултет / академија / универзитет,97
2013,Број,Вукосавље,M,Висока школа / факултет / академија / универзитет,55
2013,Број,Вукосавље,Ж,Висока школа / факултет / академија / универзитет,42
2013,Број,Гацко,Укупно,Висока школа / факултет / академија / универзитет,812
2013,Број,Гацко,M,Висока школа / факултет / академија / универзитет,413
2013,Број,Гацко,Ж,Висока школа / факултет / академија / универзитет,399
2013,Број,Град Градишка,Укупно,Висока школа / факултет / академија / универзитет,2538
2013,Број,Град Градишка,M,Висока школа / факултет / академија / универзитет,1270
2013,Број,Град Градишка,Ж,Висока школа / факултет / академија / универзитет,1268
2013,Број,Град Дервента,Укупно,Висока школа / факултет / академија / универзитет,1242
2013,Број,Град Дервента,M,Висока школа / факултет / академија / универзитет,598
2013,Број,Град Дервента,Ж,Висока школа / факултет / академија / универзитет,644
2013,Број,Град Добој,Укупно,Висока школа / факултет / академија / универзитет,4634
2013,Број,Град Добој,M,Висока школа / факултет / академија / универзитет,2420
2013,Број,Град Добој,Ж,Висока школа / факултет / академија / универзитет,2214
2013,Број,Доњи Жабар,Укупно,Висока школа / факултет / академија / универзитет,100
2013,Број,Доњи Жабар,M,Висока школа / факултет / академија / универзитет,59
2013,Број,Доњи Жабар,Ж,Висока школа / факултет / академија / универзитет,41
2013,Број,Град Зворник,Укупно,Висока школа / факултет / академија / универзитет,2964
2013,Број,Град Зворник,M,Висока школа / факултет / академија / универзитет,1529
2013,Број,Град Зворник,Ж,Висока школа / факултет / академија / универзитет,1435
2013,Број,Источна Илиџа,Укупно,Висока школа / факултет / академија / универзитет,1844
2013,Број,Источна Илиџа,M,Висока школа / факултет / академија / универзитет,802
2013,Број,Источна Илиџа,Ж,Висока школа / факултет / академија / универзитет,1042
2013,Број,Источни Дрвар,Укупно,Висока школа / факултет / академија / универзитет,10
2013,Број,Источни Дрвар,M,Висока школа / факултет / академија / универзитет,8
2013,Број,Источни Дрвар,Ж,Висока школа / факултет / академија / универзитет,2
2013,Број,Источни Мостар,Укупно,Висока школа / факултет / академија / универзитет,14
2013,Број,Источни Мостар,M,Висока школа / факултет / академија / универзитет,7
2013,Број,Источни Мостар,Ж,Висока школа / факултет / академија / универзитет,7
2013,Број,Источни Стари Град,Укупно,Висока школа / факултет / академија / универзитет,53
2013,Број,Источни Стари Град,M,Висока школа / факултет / академија / универзитет,21
2013,Број,Источни Стари Град,Ж,Висока школа / факултет / академија / универзитет,32
2013,Број,Источно Ново Сарајево,Укупно,Висока школа / факултет / академија / универзитет,1563
2013,Број,Источно Ново Сарајево,M,Висока школа / факултет / академија / универзитет,745
2013,Број,Источно Ново Сарајево,Ж,Висока школа / факултет / академија / универзитет,818
2013,Број,Језеро,Укупно,Висока школа / факултет / академија / универзитет,30
2013,Број,Језеро,M,Висока школа / факултет / академија / универзитет,19
2013,Број,Језеро,Ж,Висока школа / факултет / академија / универзитет,11
2013,Број,Калиновик,Укупно,Висока школа / факултет / академија / универзитет,147
2013,Број,Калиновик,M,Висока школа / факултет / академија / универзитет,85
2013,Број,Калиновик,Ж,Висока школа / факултет / академија / универзитет,62
2013,Број,Кнежево,Укупно,Висока школа / факултет / академија / универзитет,334
2013,Број,Кнежево,M,Висока школа / факултет / академија / универзитет,188
2013,Број,Кнежево,Ж,Висока школа / факултет / академија / универзитет,146
2013,Број,Козарска Дубица,Укупно,Висока школа / факултет / академија / универзитет,999
2013,Број,Козарска Дубица,M,Висока школа / факултет / академија / универзитет,501
2013,Број,Козарска Дубица,Ж,Висока школа / факултет / академија / универзитет,498
2013,Број,Костајница,Укупно,Висока школа / факултет / академија / универзитет,281
2013,Број,Костајница,M,Висока школа / факултет / академија / универзитет,134
2013,Број,Костајница,Ж,Висока школа / факултет / академија / универзитет,147
2013,Број,Котор Варош,Укупно,Висока школа / факултет / академија / универзитет,767
2013,Број,Котор Варош,M,Висока школа / факултет / академија / универзитет,408
2013,Број,Котор Варош,Ж,Висока школа / факултет / академија / универзитет,359
2013,Број,Крупа на Уни,Укупно,Висока школа / факултет / академија / универзитет,13
2013,Број,Крупа на Уни,M,Висока школа / факултет / академија / универзитет,7
2013,Број,Крупа на Уни,Ж,Висока школа / факултет / академија / универзитет,6
2013,Број,Купрес,Укупно,Висока школа / факултет / академија / универзитет,4
2013,Број,Купрес,M,Висока школа / факултет / академија / универзитет,3
2013,Број,Купрес,Ж,Висока школа / факултет / академија / универзитет,1
2013,Број,Лакташи,Укупно,Висока школа / факултет / академија / универзитет,1729
2013,Број,Лакташи,M,Висока школа / факултет / академија / универзитет,829
2013,Број,Лакташи,Ж,Висока школа / факултет / академија / универзитет,900
2013,Број,Лопаре,Укупно,Висока школа / факултет / академија / универзитет,560
2013,Број,Лопаре,M,Висока школа / факултет / академија / универзитет,264
2013,Број,Лопаре,Ж,Висока школа / факултет / академија / универзитет,296
2013,Број,Љубиње,Укупно,Висока школа / факултет / академија / универзитет,255
2013,Број,Љубиње,M,Висока школа / факултет / академија / универзитет,145
2013,Број,Љубиње,Ж,Висока школа / факултет / академија / универзитет,110
2013,Број,Милићи,Укупно,Висока школа / факултет / академија / универзитет,573
2013,Број,Милићи,M,Висока школа / факултет / академија / универзитет,295
2013,Број,Милићи,Ж,Висока школа / факултет / академија / универзитет,278
2013,Број,Модрича,Укупно,Висока школа / факултет / академија / универзитет,1186
2013,Број,Модрича,M,Висока школа / факултет / академија / универзитет,605
2013,Број,Модрича,Ж,Висока школа / факултет / академија / универзитет,581
2013,Број,Мркоњић Град,Укупно,Висока школа / факултет / академија / универзитет,832
2013,Број,Мркоњић Град,M,Висока школа / факултет / академија / универзитет,410
2013,Број,Мркоњић Град,Ж,Висока школа / факултет / академија / универзитет,422
2013,Број,Невесиње,Укупно,Висока школа / факултет / академија / универзитет,856
2013,Број,Невесиње,M,Висока школа / факултет / академија / универзитет,459
2013,Број,Невесиње,Ж,Висока школа / факултет / академија / универзитет,397
2013,Број,Нови Град,Укупно,Висока школа / факултет / академија / универзитет,1243
2013,Број,Нови Град,M,Висока школа / факултет / академија / универзитет,602
2013,Број,Нови Град,Ж,Висока школа / факултет / академија / универзитет,641
2013,Број,Ново Горажде,Укупно,Висока школа / факултет / академија / универзитет,145
2013,Број,Ново Горажде,M,Висока школа / факултет / академија / универзитет,71
2013,Број,Ново Горажде,Ж,Висока школа / факултет / академија / универзитет,74
2013,Број,Осмаци,Укупно,Висока школа / факултет / академија / универзитет,235
2013,Број,Осмаци,M,Висока школа / факултет / академија / универзитет,148
2013,Број,Осмаци,Ж,Висока школа / факултет / академија / универзитет,87
2013,Број,Оштра Лука,Укупно,Висока школа / факултет / академија / универзитет,55
2013,Број,Оштра Лука,M,Висока школа / факултет / академија / универзитет,24
2013,Број,Оштра Лука,Ж,Висока школа / факултет / академија / универзитет,31
2013,Број,Пале,Укупно,Висока школа / факултет / академија / универзитет,2538
2013,Број,Пале,M,Висока школа / факултет / академија / универзитет,1148
2013,Број,Пале,Ж,Висока школа / факултет / академија / универзитет,1390
2013,Број,Пелагићево,Укупно,Висока школа / факултет / академија / универзитет,94
2013,Број,Пелагићево,M,Висока школа / факултет / академија / универзитет,53
2013,Број,Пелагићево,Ж,Висока школа / факултет / академија / универзитет,41
2013,Број,Петровац,Укупно,Висока школа / факултет / академија / универзитет,26
2013,Број,Петровац,M,Висока школа / факултет / академија / универзитет,13
2013,Број,Петровац,Ж,Висока школа / факултет / академија / универзитет,13
2013,Број,Петрово,Укупно,Висока школа / факултет / академија / универзитет,259
2013,Број,Петрово,M,Висока школа / факултет / академија / универзитет,134
2013,Број,Петрово,Ж,Висока школа / факултет / академија / универзитет,125
2013,Број,Град Приједор,Укупно,Висока школа / факултет / академија / универзитет,4646
2013,Број,Град Приједор,M,Висока школа / факултет / академија / универзитет,2220
2013,Број,Град Приједор,Ж,Висока школа / факултет / академија / универзитет,2426
2013,Број,Прњавор,Укупно,Висока школа / факултет / академија / универзитет,1336
2013,Број,Прњавор,M,Висока школа / факултет / академија / универзитет,627
2013,Број,Прњавор,Ж,Висока школа / факултет / академија / универзитет,709
2013,Број,Рибник,Укупно,Висока школа / факултет / академија / универзитет,195
2013,Број,Рибник,M,Висока школа / факултет / академија / универзитет,108
2013,Број,Рибник,Ж,Висока школа / факултет / академија / универзитет,87
2013,Број,Рогатица,Укупно,Висока школа / факултет / академија / универзитет,702
2013,Број,Рогатица,M,Висока школа / факултет / академија / универзитет,354
2013,Број,Рогатица,Ж,Висока школа / факултет / академија / универзитет,348
2013,Број,Рудо,Укупно,Висока школа / факултет / академија / универзитет,454
2013,Број,Рудо,M,Висока школа / факултет / академија / универзитет,232
2013,Број,Рудо,Ж,Висока школа / факултет / академија / универзитет,222
2013,Број,Соколац,Укупно,Висока школа / факултет / академија / универзитет,1113
2013,Број,Соколац,M,Висока школа / факултет / академија / универзитет,529
2013,Број,Соколац,Ж,Висока школа / факултет / академија / универзитет,584
2013,Број,Србац,Укупно,Висока школа / факултет / академија / универзитет,798
2013,Број,Србац,M,Висока школа / факултет / академија / универзитет,410
2013,Број,Србац,Ж,Висока школа / факултет / академија / универзитет,388
2013,Број,Сребреница,Укупно,Висока школа / факултет / академија / универзитет,741
2013,Број,Сребреница,M,Висока школа / факултет / академија / универзитет,395
2013,Број,Сребреница,Ж,Висока школа / факултет / академија / универзитет,346
2013,Број,Теслић,Укупно,Висока школа / факултет / академија / универзитет,1351
2013,Број,Теслић,M,Висока школа / факултет / академија / универзитет,689
2013,Број,Теслић,Ж,Висока школа / факултет / академија / универзитет,662
2013,Број,Град Требиње,Укупно,Висока школа / факултет / академија / универзитет,3262
2013,Број,Град Требиње,M,Висока школа / факултет / академија / универзитет,1642
2013,Број,Град Требиње,Ж,Висока школа / факултет / академија / универзитет,1620
2013,Број,Трново,Укупно,Висока школа / факултет / академија / универзитет,139
2013,Број,Трново,M,Висока школа / факултет / академија / универзитет,66
2013,Број,Трново,Ж,Висока школа / факултет / академија / универзитет,73
2013,Број,Угљевик,Укупно,Висока школа / факултет / академија / универзитет,903
2013,Број,Угљевик,M,Висока школа / факултет / академија / универзитет,443
2013,Број,Угљевик,Ж,Висока школа / факултет / академија / универзитет,460
2013,Број,Фоча,Укупно,Висока школа / факултет / академија / универзитет,1422
2013,Број,Фоча,M,Висока школа / факултет / академија / универзитет,757
2013,Број,Фоча,Ж,Висока школа / факултет / академија / универзитет,665
2013,Број,Хан Пијесак,Укупно,Висока школа / факултет / академија / универзитет,274
2013,Број,Хан Пијесак,M,Висока школа / факултет / академија / универзитет,138
2013,Број,Хан Пијесак,Ж,Висока школа / факултет / академија / универзитет,136
2013,Број,Чајниче,Укупно,Висока школа / факултет / академија / универзитет,280
2013,Број,Чајниче,M,Висока школа / факултет / академија / универзитет,152
2013,Број,Чајниче,Ж,Висока школа / факултет / академија / универзитет,128
2013,Број,Челинац,Укупно,Висока школа / факултет / академија / универзитет,618
2013,Број,Челинац,M,Висока школа / факултет / академија / универзитет,290
2013,Број,Челинац,Ж,Висока школа / факултет / академија / универзитет,328
2013,Број,Шамац,Укупно,Висока школа / факултет / академија / универзитет,911
2013,Број,Шамац,M,Висока школа / факултет / академија / универзитет,494
2013,Број,Шамац,Ж,Висока школа / факултет / академија / универзитет,417
2013,Број,Шековићи,Укупно,Висока школа / факултет / академија / универзитет,267
2013,Број,Шековићи,M,Висока школа / факултет / академија / универзитет,144
2013,Број,Шековићи,Ж,Висока школа / факултет / академија / универзитет,123
2013,Број,Шипово,Укупно,Висока школа / факултет / академија / универзитет,423
2013,Број,Шипово,M,Висока школа / факултет / академија / универзитет,229
2013,Број,Шипово,Ж,Висока школа / факултет / академија / универзитет,194
